"layer","zone","Background","Corn","Soybeans","Barley","Spring Wheat","Rye","Oats","Canola","Mustard","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Potatoes","Misc Vegs & Fruits","Clover/Wildflowers","Fallow/Idle Cropland","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Cauliflower","Blueberries","Sorghum","Sweet Corn","Dry Beans","Apples","Christmas Trees","Squash","HUC","Strawberries","Pumpkins","Other Crops","Sod/Grass Seed","Cranberries","Peppers","Tobacco","Peaches","Cucumbers","Sunflower","Other Small Grains","Grapes","Tomatoes","Peas","Other Tree Crops","Greens","Cabbage","Eggplants","Sweet Potatoes","Herbs","Winter Wheat","Pears","Plums","Onions","Lettuce","Dbl Crop WinWht/Soybeans","Watermelons","Cherries","Triticale","Carrots","Dbl Crop Barley/Soybeans","Speltz","Dbl Crop WinWht/Corn","Asparagus","Dbl Crop Oats/Corn","Dbl Crop Barley/Corn","Cotton","Peanuts","Millet","Dbl Crop WinWht/Sorghum","Mint","Sugarbeets","Radishes","Nectarines","Cantaloupes","Dbl Crop Corn/Soybeans","Turnips","Pop or Orn Corn","Switchgrass","Dbl Crop Soybeans/Oats","Aquaculture","Vetch","Dbl Crop Barley/Sorghum","Dbl Crop WinWht/Cotton","Dbl Crop Soybeans/Cotton","Pecans","Olives","Walnuts","Oranges","Rice","Sugarcane","Citrus","Celery","Flaxseed","Safflower","Rape Seed","Caneberries","Camelina","Hops","Garlic","Prunes","Gourds","Durum Wheat","Lentils","Perennial Ice/Snow ","Honeydew Melons","Pistachios","Dbl Crop Durum Wht/Sorghum","Dbl Crop Lettuce/Cotton","Dbl Crop Lettuce/Durum Wht","Dbl Crop Lettuce/Cantaloupe","Dbl Crop Lettuce/Barley","Pomegranates","Apricots","Chick Peas","Almonds"
1,10,2308,30794,32041,NA,NA,51,1039,NA,NA,0,43217,NA,0,11,0,53188,17616,103382,28576,6737,2213,3795,55793,665796,37780,265420,212219,357875,15282,NA,NA,0,15,0,16,NA,NA,0,"03140305",NA,0,402,10410,NA,NA,NA,3,0,11,NA,NA,0,0,0,0,NA,NA,8,NA,2563,0,NA,NA,NA,29662,113,NA,0,NA,NA,NA,2,NA,0,NA,130006,67751,1989,0,NA,NA,NA,NA,0,0,NA,NA,NA,341,857,NA,NA,4741,14,1380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,573368,8340,15863,NA,NA,2,516,NA,NA,0,4719,NA,2,40,0,17913,46085,122839,78510,23347,6315,16413,60,95631,154,27327,47942,151998,18851,NA,NA,0,136,0,0,NA,NA,0,"03140107",NA,0,35,12719,NA,NA,NA,0,0,0,NA,NA,1,0,0,0,NA,NA,255,NA,368,0,NA,NA,NA,6089,0,NA,0,NA,NA,NA,7,NA,137,NA,1512,17258,891,37,NA,NA,NA,NA,0,0,NA,NA,NA,661,0,NA,NA,46,0,592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,626024,412,1037,NA,NA,0,160,NA,NA,0,2965,NA,0,0,1,7637,15515,139894,78779,29280,8588,14167,352,726895,1733,265125,104679,192597,17182,NA,NA,0,0,0,0,NA,NA,0,"03140102",NA,0,1,191,NA,NA,NA,0,0,10,NA,NA,0,0,2,0,NA,NA,0,NA,36,0,NA,NA,NA,28,25,NA,0,NA,NA,NA,0,NA,0,NA,1773,1596,94,0,NA,NA,NA,NA,0,144,NA,NA,NA,356,0,NA,NA,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,1000651,125,84,NA,NA,0,18,NA,NA,0,385,NA,0,0,0,1026,15663,171078,127393,48791,20161,33377,58,239378,115,65408,66137,221898,23197,NA,NA,0,0,0,0,NA,NA,0,"03140105",NA,0,11,31,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,0,NA,1,0,NA,NA,NA,55,0,NA,0,NA,NA,NA,0,NA,0,NA,525,938,25,0,NA,NA,NA,NA,0,0,NA,NA,NA,8,0,NA,NA,1,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,253,10948,23613,NA,NA,163,5641,NA,NA,69,147130,NA,5,2,31,230778,56307,192158,24171,4521,1358,3790,15096,1557130,18911,737414,232549,973486,14857,NA,NA,0,444,2,0,NA,NA,0,"03140203",NA,0,0,7482,NA,NA,NA,0,1,15,NA,NA,0,117,361,0,NA,NA,18,NA,1621,0,NA,NA,NA,2877,317,NA,0,NA,NA,NA,1,NA,5,NA,89233,110312,3151,4,NA,NA,NA,NA,8,326,NA,NA,NA,6366,23,NA,NA,68,0,1035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,15,1233439,1041,619,NA,NA,25,272,NA,NA,0,6513,NA,0,1,4,17784,72825,244074,130498,45167,10669,31594,122,722471,4754,510400,126173,1367088,91432,NA,NA,0,11,1,0,NA,NA,0,"03140101",NA,0,0,3577,NA,NA,NA,0,0,1,NA,NA,0,19,1,0,NA,NA,20,NA,20,0,NA,NA,NA,30,33,NA,0,NA,NA,NA,0,NA,6,NA,8829,4313,751,0,NA,NA,NA,NA,2,415,NA,NA,NA,99,10,NA,NA,1,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,58544,112898,NA,NA,1,195,0,NA,0,101614,NA,1,16,0,16072,161359,524690,181691,46979,21215,8197,3297804,1189680,130750,124890,1382686,19208,55,NA,NA,0,251,20,0,0,NA,0,"03150106",NA,3,2085,3960,NA,0,0,8,NA,0,NA,0,0,0,0,0,NA,NA,0,NA,640,NA,NA,NA,NA,29128,53,NA,3,NA,0,NA,0,NA,1,0,20774,82,40,3,NA,NA,NA,NA,NA,17,NA,0,NA,27,0,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,18546,22134,NA,NA,334,398,0,NA,0,45680,NA,0,2,0,14568,52400,87991,9643,2355,769,1962,755795,1588852,171547,280970,288147,724866,8542,NA,NA,0,18,0,15,0,NA,0,"03150204",NA,0,4,156,NA,0,0,11,NA,40,NA,0,0,0,0,0,NA,NA,35,NA,1230,NA,NA,NA,NA,9436,11,NA,0,NA,0,NA,25,NA,7,0,66446,26822,940,0,NA,NA,NA,NA,NA,0,NA,0,NA,18,2,NA,NA,468,1838,1693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,1333,3818,NA,NA,0,75,0,NA,0,20135,NA,0,0,1,4111,224893,200062,28479,5615,1454,1738,1957987,1272139,3550,79476,758399,7933,2,NA,NA,0,0,0,0,0,NA,0,"03150109",NA,80,9,116,NA,0,0,0,NA,0,NA,0,0,0,0,0,NA,NA,0,NA,177,NA,NA,NA,NA,1376,12,NA,0,NA,0,NA,0,NA,0,0,974,933,33,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,0,0,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,40247,43745,NA,NA,1021,2079,0,NA,0,427753,NA,0,11,109,39440,129646,352089,144195,63982,20116,3252,1570198,1103060,235162,803327,1075407,665443,9186,NA,NA,0,516,25,0,0,NA,43,"03150201",NA,0,386,11779,NA,0,0,376,NA,0,NA,0,67,236,0,1,NA,NA,121,NA,15581,NA,NA,NA,NA,9805,585,NA,21,NA,0,NA,14,NA,10,0,67189,21302,638,0,NA,NA,NA,NA,NA,0,NA,0,NA,45,4,NA,NA,13,0,23079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,30544,78406,NA,NA,106,188,0,NA,0,272511,NA,0,1,20,21074,129176,206814,11915,1959,302,1924,1522278,1771509,240116,510517,665288,882618,25219,NA,NA,0,20,0,5,0,NA,1,"03150203",NA,0,15,110,NA,0,0,33,NA,79,NA,0,0,0,0,1,NA,NA,2,NA,4264,NA,NA,NA,NA,10694,69,NA,7,NA,0,NA,26,NA,0,0,19633,6561,44,1,NA,NA,NA,NA,NA,1,NA,0,NA,161,1146,NA,NA,183,6,824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,21393,22572,NA,NA,4,15,0,NA,0,60290,NA,0,1,0,2836,133740,288457,64590,19816,6095,12707,2520263,1365996,42124,181388,843708,21765,83,NA,NA,0,5,11,27,0,NA,0,"03150107",NA,7,93,4334,NA,0,0,383,NA,0,NA,0,7,19,0,8,NA,NA,15,NA,1943,NA,NA,NA,NA,9851,114,NA,0,NA,0,NA,1,NA,0,0,21905,454,97,0,NA,NA,NA,NA,NA,0,NA,0,NA,1,0,NA,NA,1,0,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,3559,13099,NA,NA,174,202,0,NA,24,41369,NA,0,1,0,6945,44712,202307,80827,17172,7258,1030,1729129,818661,6028,64674,965809,4021,0,NA,NA,0,16,0,0,0,NA,0,"03150108",NA,6,25,128,NA,0,0,2,NA,43,NA,0,0,0,3,0,NA,NA,0,NA,384,NA,NA,NA,NA,1512,4,NA,0,NA,0,NA,0,NA,0,74,343,2176,452,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,471,0,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,26392,27442,NA,NA,153,654,0,NA,0,99584,NA,0,2,3,135232,68810,238361,82950,26919,8085,3862,1206574,1031934,350776,472285,684613,341675,1175,NA,NA,20,98,3,0,0,NA,0,"03150110",NA,6,7873,10268,NA,0,0,3,NA,1,NA,0,3,92,18,0,NA,NA,13,NA,3015,NA,NA,NA,NA,5747,43,NA,2,NA,0,NA,580,NA,7,0,46702,14606,1471,0,NA,NA,NA,NA,NA,3,NA,0,NA,24,4,NA,NA,112,0,3296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,9706,17717,NA,NA,2,11,0,NA,0,69634,NA,3,0,1,2262,44267,400882,183739,63902,17485,22761,1816962,1238075,299903,303386,540611,199082,3063,NA,NA,0,6,1,180,0,NA,2,"03150202",NA,0,33,115,NA,0,0,6,NA,0,NA,0,1,0,0,59,NA,NA,104,NA,3342,NA,NA,NA,NA,2947,54,NA,0,NA,0,NA,1,NA,0,0,5434,2491,14,5,NA,NA,NA,NA,NA,0,NA,1,NA,19,14,NA,NA,5,0,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,NA,14196,18304,NA,NA,5,6,0,NA,5,26972,NA,0,0,0,2035,8427,162111,57783,21976,13386,943,925138,258695,110866,46679,416844,2597,6,NA,NA,0,3,0,0,0,NA,0,"03150101",NA,0,1,538,NA,0,1,0,NA,833,NA,0,0,0,0,0,NA,NA,0,NA,725,NA,NA,NA,NA,3089,0,NA,0,NA,2,NA,88,NA,2,5,66,37,6,5,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,NA,8062,9951,NA,NA,10,0,195,NA,9,44862,NA,0,93,0,3604,22986,149743,18715,5136,1549,750,1566555,276487,45781,18960,303708,326,2,NA,NA,0,146,0,0,32,NA,0,"03150102",NA,0,12,1334,NA,5,0,2,NA,37,NA,1,0,0,0,0,NA,NA,0,NA,32,NA,NA,NA,NA,261,0,NA,0,NA,0,NA,66,NA,0,36,353,2,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,NA,14207,23291,NA,NA,43,0,0,NA,78,54214,NA,0,0,0,5355,14735,108854,39309,15413,8282,674,616537,244594,149785,39053,273111,2143,10,NA,NA,0,44,0,0,0,NA,0,"03150103",NA,0,14,2116,NA,0,0,0,NA,1185,NA,0,0,0,0,0,NA,NA,0,NA,25,NA,NA,NA,NA,866,0,NA,0,NA,0,NA,1,NA,0,0,267,194,11,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,0,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,NA,15528,25649,NA,NA,30,15,7,NA,24,64739,NA,0,61,0,7538,86479,621981,289014,71487,26095,4274,2537245,760842,64259,39608,725587,2610,6,NA,NA,0,36,0,0,0,NA,0,"03150104",NA,0,51,1377,NA,6,0,9,NA,710,NA,1,0,0,1,0,NA,NA,0,NA,297,NA,NA,NA,NA,3978,0,NA,0,NA,0,NA,20,NA,0,112,6764,530,15,0,NA,NA,NA,NA,NA,0,NA,0,NA,1,0,NA,NA,7,0,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,NA,34738,172679,NA,NA,15,0,0,NA,10,94139,NA,0,11,0,16301,148498,238145,69284,14619,5623,1921,1679478,776208,313793,103353,869292,9020,176,NA,NA,0,155,0,0,0,NA,0,"03150105",NA,0,196,2935,NA,23,0,0,NA,1520,NA,0,0,0,0,0,NA,NA,0,NA,419,NA,NA,NA,NA,18207,182,NA,30,NA,0,NA,0,NA,0,3,29105,1518,304,0,NA,NA,NA,NA,NA,15,NA,0,NA,0,0,NA,NA,70,0,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,31304,2494,3059,NA,NA,0,51,NA,NA,0,3409,NA,0,0,0,16315,120323,161005,64866,29240,9133,4149,2597,745672,91282,302830,110992,853494,65473,NA,NA,NA,49,0,1,NA,NA,NA,"03160204",NA,0,128,1090,NA,NA,NA,19,NA,0,NA,0,0,0,NA,0,NA,NA,26,NA,52,NA,NA,NA,NA,797,168,NA,0,NA,NA,NA,0,NA,0,NA,3048,3580,135,0,NA,NA,NA,NA,NA,0,NA,0,NA,17,108,0,NA,10,0,592,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0,14004,27008,NA,NA,0,43,NA,NA,0,34139,NA,0,0,1,13815,10772,115594,28402,8999,2694,1266,932289,239040,154774,274543,241776,189845,1347,NA,NA,NA,858,0,0,NA,NA,NA,"03160105",NA,0,10,81,NA,NA,NA,0,NA,0,NA,0,0,3,NA,0,NA,NA,1,NA,344,NA,NA,NA,NA,824,1,NA,0,NA,NA,NA,0,NA,0,NA,4426,1841,1,33,NA,NA,NA,NA,NA,2,NA,0,NA,0,771,0,NA,0,0,58,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,8773,17917,NA,NA,0,3,NA,NA,0,20401,NA,0,0,0,21498,13317,89128,9648,2792,684,3688,885160,355024,181283,250104,208250,196987,185,NA,NA,NA,6,0,0,NA,NA,NA,"03160107",NA,0,6,68,NA,NA,NA,0,NA,0,NA,0,0,1,NA,0,NA,NA,1,NA,181,NA,NA,NA,NA,661,0,NA,0,NA,NA,NA,4,NA,0,NA,330,80,1,5,NA,NA,NA,NA,NA,14,NA,0,NA,0,281,0,NA,0,0,23,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,17881,35814,NA,NA,9,28,NA,NA,0,43488,NA,70,0,0,4441,33405,188157,55788,18080,5329,16085,1402218,610743,154766,254323,1087911,12780,61,NA,NA,NA,23,9,344,NA,NA,NA,"03160109",NA,0,25,88,NA,NA,NA,12,NA,3,NA,0,2,2,NA,30,NA,NA,2284,NA,422,NA,NA,NA,NA,3000,20,NA,0,NA,NA,NA,7,NA,0,NA,1106,30,9,30,NA,NA,NA,NA,NA,2,NA,2,NA,0,85,13,NA,0,0,23,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,6093,10389,NA,NA,8,0,NA,NA,1,20042,NA,4,0,0,195,92835,112633,22723,7600,2844,3363,1125842,543448,179823,121820,611884,4280,29,NA,NA,NA,21,2,54,NA,NA,NA,"03160110",NA,0,194,15,NA,NA,NA,2,NA,3,NA,0,0,0,NA,4,NA,NA,698,NA,111,NA,NA,NA,NA,907,1,NA,0,NA,NA,NA,3,NA,0,NA,329,12,60,2,NA,NA,NA,NA,NA,1,NA,0,NA,0,28,3,NA,0,0,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,17926,31279,NA,NA,85,2,NA,NA,0,91093,NA,12,0,0,1264,35271,286612,150866,48643,21684,14582,1366546,352719,62143,99175,893142,2096,26,NA,NA,NA,59,130,303,NA,NA,NA,"03160111",NA,4,109,37,NA,NA,NA,165,NA,0,NA,0,0,0,NA,40,NA,NA,194,NA,498,NA,NA,NA,NA,2912,20,NA,1,NA,NA,NA,6,NA,0,NA,2672,770,28,3,NA,NA,NA,NA,NA,3,NA,1,NA,0,16,0,NA,10,0,21,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,20766,38645,NA,NA,0,12,NA,NA,0,112183,NA,0,0,5,73540,117444,175340,50334,19678,7352,6059,1066669,540308,338518,271789,604532,690779,4608,NA,NA,NA,12,0,0,NA,NA,NA,"03160113",NA,0,2,374,NA,NA,NA,0,NA,4,NA,0,0,54,NA,0,NA,NA,32,NA,4042,NA,NA,NA,NA,5121,2,NA,0,NA,NA,NA,776,NA,0,NA,2384,2824,0,993,NA,NA,NA,NA,NA,0,NA,0,NA,0,26337,0,NA,9,0,100,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,0,4223,9972,NA,NA,0,88,NA,NA,0,29721,NA,0,0,121,9062,70354,179872,13430,4532,1156,684,1119709,1656573,859093,578807,517555,907989,1926,NA,NA,NA,0,0,0,NA,NA,NA,"03160201",NA,0,0,28,NA,NA,NA,1,NA,0,NA,0,0,5,NA,0,NA,NA,4,NA,1539,NA,NA,NA,NA,4617,4,NA,0,NA,NA,NA,684,NA,0,NA,11152,1592,2,31,NA,NA,NA,NA,NA,0,NA,0,NA,1,762,0,NA,2240,0,7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,100457,108225,NA,NA,0,12,NA,NA,0,65939,NA,0,0,2,165100,124646,176721,23542,5169,2611,2384,1050310,441087,259452,367145,769500,960189,13157,NA,NA,NA,97,0,0,NA,NA,NA,"03160106",NA,0,2,498,NA,NA,NA,0,NA,506,NA,0,0,75,NA,0,NA,NA,0,NA,15763,NA,NA,NA,NA,5765,3,NA,0,NA,NA,NA,122,NA,0,NA,9364,1935,2,149,NA,NA,NA,NA,NA,2,NA,0,NA,0,23369,0,NA,0,0,243,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,0,22455,276144,NA,NA,0,21,NA,NA,3,76912,NA,0,0,0,4320,29678,118299,64912,21993,7943,76,323878,162599,53985,239464,427228,111566,7105,NA,NA,NA,212,0,0,NA,NA,NA,"03160102",NA,0,4,1039,NA,NA,NA,0,NA,0,NA,0,0,2,NA,0,NA,NA,946,NA,355,NA,NA,NA,NA,5018,0,NA,0,NA,NA,NA,0,NA,0,NA,9378,313,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,284,0,NA,0,0,1,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,0,68004,321803,NA,NA,0,27,NA,NA,2,110298,NA,0,0,70,24792,137584,213753,72825,17060,4843,2414,1360229,579776,219232,578161,816340,599781,8685,NA,NA,NA,96,0,0,NA,NA,NA,"03160101",NA,0,3,3688,NA,NA,NA,0,NA,38,NA,0,0,121,NA,0,NA,NA,263,NA,1523,NA,NA,NA,NA,8894,1,NA,0,NA,NA,NA,1,NA,0,NA,11787,4635,138,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,4534,0,NA,0,0,12,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,0,13890,31480,NA,NA,42,2,NA,NA,0,38999,NA,0,0,142,7544,8566,109130,21149,7877,2588,1757,1072291,355201,108117,290999,253710,144574,630,NA,NA,NA,190,0,0,NA,NA,NA,"03160103",NA,0,32,145,NA,NA,NA,0,NA,79,NA,0,0,0,NA,0,NA,NA,3,NA,542,NA,NA,NA,NA,4316,0,NA,0,NA,NA,NA,3,NA,0,NA,3821,9604,16,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,838,0,NA,0,0,30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,0,2645,2038,NA,NA,0,12,NA,NA,0,9653,NA,0,0,0,2251,55225,151306,14166,5571,2496,2368,383371,1599293,975726,390912,226834,799444,1641,NA,NA,NA,3,0,0,NA,NA,NA,"03160203",NA,0,20,22,NA,NA,NA,0,NA,0,NA,0,0,0,NA,0,NA,NA,1,NA,1194,NA,NA,NA,NA,505,19,NA,0,NA,NA,NA,47,NA,0,NA,2167,10244,11,1,NA,NA,NA,NA,NA,0,NA,0,NA,1,30,0,NA,18,73,96,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,0,2958,5628,NA,NA,0,15,NA,NA,0,19342,NA,1,0,0,7523,76125,208851,120855,42504,21209,25336,1316702,927476,224785,245980,310024,26973,188,NA,NA,NA,0,0,77,NA,NA,NA,"03160112",NA,0,15,74,NA,NA,NA,0,NA,1,NA,0,0,4,NA,32,NA,NA,74,NA,395,NA,NA,NA,NA,1018,7,NA,0,NA,NA,NA,7,NA,0,NA,545,7,0,7,NA,NA,NA,NA,NA,1,NA,0,NA,1,206,6,NA,0,0,11,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,15,0,61234,152134,NA,NA,0,2,NA,NA,0,124739,NA,0,0,2,9498,46379,149728,36654,10409,2306,397,418845,374775,111368,241557,838294,577726,43291,NA,NA,NA,289,0,0,NA,NA,NA,"03160104",NA,0,6,397,NA,NA,NA,0,NA,3,NA,0,0,0,NA,0,NA,NA,3850,NA,113,NA,NA,NA,NA,1461,0,NA,0,NA,NA,NA,0,NA,0,NA,5971,44,52,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,3623,0,NA,0,0,160,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,16,0,6560,10248,NA,NA,0,862,NA,NA,0,17412,NA,0,0,16,28009,24675,120385,15119,4117,782,264,795985,615678,252309,298397,303907,299655,2082,NA,NA,NA,5,0,0,NA,NA,NA,"03160202",NA,0,1,130,NA,NA,NA,0,NA,0,NA,33,0,7,NA,0,NA,NA,10,NA,277,NA,NA,NA,NA,2647,3,NA,0,NA,NA,NA,37,NA,0,NA,1687,125,0,22,NA,NA,NA,NA,NA,0,NA,0,NA,0,1069,0,NA,40,0,33,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,17,1115534,24023,43153,NA,NA,5,118,NA,NA,0,8979,NA,74,162,0,81193,31583,186275,92431,37517,11305,4216,363,160094,2380,60689,136070,321280,33545,NA,NA,NA,1151,0,0,NA,NA,NA,"03160205",NA,0,107,38916,NA,NA,NA,34,NA,2,NA,0,0,0,NA,0,NA,NA,3438,NA,564,NA,NA,NA,NA,22579,37,NA,0,NA,NA,NA,1,NA,3,NA,20809,47545,1513,5,NA,NA,NA,NA,NA,0,NA,0,NA,191,32,0,NA,2314,1,22090,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
