"layer","zone","Background","Soybeans","Barley","Spring Wheat","Winter Wheat","Rye","Oats","Canola","Alfalfa","Other Hay/Non Alfalfa","Sugarbeets","Potatoes","Other Crops","Clover/Wildflowers","Fallow/Idle Cropland","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Corn","Blueberries","Speltz","Cranberries","Squash","HUC","Sweet Corn","Pumpkins","Apples","Millet","Dry Beans","Sod/Grass Seed","Christmas Trees","Tobacco","Other Small Grains","Grapes","Misc Vegs & Fruits","Peppers","Strawberries","Sunflower","Other Tree Crops","Tomatoes","Herbs","Sorghum","Asparagus","Cabbage","Eggplants","Peaches","Dbl Crop Lettuce/Barley","Onions","Peas","Gourds","Cherries","Dbl Crop WinWht/Soybeans","Vetch","Dbl Crop Oats/Corn","Triticale","Carrots","Plums","Apricots","Nectarines","Dbl Crop WinWht/Sorghum","Dbl Crop Barley/Soybeans","Sweet Potatoes","Cantaloupes","Lettuce","Dbl Crop Barley/Corn","Cotton","Peanuts","Dbl Crop WinWht/Corn","Dbl Crop Soybeans/Oats","Watermelons","Greens","Dbl Crop Barley/Sorghum","Turnips","Dbl Crop Corn/Soybeans","Switchgrass","Pop or Orn Corn","Walnuts","Durum Wheat","Pecans","Aquaculture","Dbl Crop WinWht/Cotton","Dbl Crop Soybeans/Cotton","Honeydew Melons","Oranges","Camelina","Rice","Sugarcane","Citrus","Mustard","Celery","Radishes","Prunes","Mint","Flaxseed","Safflower","Lentils","Perennial Ice/Snow ","Pistachios","Rape Seed","Olives","Dbl Crop Durum Wht/Sorghum","Dbl Crop Lettuce/Cotton","Hops","Garlic","Almonds","Dbl Crop Lettuce/Durum Wht","Dbl Crop Lettuce/Cantaloupe","Cauliflower","Pears","Caneberries","Cucumbers","Pomegranates"
1,9,NA,1785535,2,1,44867,5,64,0,25746,0,NA,1,0,22,1200,95759,910436,688699,276708,119378,5891,1104777,951,5,6068,980582,1580,2456,NA,1756327,0,198,NA,1,"05120201",2,1390,6,0,50,2,0,1,NA,0,5,NA,10,0,NA,1918,23,142,0,0,NA,0,NA,NA,NA,2,NA,14641,NA,0,6,NA,NA,NA,NA,0,0,NA,48,NA,0,NA,NA,119,0,1,NA,NA,440,7,0,814,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,NA,632549,0,0,8388,0,0,0,6953,0,NA,0,1,3,131,4858,95055,31716,11165,3524,804,126602,39,0,63,121259,71,108,NA,659818,0,0,NA,0,"05120205",0,1,0,0,1,10,0,3,NA,0,0,NA,3,0,NA,108,0,0,0,0,NA,0,NA,NA,NA,0,NA,17253,NA,0,3,NA,NA,NA,NA,1,0,NA,0,NA,0,NA,NA,25,0,0,NA,NA,0,9,0,97,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,NA,597113,4,0,4524,0,0,0,3396,0,NA,0,1,47,493,23141,128317,30160,11539,4275,2661,533234,3284,2,457,284612,16,83,NA,677067,0,0,NA,13,"05120206",0,19,0,0,14,2,0,4,NA,4,0,NA,0,0,NA,85,0,2,0,2,NA,0,NA,NA,NA,0,NA,30016,NA,0,0,NA,NA,NA,NA,0,91,NA,0,NA,6,NA,NA,120,0,0,NA,NA,1,60,0,41,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,NA,1898703,0,2,34442,0,0,42,11033,232834,NA,4,21,1871,6976,52935,373932,102765,16673,6634,2182,1049419,200,0,0,277139,37925,1035,NA,1776923,0,0,NA,0,"05120114",0,490,3,1,0,136,0,66,NA,0,0,NA,0,2,NA,5,0,1716,0,0,NA,0,NA,NA,NA,10,NA,262129,NA,0,0,NA,NA,NA,NA,11,0,NA,0,NA,0,NA,NA,157,8,0,NA,NA,0,14970,0,363,NA,NA,0,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,NA,951510,1,1,3808,0,1,31,5352,36541,NA,1720,0,152,7277,138491,237894,46695,11275,4198,813,583228,271,0,89,212982,30612,8110,NA,1202626,0,0,NA,0,"05120113",640,695,0,0,0,125,0,0,NA,0,0,NA,7,15,NA,0,1,1444,0,0,NA,33,NA,NA,NA,0,NA,283836,NA,0,0,NA,NA,NA,NA,1,1,NA,2207,NA,0,NA,NA,246,2,3066,NA,NA,0,1477,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,NA,550589,1,0,2508,0,42,0,2311,0,NA,0,0,3,1117,27892,147222,23308,9989,4050,2223,1480759,13872,7,5833,502156,35,753,NA,485558,0,0,NA,0,"05120207",0,4,0,0,92,0,0,52,NA,1,0,NA,0,0,NA,4,0,76,0,0,NA,0,NA,NA,NA,0,NA,19846,NA,0,0,NA,NA,NA,NA,78,2,NA,32,NA,0,NA,NA,33,0,7,NA,NA,0,1838,0,26,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,15,NA,608959,0,0,31821,0,0,0,14040,0,NA,0,0,109,722,10503,108513,19413,4693,1824,2121,187326,101,0,452,131617,1571,244,NA,796307,0,0,NA,0,"05120105",111,6,0,0,2,10,0,0,NA,0,0,NA,0,1,NA,1171,7,3,0,0,NA,0,NA,NA,NA,8,NA,911,NA,0,0,NA,NA,NA,NA,0,0,NA,35,NA,0,NA,NA,2,0,2,NA,NA,2,6,0,2662,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,16,NA,806046,0,0,22065,5,6,0,8528,0,NA,0,0,4,298,7380,149570,65410,21647,9772,822,190015,55,0,702,158757,3026,419,NA,869309,0,0,NA,0,"05120107",2,46,0,0,2,8,0,0,NA,0,0,NA,0,0,NA,531,10,5,0,0,NA,0,NA,NA,NA,1,NA,910,NA,0,0,NA,NA,NA,NA,0,0,NA,45,NA,0,NA,NA,8,0,0,NA,NA,0,2,0,610,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,17,NA,728729,0,0,15948,5,39,0,8615,0,NA,16,0,90,179,7436,131491,29001,8739,3949,999,326488,161,0,165,184581,1107,125,NA,883965,0,0,NA,0,"05120110",3,0,0,0,0,23,0,0,NA,0,0,NA,0,0,NA,1,5,4,0,0,NA,0,NA,NA,NA,0,NA,2045,NA,0,0,NA,NA,NA,NA,0,0,NA,2,NA,0,NA,NA,421,0,0,NA,NA,5,27,0,283,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,18,NA,763183,0,0,5538,0,81,0,3538,0,NA,75,3,110,7879,97946,236323,34158,13864,5013,5073,1863283,13553,13,3029,743234,1667,4183,NA,924167,0,0,NA,0,"05120202",103,126,0,0,0,20,0,0,NA,0,0,NA,10,0,NA,2,3,950,4,0,NA,30,NA,NA,NA,0,NA,82355,NA,0,0,NA,NA,NA,NA,0,0,NA,29,NA,0,NA,NA,482,24,1737,NA,NA,0,73,1,3581,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,19,NA,853294,0,0,8211,0,3,0,8339,0,NA,6,3,17,571,30410,165469,30470,6677,2709,2431,1028246,9341,33,176,494970,588,2004,NA,806897,1,0,NA,0,"05120203",2,0,0,0,0,2,0,0,NA,0,0,NA,0,405,NA,0,0,327,0,0,NA,0,NA,NA,NA,0,NA,23244,NA,0,0,NA,NA,NA,NA,0,1,NA,5,NA,0,NA,NA,2,0,0,NA,NA,3,3,0,1333,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,20,NA,976035,0,0,19229,0,7,0,14180,0,NA,0,0,24,244,23463,237063,109869,39428,12605,1077,456844,529,2,926,419782,622,626,NA,1014316,0,0,NA,0,"05120204",170,20,1,0,2,0,0,0,NA,0,1,NA,7,0,NA,555,1,0,0,0,NA,0,NA,NA,NA,0,NA,25396,NA,0,8,NA,NA,NA,NA,0,0,NA,1,NA,0,NA,NA,18,0,0,NA,NA,82,5,0,846,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,21,NA,1484533,0,0,17047,1,5,0,20306,27798,NA,2231,23,103,22093,170151,347431,122759,28880,10305,6672,1335159,10857,18,216,576187,17107,3505,NA,1543911,0,0,NA,0,"05120111",214,67,1,0,0,17,0,0,NA,0,264,NA,68,0,NA,0,4,711,47,0,NA,12,NA,NA,NA,0,NA,80447,NA,68,0,NA,NA,NA,NA,1,0,NA,249,NA,0,NA,NA,1093,239,2860,NA,NA,0,835,1,2175,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,22,NA,857820,0,1,20400,0,7,1,2350,214559,NA,1,271,1202,5183,18386,148829,43254,2849,520,510,578507,162,0,0,294215,2236,653,NA,692572,0,0,NA,0,"05120115",0,296,1,7,0,129,0,10,NA,1,0,NA,0,0,NA,25,0,1998,0,0,NA,0,NA,NA,NA,86,NA,165990,NA,0,0,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,10,2,0,NA,NA,0,3220,0,45,NA,NA,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,23,NA,702599,0,0,45686,0,25,0,8924,0,NA,0,0,4,594,19501,87933,14485,2896,1343,1324,181551,146,0,1436,130862,833,1375,NA,405984,0,4,NA,0,"05120102",0,139,0,0,1175,0,0,0,NA,0,0,NA,5,0,NA,396,1,0,0,0,NA,0,NA,NA,NA,2,NA,1705,NA,0,0,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,0,0,NA,NA,13,0,0,965,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,24,NA,2360368,0,1,16254,0,124,0,14698,90344,NA,118,103,425,16375,38174,375746,153040,25052,6459,2386,964433,36,0,14,272003,8194,803,NA,2569401,0,0,NA,0,"05120112",67,4,1,0,0,808,0,0,NA,0,0,NA,0,2,NA,1,0,81,0,0,NA,0,NA,NA,NA,5,NA,93695,NA,0,0,NA,NA,NA,NA,104,0,NA,0,NA,0,NA,NA,255,2,0,NA,NA,0,68,0,27,NA,NA,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,6964,0,NA,79,2,0,NA,6,NA,NA,NA,30,0,304,55540,117705,41688,9404,2419,607,1508455,59614,9068,496,473527,213,8,NA,5417,NA,NA,0,0,"05130106",0,0,0,0,603,0,0,228,NA,NA,NA,NA,NA,0,NA,NA,NA,13,NA,NA,NA,0,NA,NA,NA,NA,NA,857,NA,0,0,NA,NA,NA,NA,5,0,NA,NA,NA,0,3,NA,32,1,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,97447,8,NA,2251,84,0,NA,6,NA,NA,NA,13488,0,656,7678,97598,25788,6486,2263,869,975233,66403,27927,50775,800186,4278,5,NA,67562,NA,NA,0,68,"05130107",0,0,0,301,8,25,0,2,NA,NA,NA,NA,NA,0,NA,NA,NA,5,NA,NA,NA,0,NA,NA,NA,NA,NA,15836,NA,0,0,NA,NA,NA,NA,164,9,NA,NA,NA,0,311,NA,1897,103,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,36702,0,NA,2542,0,0,NA,80,NA,NA,NA,1731,0,1868,99664,254974,93760,26039,6474,4756,2723047,201612,105045,73398,1494770,1236,26,NA,31036,NA,NA,0,45,"05130108",2,0,0,0,285,9,0,124,NA,NA,NA,NA,NA,0,NA,NA,NA,31,NA,NA,NA,0,NA,NA,NA,NA,NA,6103,NA,0,0,NA,NA,NA,NA,22,0,NA,NA,NA,0,27,NA,5547,9,NA,NA,NA,NA,0,14,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,25468,0,NA,281,0,0,NA,4,NA,NA,NA,1,0,205,93369,199310,71616,21208,9081,1486,1168924,109276,34906,13931,1060288,365,136,NA,15986,NA,NA,0,0,"05130201",32,0,0,1,0,68,1,1242,NA,NA,NA,NA,NA,0,NA,NA,NA,897,NA,NA,NA,0,NA,NA,NA,NA,NA,8207,NA,0,0,NA,NA,NA,NA,95,23,NA,NA,NA,0,146,NA,31,23,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,7974,0,NA,168,0,0,NA,0,NA,NA,NA,0,0,1,25379,257731,170265,67977,40473,125,876391,76992,23719,1874,304218,868,78,NA,7803,NA,NA,0,0,"05130202",0,0,0,0,0,30,0,89,NA,NA,NA,NA,NA,0,NA,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA,1038,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,10,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,31492,0,NA,559,22,65,NA,52,NA,NA,NA,6,0,387,67000,230697,166986,50601,18944,3154,724378,294257,71253,52303,938948,805,75,NA,25512,NA,NA,0,5,"05130203",5,0,0,1,0,3,1,10,NA,NA,NA,NA,NA,0,NA,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA,8301,NA,0,0,NA,NA,NA,NA,437,0,NA,NA,NA,0,6305,NA,185,3,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,26764,0,NA,214,0,45,NA,6,NA,NA,NA,6,0,103,5704,169814,74466,24751,6443,228,1305799,81627,25399,5136,744519,598,48,NA,14268,NA,NA,0,0,"05130204",0,0,0,0,0,29,0,6,NA,NA,NA,NA,NA,0,NA,NA,NA,8,NA,NA,NA,0,NA,NA,NA,NA,NA,8727,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,2,NA,449,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,2941,0,NA,107,22,8,NA,223,NA,NA,NA,7,0,9,17465,184650,34042,10021,1953,8804,2707212,25492,475509,9372,495390,242,5,NA,3325,NA,NA,0,0,"05130104",5,0,0,0,2001,0,0,30,NA,NA,NA,NA,NA,10,NA,NA,NA,5,NA,NA,NA,0,NA,NA,NA,NA,NA,47,NA,2,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,70,0,NA,NA,NA,NA,0,6,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,7194,0,NA,341,1,0,NA,26,NA,NA,NA,29,0,130,123116,122063,35719,7091,1091,1973,1796374,21101,37669,513,560202,186,2,NA,8216,NA,NA,0,0,"05130105",0,9,6,0,251,0,0,18,NA,NA,NA,NA,NA,0,NA,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA,957,NA,0,0,NA,NA,NA,NA,37,0,NA,NA,NA,0,6,NA,855,6,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,NA,196142,0,NA,1372,0,217,NA,2459,NA,NA,NA,8,1,536,262144,247612,36189,12596,6873,5343,3713888,90988,328,742,1290682,44767,3790,NA,493776,NA,NA,0,0,"05130205",0,0,0,23,0,90,2,610,NA,NA,NA,NA,NA,3,NA,NA,NA,275,NA,NA,NA,13,NA,NA,NA,NA,NA,302841,NA,2,1,NA,NA,NA,NA,5,17,NA,NA,NA,0,6,NA,2275,1,NA,NA,NA,NA,8,0,349,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,NA,217584,0,NA,9279,0,3,NA,5425,NA,NA,NA,1,0,32,6565,286660,68488,23472,10839,932,1018257,46635,556,186,1091067,1952,328,NA,789037,NA,NA,0,0,"05130206",0,0,0,0,0,786,0,1143,NA,NA,NA,NA,NA,365,NA,NA,NA,477,NA,NA,NA,0,NA,NA,NA,NA,NA,588668,NA,0,0,NA,NA,NA,NA,0,13104,NA,NA,NA,138,0,NA,1305,0,NA,NA,NA,NA,1,0,61,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,NA,1943,0,NA,1,7,0,NA,300,NA,NA,NA,0,10,0,6828,113840,42274,8647,1037,3265,1318237,4939,179700,177,512730,0,3,NA,2937,NA,NA,6,0,"05130102",0,0,0,0,0,0,0,186,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,21,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,153,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,NA,66881,0,NA,190,15,0,NA,3912,NA,NA,NA,0,77,244,206109,236338,63001,17980,4610,10334,3157543,24121,62511,397,1469205,10,38,NA,77676,NA,NA,0,0,"05130103",0,0,18,0,0,0,0,166,NA,NA,NA,NA,NA,0,NA,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA,11527,NA,66,0,NA,NA,NA,NA,14,0,NA,NA,NA,0,0,NA,3477,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,NA,666,0,NA,205,4,0,NA,69,NA,NA,NA,0,0,1,46426,360153,145050,37989,6787,32226,4746472,11346,336868,1306,980291,35,0,NA,2940,NA,NA,3,0,"05130101",0,0,85,0,31,0,0,17,NA,NA,NA,NA,NA,2,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,33,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,310,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,129031,0,NA,837,3,0,0,14377,0,NA,0,9,26,28,30442,307006,145070,58741,33354,3040,1646885,77579,8190,116,1594403,48224,1257,NA,109015,NA,NA,NA,NA,"05140102",0,0,NA,0,0,618,0,340,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,16030,NA,NA,NA,NA,NA,NA,NA,0,102,NA,0,NA,3,NA,NA,3549,2,0,0,NA,NA,0,NA,14,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,262931,0,NA,2263,0,5,0,6005,0,NA,0,1,34,117,82282,242335,25067,10477,2901,11316,2791430,64964,353,3921,1569896,6065,400,NA,332664,NA,NA,NA,NA,"05140104",0,0,NA,0,0,1,0,174,NA,5,0,0,0,0,NA,0,NA,1,0,20,NA,0,NA,NA,NA,0,NA,35658,NA,NA,NA,NA,NA,NA,NA,0,345,NA,0,NA,5,NA,NA,295,0,0,0,NA,NA,16,NA,10797,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,504681,0,NA,2000,0,2,0,1046,0,NA,0,0,93,489,138741,202642,38424,16753,8428,1601,1806493,33052,42,907,714736,8016,6310,NA,487677,NA,NA,NA,NA,"05140201",8,1,NA,0,0,92,0,382,NA,0,0,0,6,33,NA,0,NA,64,2,0,NA,5,NA,NA,NA,0,NA,44219,NA,NA,NA,NA,NA,NA,NA,0,88,NA,0,NA,0,NA,NA,83,1,1,0,NA,NA,1,NA,307,NA,NA,0,0,NA,NA,NA,NA,NA,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,656950,0,NA,5302,1,4,0,3727,133,NA,14,0,2,3642,143933,191239,91445,44095,18677,2491,538324,9997,1,23,318578,54111,22003,NA,761070,NA,NA,NA,NA,"05140202",9,47,NA,26,0,48,0,162,NA,0,0,0,0,50,NA,0,NA,736,0,0,NA,4,NA,NA,NA,0,NA,114008,NA,NA,NA,NA,NA,NA,NA,0,0,NA,14,NA,0,NA,NA,155,3,26,3,NA,NA,0,NA,1312,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,692879,0,NA,2977,0,0,252,542,249547,NA,0,444,1001,25101,58046,181358,66303,7130,1474,1951,1094866,33760,35,1,222987,8655,5789,NA,654162,NA,NA,NA,NA,"05140204",0,3431,NA,0,0,40,0,0,NA,1,2,0,0,0,NA,62,NA,3049,0,0,NA,5,NA,NA,NA,1,NA,72230,NA,NA,NA,NA,NA,NA,NA,19,0,NA,0,NA,0,NA,NA,51,0,0,0,NA,NA,28,NA,76,NA,NA,0,2,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,188017,1,NA,824,0,27,0,2819,0,NA,0,0,11,195,112922,297895,194126,103586,56609,6122,1659769,52022,87,367,804708,3003,888,NA,128645,NA,NA,NA,NA,"05140101",0,1,NA,0,4,78,0,145,NA,0,0,43,0,0,NA,0,NA,0,0,110,NA,1,NA,NA,NA,0,NA,17128,NA,NA,NA,NA,NA,NA,NA,2,34,NA,1,NA,0,NA,NA,80,0,0,0,NA,NA,2,NA,518,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,74243,0,NA,773,1,3,0,8011,0,NA,0,138,1,0,10504,144797,21004,10885,4697,823,2245960,79221,13537,215,1362460,36613,733,NA,115232,NA,NA,NA,NA,"05140103",0,0,NA,0,0,10,0,177,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,35182,NA,NA,NA,NA,NA,NA,NA,0,6,NA,0,NA,94,NA,NA,5812,42,0,0,NA,NA,0,NA,188,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,257694,0,NA,123,0,125,0,381,0,NA,0,3,7,0,25686,82597,9871,3758,1937,804,1392488,62753,4,284,467551,57891,40584,NA,268034,NA,NA,NA,NA,"05140205",0,0,NA,22,0,2,39,120,NA,0,0,0,0,40,NA,0,NA,1965,0,0,NA,3,NA,NA,NA,0,NA,34983,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,87,11,0,0,NA,NA,0,NA,3325,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,283731,0,NA,2724,0,9,7,1726,172636,NA,0,100,881,10274,119414,111314,14989,2250,788,2609,1556571,92042,82,11,373085,28184,11775,NA,193456,NA,NA,NA,NA,"05140203",0,1,NA,2,0,43,0,3,NA,1,1,0,0,0,NA,0,NA,219,0,0,NA,55,NA,NA,NA,0,NA,28593,NA,NA,NA,NA,NA,NA,NA,3,0,NA,0,NA,0,NA,NA,2,0,0,0,NA,NA,7,NA,8,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
