"layer","zone","Background","Corn","Soybeans","Barley","Spring Wheat","Rye","Oats","Canola","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Dry Beans","Potatoes","Peas","Clover/Wildflowers","Fallow/Idle Cropland","Christmas Trees","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Triticale","Broccoli","Cauliflower","Radishes","Blueberries","Sorghum","Speltz","HUC","Apples","Misc Vegs & Fruits","Sweet Corn","Cranberries","Sod/Grass Seed","Aquaculture","Other Crops","Herbs","Squash","Pumpkins","Tomatoes","Pears","Cabbage","Grapes","Strawberries","Tobacco","Winter Wheat","Peaches","Peppers","Sunflower","Sugarbeets","Greens","Carrots","Dbl Crop WinWht/Corn","Vetch","Plums","Other Tree Crops","Dbl Crop WinWht/Soybeans","Millet","Onions","Cucumbers","Nectarines","Dbl Crop Barley/Soybeans","Dbl Crop Oats/Corn","Cherries","Gourds","Sweet Potatoes","Dbl Crop Barley/Corn","Cotton","Peanuts","Dbl Crop WinWht/Sorghum","Dbl Crop Soybeans/Oats","Other Small Grains","Watermelons","Asparagus","Turnips","Eggplants","Rape Seed","Cantaloupes","Switchgrass","Pop or Orn Corn","Caneberries","Hops","Flaxseed","Dbl Crop Corn/Soybeans","Pecans","Dbl Crop WinWht/Cotton","Rice","Honeydew Melons","Oranges","Sugarcane","Olives","Citrus","Durum Wheat","Camelina","Mint","Walnuts","Celery","Garlic","Safflower","Mustard","Lentils","Perennial Ice/Snow ","Pistachios","Lettuce","Almonds","Apricots","Pomegranates"
1,2,0,228260,264521,421,NA,86,86,0,406,275123,NA,0,NA,0,8,70724,87,39255,645648,188929,67177,23994,1429,4001790,333142,39970,83318,732504,468,78,38,8,NA,NA,0,907,NA,"03040101",2665,7,123,NA,584,NA,8,1,6,75,34,NA,172,8,0,6877,1928,75,0,0,NA,0,NA,1477,NA,NA,NA,41483,15,NA,0,3,7906,48,NA,NA,3,1221,407,0,20,599,NA,0,NA,NA,0,9,0,0,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,122723,340097,4,NA,2348,990,0,2,54160,NA,130,NA,97,0,152648,0,18554,151452,43361,9632,2339,3910,470041,848648,30988,233930,278845,1061041,22495,0,0,NA,NA,1,4282,NA,"03040202",0,12,0,NA,3922,NA,0,0,0,25,0,NA,0,2,16,1460,6289,975,0,63,NA,0,NA,30,NA,NA,NA,77551,190,NA,0,0,1,0,NA,NA,690,9,104021,16436,323,1452,NA,5,NA,NA,1,0,0,1,NA,NA,NA,NA,2,63,447,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,178458,359630,104,NA,14908,264,0,49,77341,NA,2,NA,886,7,303392,0,93308,371417,148948,48847,17406,16070,530451,1624849,20363,581528,325183,2158382,47644,55,0,NA,NA,3,18201,NA,"03040201",40,106,0,NA,1618,NA,0,11,0,0,1,NA,0,0,131,919,10457,4024,0,77,NA,0,NA,470,NA,NA,NA,141089,752,NA,0,0,14,0,NA,NA,502,2,158021,26360,1034,1280,NA,3,NA,NA,0,14,0,13,NA,NA,NA,NA,1,1199,310,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,367921,479486,9,NA,1509,146,1,0,23226,NA,630,NA,85,0,261399,0,38231,241467,80205,25032,6272,12641,72955,746441,5691,434367,87960,1725212,23399,0,0,NA,NA,116,13472,NA,"03040203",8,1,107,NA,29510,NA,1,314,1,0,0,NA,0,61,0,4007,3327,233,1,15,NA,5,NA,146,NA,NA,NA,265421,861,NA,3,0,2,5,NA,NA,5128,17,68740,15433,107,2000,NA,4,NA,NA,0,786,15,0,NA,NA,NA,NA,0,68,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,207394,393703,7,NA,5886,1032,24,0,52962,NA,0,NA,1212,118,163455,0,31963,151857,58758,14504,3940,7010,15921,493921,1148,263602,47534,1648068,25988,0,0,NA,NA,0,5506,NA,"03040204",0,0,34,NA,16564,NA,0,9,0,0,0,NA,0,47,1,554,6129,14,0,305,NA,0,NA,464,NA,NA,NA,167095,117,NA,0,0,1,0,NA,NA,140,0,99963,44164,943,3505,NA,0,NA,NA,0,397,0,0,NA,NA,NA,NA,0,18,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,1893,168785,348415,0,NA,61,92,0,0,13539,NA,3,NA,5,0,112315,0,97644,242151,112178,35870,7350,9343,153,694190,3076,476853,38215,2114805,146173,0,0,NA,NA,386,1262,NA,"03040206",0,0,26,NA,13492,NA,0,4,0,0,0,NA,0,11,0,2303,2313,8,12,17,NA,0,NA,10,NA,NA,NA,55452,137,NA,1,0,0,0,NA,NA,2012,0,24816,26165,6,732,NA,105,NA,NA,0,0,0,0,NA,NA,NA,NA,0,1,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,0,177352,180924,605,NA,519,411,0,508,90494,NA,0,NA,0,1,22771,0,14756,166868,59299,16505,7510,645,1204439,110389,3643,26050,422906,918,26,100,0,NA,NA,0,282,NA,"03040102",922,0,4,NA,747,NA,1,0,118,33,14,NA,0,48,0,2183,2276,3,0,0,NA,0,NA,8914,NA,NA,NA,71750,10,NA,0,0,4181,3,NA,NA,0,6820,743,0,7,357,NA,0,NA,NA,0,1708,0,0,NA,NA,NA,NA,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,52634,98387,144,NA,83,347,0,139,76902,NA,0,NA,0,6,17458,4,114823,302107,125900,43602,18378,1173,1705096,301591,11698,24519,477081,1704,139,134,0,NA,NA,0,1603,NA,"03040103",8,6,5,NA,42,NA,0,12,0,0,17,NA,0,0,0,390,2291,6,0,0,NA,0,NA,174,NA,NA,NA,38700,313,NA,0,0,1038,8,NA,NA,17,267,4628,4,276,154,NA,0,NA,NA,0,3,0,7,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,0,53209,35425,15,NA,109,79,3,74,35904,NA,0,NA,8,13,19368,0,47328,115857,18147,7524,3254,2399,1039358,718468,31285,106843,158264,39516,796,1,0,NA,NA,0,1589,NA,"03040104",3,0,20,NA,2204,NA,0,123,0,0,1,NA,0,0,0,12,2366,443,0,1,NA,0,NA,135,NA,NA,NA,30868,164,NA,0,0,209,45,NA,NA,108,62,27715,0,116,94,NA,0,NA,NA,0,20,4,806,NA,NA,NA,NA,0,0,522,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,0,232839,225994,621,NA,149,338,98,935,156661,NA,0,NA,0,18,31787,3,29693,442730,203209,71830,26832,3898,1442510,342549,7607,26514,464694,3480,671,73,0,NA,NA,0,3752,NA,"03040105",1,9,13,NA,2,NA,0,0,0,0,1,NA,0,0,0,121,1980,33,0,1,NA,0,NA,565,NA,NA,NA,307820,44,NA,0,0,2544,297,NA,NA,0,659,42620,8,405,1357,NA,0,NA,NA,0,17,0,788,NA,NA,NA,NA,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,0,350493,444065,0,NA,1657,1045,0,0,46131,NA,30,NA,3457,1,242689,0,31534,249875,78286,23262,5834,3306,24872,1128981,9060,536583,139036,2218597,59774,0,0,NA,NA,0,2454,NA,"03040205",0,206,0,NA,5453,NA,0,0,0,0,0,NA,0,5,15,818,4190,103,0,7,NA,0,NA,329,NA,NA,NA,140565,277,NA,0,0,0,261,NA,NA,517,0,129707,40283,1583,1667,NA,3,NA,NA,0,0,0,0,NA,NA,NA,NA,92,43,2898,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,234859,7755,37999,0,NA,1076,75,0,0,4348,NA,19,NA,4,27,21789,0,35798,36649,11187,4682,1791,5996,108,433227,364,128616,21369,538837,112153,0,0,NA,NA,0,207,NA,"03040207",0,0,0,NA,277,NA,0,0,0,0,0,NA,0,0,0,104,162,3,0,0,NA,0,NA,1,NA,NA,NA,1042,3,NA,0,0,0,0,NA,NA,0,0,5058,2021,0,261,NA,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,53013,95032,154,0,186,198,0,136,103395,NA,22,0,0,0,23412,1011,260984,777210,332178,98015,34671,6154,3665581,568883,14038,90130,601361,1635,136,82,NA,NA,NA,0,1546,NA,"03050101",1398,16,310,NA,3007,NA,7,NA,301,37,286,NA,NA,305,NA,3906,3293,47,34,1,NA,NA,NA,3101,NA,0,0,35679,8,NA,NA,0,2525,5,NA,NA,0,820,247,11,40,118,NA,0,NA,NA,0,9,NA,0,NA,NA,NA,NA,0,5,13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,144706,13066,10991,0,0,134,244,0,0,3417,NA,3,0,5,0,19245,0,366595,241064,199592,81916,31683,14452,873,911349,2657,230943,69143,1081841,209262,0,NA,NA,NA,0,27,NA,"03050201",0,0,0,NA,32,NA,0,NA,0,0,0,NA,NA,3,NA,0,98,10,0,0,NA,NA,NA,0,NA,0,0,1607,0,NA,NA,0,0,0,NA,NA,10,0,1488,158,0,56,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,2,92,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,198787,3236,1267,0,0,18,62,0,0,523,NA,0,1,0,0,2239,0,45978,38573,22004,6492,2026,4588,192,219095,1013,89595,23576,331990,123683,0,NA,NA,NA,0,10,NA,"03050202",0,0,0,NA,7,NA,0,NA,0,0,0,NA,NA,0,NA,0,109,0,0,0,NA,NA,NA,0,NA,0,0,22,0,NA,NA,0,0,0,NA,NA,2,0,300,161,0,9,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,203436,52286,44671,0,0,29,599,0,0,10490,NA,1,6,9,0,56885,0,130436,77270,14603,2253,579,7364,1585,598490,1939,260445,61038,861534,264039,0,NA,NA,NA,1,344,NA,"03050206",0,4,0,NA,399,NA,0,NA,0,0,0,NA,NA,0,NA,2,787,9,0,0,NA,NA,NA,2,NA,0,0,2013,49,NA,NA,0,0,155,NA,NA,1,0,32473,16066,18,692,NA,16,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,6,34,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,180422,100695,85554,0,0,2115,3405,0,2,46260,NA,0,5,239,0,209089,0,114477,182179,49016,9934,2647,4774,7367,1311301,3354,596420,106279,1799350,414503,0,NA,NA,NA,66,2125,NA,"03050207",0,0,0,NA,8745,NA,0,NA,0,0,0,NA,NA,47,NA,241,2937,877,2,0,NA,NA,NA,6,NA,1,0,10573,841,NA,NA,0,0,298,NA,NA,137,0,93678,47168,648,8236,NA,2075,NA,NA,0,0,NA,0,NA,NA,NA,NA,169,679,130,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,658736,456,248,0,0,3,0,0,0,177,NA,0,0,2,0,513,0,32463,15747,12835,3073,405,6631,34,83193,174,19471,4525,145861,215040,0,NA,NA,NA,0,11,NA,"03050209",0,0,0,NA,10,NA,0,NA,0,0,0,NA,NA,0,NA,0,5,0,0,0,NA,NA,NA,0,NA,0,0,38,0,NA,NA,0,0,0,NA,NA,0,0,38,5,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,315312,197,436,0,0,0,1,0,0,67,NA,0,0,0,0,411,0,10089,3993,1535,340,26,4147,1,22234,12,7079,2557,8717,80918,0,NA,NA,NA,62,0,NA,"03050210",0,0,0,NA,2,NA,0,NA,0,0,0,NA,NA,0,NA,0,1,0,0,0,NA,NA,NA,0,NA,0,0,1,0,NA,NA,0,0,3,NA,NA,0,0,94,8,0,126,NA,2,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,0,32140,18755,0,3,26,48,0,0,12167,NA,1,0,5,0,52668,0,90407,162635,68002,19921,4568,7192,583177,1384852,33990,172378,324698,609656,15182,17,NA,NA,NA,0,60,NA,"03050104",0,99,0,NA,3324,NA,0,NA,0,1,0,NA,NA,0,NA,0,1363,23,0,1,NA,NA,NA,521,NA,0,0,11691,9,NA,NA,0,0,2,NA,NA,3,0,5830,931,13,21,NA,2,NA,NA,0,0,NA,0,NA,NA,NA,NA,373,132,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,35429,14964,0,2,38,30,0,0,10842,NA,0,0,0,0,52160,0,33181,166048,149795,66859,24711,10642,75949,420781,11857,199011,121474,549668,7053,0,NA,NA,NA,10,86,NA,"03050110",0,4,0,NA,631,NA,0,NA,0,0,0,NA,NA,2,NA,2,3874,29,0,0,NA,NA,NA,3328,NA,0,0,6880,31,NA,NA,0,0,5,NA,NA,31,0,10942,7908,10,81,NA,1,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,197,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,0,70118,41591,1,109,447,272,0,8,57932,NA,2,0,0,0,127262,0,21556,115694,41045,11845,4047,4595,92618,588737,9313,396645,114182,395096,4210,0,NA,NA,NA,0,1213,NA,"03050203",0,7,0,NA,1653,NA,0,NA,64,0,0,NA,NA,95,NA,0,791,1902,193,0,NA,NA,NA,44,NA,52,0,8071,61,NA,NA,0,0,1,NA,NA,0,9,55311,19048,410,380,NA,29,NA,NA,1,0,NA,0,NA,NA,NA,NA,0,621,14,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,0,119548,79037,0,0,862,663,0,0,14054,NA,108,1,2,0,89974,0,9836,74127,24264,5536,1777,7210,5895,403545,1432,189066,46629,613740,8620,0,NA,NA,NA,0,589,NA,"03050205",0,16,0,NA,3722,NA,0,NA,0,0,0,NA,NA,146,NA,0,404,153,0,0,NA,NA,NA,42,NA,0,0,23280,21,NA,NA,0,0,3,NA,NA,1420,0,102800,52391,11,278,NA,23,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,61,720,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,0,26126,20677,33,0,289,726,0,310,48722,NA,0,0,0,0,5226,0,45891,542734,333993,130760,67401,11282,1309904,765334,3514,25517,429395,4820,241,71,NA,NA,NA,0,571,NA,"03050103",1,0,15,NA,754,NA,0,NA,17,56,0,NA,NA,3,NA,419,3581,225,0,8,NA,NA,NA,51,NA,1,0,35831,63,NA,NA,0,53,1,NA,NA,0,14,24106,93,839,303,NA,2,NA,NA,0,2,NA,2,NA,NA,NA,NA,0,93,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,0,28541,101133,849,0,1029,20,0,39,64466,NA,0,0,0,0,17991,5,12053,180190,130403,34072,13720,1049,859441,109694,2931,20632,264915,327,99,664,NA,NA,NA,0,188,NA,"03050102",353,0,0,NA,3797,NA,0,NA,369,0,0,NA,NA,428,NA,1446,3864,0,2,0,NA,NA,NA,1319,NA,0,0,43302,19,NA,NA,0,1693,45,NA,NA,0,291,85,0,0,386,NA,0,NA,NA,0,6,NA,0,NA,NA,NA,NA,0,0,58,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,0,75173,46136,0,23,116,181,0,0,6137,NA,2,0,6,0,56058,0,343925,57934,14738,2698,742,1172,3539,208099,1250,119129,35266,466872,18287,0,NA,NA,NA,0,373,NA,"03050111",0,352,0,NA,716,NA,0,NA,0,0,0,NA,NA,52,NA,0,395,49,0,0,NA,NA,NA,18,NA,0,0,29893,1,NA,NA,0,0,0,NA,NA,383,0,62851,24879,17,374,NA,1,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,112,1036,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,15,0,1932,2398,0,0,117,149,0,62,28300,NA,0,0,0,0,2766,0,80853,206359,86972,33013,8017,11788,1210147,1564177,2206,44735,368590,42869,869,80,NA,NA,NA,8,2019,NA,"03050106",0,0,0,NA,19,NA,0,NA,0,157,0,NA,NA,0,NA,0,5409,256,0,0,NA,NA,NA,5,NA,0,0,2137,24,NA,NA,0,0,37,NA,NA,0,2,1669,15,730,10,NA,4,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,16,0,609,4318,3,0,1,238,215,4,21057,NA,0,0,0,0,3838,0,22014,237487,92542,33115,15767,8002,938490,494384,531,34869,391060,20744,242,41,NA,NA,NA,0,1900,NA,"03050107",0,0,0,NA,17,NA,0,NA,13,0,0,NA,NA,0,NA,0,977,525,0,0,NA,NA,NA,2,NA,0,0,2660,103,NA,NA,0,68,11,NA,NA,0,4,58,0,174,338,NA,0,NA,NA,1,0,NA,0,NA,NA,NA,NA,0,17,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,17,0,1296,2186,60,0,1,241,12,0,31990,NA,0,0,0,0,2532,0,10448,214749,102385,39371,16720,5464,672455,629349,528,31550,305881,34682,138,11,NA,NA,NA,0,336,NA,"03050108",0,0,0,NA,3,NA,0,NA,0,0,0,NA,NA,0,NA,0,1431,75,0,0,NA,NA,NA,1,NA,0,0,1158,243,NA,NA,0,1,73,NA,NA,0,0,89,1,191,169,NA,2,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,18,61431,15710,21909,0,0,139,69,0,0,2873,NA,9,0,62,0,20842,0,58468,35235,6034,1478,266,9034,1021,571563,1375,139046,29820,938121,147783,0,NA,NA,NA,0,161,NA,"03050112",0,0,0,NA,58,NA,0,NA,0,0,0,NA,NA,9,NA,9,690,35,0,0,NA,NA,NA,2,NA,0,0,3457,1,NA,NA,0,0,0,NA,NA,3,0,9650,1412,6,147,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,3,102,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,19,0,59907,53602,2,0,2689,297,2,389,78834,NA,0,0,1,0,109382,0,20798,86391,31083,6439,1562,6573,133921,665783,12917,391599,189077,464396,4275,0,NA,NA,NA,2,3357,NA,"03050204",0,12,0,NA,12276,NA,0,NA,0,1,0,NA,NA,70,NA,0,3265,38654,963,0,NA,NA,NA,357,NA,9,14,6248,1015,NA,NA,0,0,3,NA,NA,3,0,78684,29473,28,1125,NA,334,NA,NA,65,0,NA,0,NA,NA,NA,NA,11,115,128,0,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,20,297817,35328,21333,0,0,63,2284,0,0,6363,NA,1,10,63,0,106289,0,97932,127376,51290,18766,3744,4881,1286,600043,853,269351,37463,736451,284727,0,NA,NA,NA,669,278,NA,"03050208",0,0,0,NA,8732,NA,0,NA,1,0,0,NA,NA,1,NA,4,553,1569,0,10,NA,NA,NA,0,NA,0,0,6079,63,NA,NA,0,0,517,NA,NA,3,0,41538,17738,82,1230,NA,910,NA,NA,0,0,NA,0,NA,NA,NA,NA,1,133,1189,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,21,0,43157,123463,217,0,1431,697,3,78,136933,NA,52,0,0,2,38795,47,60260,605631,180550,52161,21972,18723,3702908,809887,6026,129511,1064068,9755,386,723,NA,NA,NA,0,1892,NA,"03050105",17904,0,170,NA,9135,NA,14,NA,85,99,180,NA,NA,377,NA,1614,4977,3918,15,0,NA,NA,NA,379,NA,0,18,78765,48,NA,NA,274,1530,3,NA,NA,5,192,2113,13,316,885,NA,0,NA,NA,0,4,NA,0,NA,NA,NA,NA,0,0,128,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,22,0,26588,17441,444,0,140,2658,19,313,149682,NA,0,0,0,0,16174,0,315115,703541,270785,112421,47927,25393,2523207,1694755,7360,152970,1112943,35824,1125,4,NA,NA,NA,0,2005,NA,"03050109",0,0,0,NA,276,NA,0,NA,11,0,0,NA,NA,63,NA,0,12537,7476,13,0,NA,NA,NA,715,NA,68,2,10944,68,NA,NA,0,3,547,NA,NA,0,147,5189,671,5546,1997,NA,3,NA,NA,15,0,NA,0,NA,NA,NA,NA,0,104,44,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,1814,1629,13,NA,50,58,0,12,27447,NA,NA,NA,0,NA,1641,0,14071,104835,14705,4693,1373,4173,495884,1139841,1649,99669,196126,13876,441,0,NA,NA,NA,0,9,NA,"03060107",0,NA,0,NA,8,0,0,0,0,0,0,0,0,3,0,0,650,4856,19,0,NA,NA,NA,10,NA,NA,6,183,10,0,0,NA,1,0,NA,NA,0,NA,40,0,19,12,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0,3931,7684,0,NA,315,440,3686,48,160212,NA,NA,NA,0,NA,2950,0,37410,262937,80796,24165,6628,16407,1759190,774217,3016,95816,1012120,50727,940,0,NA,NA,NA,0,269,NA,"03060104",0,NA,0,NA,20,0,99,172,0,0,5,0,0,0,0,0,10761,22,0,18,NA,NA,NA,1543,NA,NA,0,6112,628,0,0,NA,0,4,NA,NA,0,NA,1447,28,562,1150,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,168,12,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,865,979,0,NA,44,135,70,17,40021,NA,NA,NA,0,NA,5372,0,128210,98321,12928,3832,1001,6903,550327,977601,6435,96076,247050,23913,306,0,NA,NA,NA,0,798,NA,"03060105",0,NA,0,NA,44,4,0,119,0,0,0,0,0,0,0,0,2802,7,0,0,NA,NA,NA,2838,NA,NA,0,422,24,0,0,NA,0,0,NA,NA,0,NA,541,92,937,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1253,2,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,28943,16543,1,NA,6875,6334,11,1,77924,NA,NA,NA,0,NA,112875,0,12193,109585,30081,8022,1979,14856,234844,655130,16583,252632,163931,494182,17412,0,NA,NA,NA,84,898,NA,"03060108",0,NA,0,NA,1364,314,0,272,0,0,0,0,0,5,0,3,8107,1,0,15,NA,NA,NA,12,NA,NA,0,10936,1545,0,0,NA,1,0,NA,NA,0,NA,91347,50014,51,74,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,15613,941,NA,NA,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,108609,33613,2,NA,10103,8335,685,3,147401,NA,NA,NA,0,NA,225225,0,25413,194346,40341,8716,1651,9161,720040,1571484,49504,416922,273658,936285,30752,0,NA,NA,NA,80,7461,NA,"03060201",0,NA,2,NA,1781,1539,0,1884,0,0,0,0,19,86,0,7,22785,69,0,30,NA,NA,NA,86,NA,NA,0,48592,2805,4,0,NA,226,197,NA,NA,25,NA,226244,109994,533,898,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,35606,9902,NA,NA,28,17,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,41080,44013,0,NA,2862,2386,0,0,65483,NA,NA,NA,1,NA,165272,0,27461,136985,46712,9740,1987,5412,4956,645559,7093,369926,52689,1364171,49507,0,NA,NA,NA,57,1806,NA,"03060202",0,NA,0,NA,1412,0,0,6,0,0,0,0,0,0,0,157,5024,0,0,150,NA,NA,NA,0,NA,NA,0,2443,2754,1,0,NA,0,4,NA,NA,2,NA,240236,94924,359,474,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,11190,8838,NA,NA,139,0,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,24756,57437,0,NA,3516,1330,0,0,91307,NA,NA,NA,58,NA,179125,0,26638,201817,73709,23831,7309,17225,6848,1068893,8264,459408,91500,1245935,52769,0,NA,NA,NA,743,406,NA,"03060203",0,NA,66,NA,862,0,0,307,0,0,0,1,0,0,2,2020,1531,0,0,6,NA,NA,NA,0,NA,NA,0,4995,1802,469,2,NA,0,118,NA,NA,712,NA,242417,72064,24,533,NA,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,18148,4281,NA,NA,174,0,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,824613,146,686,0,NA,12,28,0,0,2896,NA,NA,NA,0,NA,6499,0,257913,215018,93275,35722,13719,25312,795,1065724,3437,213918,33385,935725,1066371,0,NA,NA,NA,153,0,NA,"03060204",0,NA,0,NA,189,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,NA,NA,0,7,28,13,0,NA,0,0,NA,NA,0,NA,1746,27,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,316,1,NA,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
