"layer","zone","Background","Corn","Sorghum","Soybeans","Sunflower","Sweet Corn","Barley","Spring Wheat","Rye","Oats","Millet","Mustard","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Potatoes","Misc Vegs & Fruits","Peas","Clover/Wildflowers","Sod/Grass Seed","Fallow/Idle Cropland","Christmas Trees","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Pumpkins","Blueberries","Radishes","Turnips","Canola","Apples","Dry Beans","Tobacco","Winter Wheat","Switchgrass","Cabbage","HUC","Cranberries","Grapes","Strawberries","Peaches","Squash","Durum Wheat","Tomatoes","Peppers","Greens","Other Crops","Triticale","Carrots","Herbs","Pears","Dbl Crop Barley/Corn","Sweet Potatoes","Cucumbers","Aquaculture","Onions","Dbl Crop Triticale/Corn","Other Tree Crops","Dbl Crop WinWht/Soybeans","Sugarbeets","Watermelons","Cantaloupes","Plums","Dbl Crop WinWht/Sorghum","Dbl Crop Barley/Soybeans","Speltz","Walnuts","Dbl Crop WinWht/Corn","Cherries","Hops","Nectarines","Pop or Orn Corn","Asparagus","Dbl Crop Oats/Corn","Dbl Crop Corn/Soybeans","Eggplants","Cotton","Peanuts","Dbl Crop Soybeans/Oats","Gourds","Mint","Cauliflower","Rape Seed","Rice","Lettuce","Pecans","Dbl Crop WinWht/Cotton","Honeydew Melons","Sugarcane","Citrus","Olives","Oranges","Garlic","Vetch","Avocados","Celery","Other Small Grains","Flaxseed","Safflower","Chick Peas","Lentils","Perennial Ice/Snow ","Camelina","Pistachios","Apricots","Dbl Crop Lettuce/Barley","Dbl Crop Lettuce/Cantaloupe","Dbl Crop Lettuce/Cotton","Almonds","Caneberries","Pomegranates"
1,9,0,74305,154,7830,0,5,NA,NA,111,6758,7764,NA,12,270880,NA,0,NA,13,2,5387,27446,5,34219,142822,61304,18444,4864,1041,97310,1681116,622277,299177,354546,504758,3326,NA,0,27,NA,NA,0,NA,3,NA,331,NA,NA,"03140202",NA,21,NA,4,NA,NA,NA,0,NA,123,10,NA,3,NA,NA,0,5,210,NA,2,0,55,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1683,NA,NA,122276,117465,1,NA,NA,NA,NA,NA,NA,7095,131,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,2308,34839,417,8892,0,21,NA,NA,117,3374,1922,NA,0,40949,NA,2,NA,0,0,4073,2451,1,17872,91557,43428,17241,4439,6622,3370,840309,46152,121523,152714,444255,17887,NA,0,37,NA,NA,1,NA,56,NA,62,NA,NA,"03140305",NA,0,NA,3,NA,NA,NA,0,NA,1,0,NA,0,NA,NA,13,0,139,NA,0,0,1852,NA,12,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,159328,116194,22,NA,NA,NA,NA,NA,NA,948,6,NA,NA,4,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,573368,7016,273,3813,0,9,NA,NA,3,1517,621,NA,0,4976,NA,4,NA,0,0,17018,2617,34,47701,93844,87216,51308,13701,17410,235,135816,832,10378,37847,142355,21783,NA,0,8,NA,NA,1,NA,0,NA,11,NA,NA,"03140107",NA,0,NA,37,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,5,0,4,NA,0,0,236,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,3226,20406,7,NA,NA,NA,NA,NA,NA,1006,332,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,626024,348,2,83,0,0,NA,NA,1,14,34,NA,0,1815,NA,0,NA,0,0,32,1416,0,16402,99985,88830,60473,18349,14474,197,735131,619,238762,97310,221051,13679,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,"03140102",NA,4,NA,0,NA,NA,NA,6,NA,0,0,NA,0,NA,NA,0,0,2,NA,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,757,1382,0,NA,NA,NA,NA,NA,NA,107,1,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,1000651,113,0,18,0,0,NA,NA,4,2,20,NA,0,616,NA,0,NA,0,0,18,220,0,16720,114730,132448,90434,34340,35307,17,235439,211,78918,47488,216894,30058,NA,0,18,NA,NA,0,NA,0,NA,0,NA,NA,"03140105",NA,0,NA,0,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,0,0,4,NA,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1072,773,0,NA,NA,NA,NA,NA,NA,18,1,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,253,33741,222,29377,1,1,NA,NA,68,1588,5188,NA,0,200531,NA,0,NA,5,0,2664,63789,1,59861,209722,53483,17347,3584,7347,1088,1676683,5974,353282,204433,1254447,17321,NA,0,221,NA,NA,0,NA,6,NA,22,NA,NA,"03140203",NA,376,NA,0,NA,NA,NA,2,NA,0,0,NA,2,NA,NA,0,1,45,NA,0,0,2,NA,22,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,106669,162862,1,NA,NA,NA,NA,NA,NA,1816,103,NA,NA,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,15,1233439,1005,19,597,0,0,NA,NA,10,13,184,NA,0,5913,NA,0,NA,0,0,63,2248,0,90083,210071,157976,100736,27067,50807,493,732076,1004,357694,133832,1263345,254717,NA,0,0,NA,NA,0,NA,3,NA,0,NA,NA,"03140101",NA,7,NA,0,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,0,0,2,NA,0,1,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4732,6949,0,NA,NA,NA,NA,NA,NA,18,2,NA,NA,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,70006,342,46764,0,4,NA,NA,0,157,521,NA,24,203016,NA,177,0,0,13,1333,4365,59,166692,526467,242624,104417,39255,10703,3127936,1300737,301641,160482,983551,57916,2157,NA,8,17,NA,NA,1,5,NA,0,1148,NA,NA,"03150106",NA,NA,0,75,NA,NA,0,NA,0,0,1,NA,2,NA,0,75,NA,1,NA,0,NA,9162,NA,31,NA,NA,1303,0,NA,NA,0,NA,NA,NA,NA,NA,15,NA,NA,70974,720,454,NA,NA,NA,NA,NA,NA,261,29,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,25216,71,3190,0,3,NA,NA,54,254,937,NA,0,36434,NA,1,0,0,4,503,3830,39,48228,99148,20075,5621,2134,3104,51906,1891322,546248,271633,159107,888310,9391,NA,0,9,NA,NA,2,0,NA,0,398,NA,NA,"03150204",NA,NA,0,4,NA,NA,0,NA,0,76,0,NA,0,NA,0,12,NA,7,NA,0,NA,1175,NA,1,NA,NA,1,0,NA,NA,0,NA,NA,NA,NA,NA,2,NA,NA,79681,35327,16,NA,NA,NA,NA,NA,NA,1238,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,6183,43,1444,0,1,NA,NA,18,107,41,NA,1,76317,NA,5,0,0,7,241,722,1,228258,195386,57040,16635,4414,1936,1667763,1557860,113892,169654,435420,35095,719,NA,1,5,NA,NA,0,0,NA,0,867,NA,NA,"03150109",NA,NA,0,4,NA,NA,0,NA,0,0,3,NA,5,NA,0,0,NA,45,NA,0,NA,105,NA,0,NA,NA,59,0,NA,NA,0,NA,NA,NA,NA,NA,17,NA,NA,3923,312,3,NA,NA,NA,NA,NA,NA,558,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,53223,1916,24376,0,156,NA,NA,1,729,111,NA,0,428540,NA,27,0,0,13,10189,11634,12,132010,294833,181663,97679,34455,8221,955073,1378364,538591,253321,1244418,1056979,15680,NA,3,22,NA,NA,2,2,NA,0,504,NA,NA,"03150201",NA,NA,0,559,NA,NA,0,NA,0,97,14,NA,2328,NA,0,6,NA,65,NA,0,NA,3548,NA,44,NA,NA,79,0,NA,NA,0,NA,NA,NA,NA,NA,4,NA,NA,134783,6299,6,NA,NA,NA,NA,NA,NA,9778,947,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,66117,907,59258,0,1,NA,NA,9,580,68,NA,6,234591,NA,4,0,0,7,1409,81023,13,127371,155168,28628,7900,1599,2205,443106,2258185,779665,335663,526790,1225714,12800,NA,0,12,NA,NA,23,0,NA,0,1518,NA,NA,"03150203",NA,NA,0,7,NA,NA,0,NA,0,116,1,NA,1,NA,0,16,NA,42,NA,0,NA,2537,NA,2,NA,NA,502,0,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,59546,2234,2,NA,NA,NA,NA,NA,NA,975,46,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,26471,456,10060,0,26,NA,NA,0,162,22,NA,0,106562,NA,15,0,0,4,1161,1494,144,135285,251385,103840,45390,11660,14938,2062991,1657799,243730,232768,624400,69047,2483,NA,9,23,NA,NA,0,7,NA,0,86,NA,NA,"03150107",NA,NA,0,579,NA,NA,0,NA,0,1,9,NA,5,NA,0,1,NA,0,NA,0,NA,608,NA,39,NA,NA,36,0,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,42309,477,12,NA,NA,NA,NA,NA,NA,539,208,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,9951,21,4799,16,0,NA,NA,70,193,28,NA,1,67896,NA,3,0,0,4,144,1643,3,48214,213024,114849,33325,13097,1954,1626108,904583,99411,112858,726672,29234,626,NA,0,0,NA,NA,0,5,NA,0,614,NA,NA,"03150108",NA,NA,5,1,NA,NA,0,NA,1,0,1,NA,4,NA,0,0,NA,31,NA,0,NA,80,NA,0,NA,NA,40,3,NA,NA,10,NA,NA,NA,NA,NA,15,NA,NA,2850,315,1,NA,NA,NA,NA,NA,NA,222,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,40674,527,8114,0,6,NA,NA,43,360,266,NA,0,149839,NA,5,0,3,1,9371,8784,0,73083,200313,128430,61443,17166,5056,699282,1250126,689070,216085,615262,619143,4303,NA,5,63,NA,NA,0,0,NA,0,1439,NA,NA,"03150110",NA,NA,0,22,NA,NA,0,NA,0,5,2,NA,2401,NA,0,0,NA,350,NA,0,NA,46,NA,0,NA,NA,190,0,NA,NA,0,NA,NA,NA,NA,NA,99,NA,NA,90803,6326,6,NA,NA,NA,NA,NA,NA,2979,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,18310,109,9708,0,6,NA,NA,0,78,17,NA,3,74517,NA,3,0,0,4,418,26095,51,42558,350655,228844,131752,32860,22448,1278288,1467547,561760,207365,423442,345632,8001,NA,0,5,NA,NA,0,2,NA,0,685,NA,NA,"03150202",NA,NA,0,53,NA,NA,0,NA,0,75,0,NA,0,NA,0,24,NA,14,NA,0,NA,551,NA,3,NA,NA,11,0,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,15801,652,3,NA,NA,NA,NA,NA,NA,343,30,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,NA,21254,7,16913,31,0,NA,NA,22,51,45,NA,69,26506,NA,0,1,0,0,93,4,0,9955,163414,80023,34975,22621,2341,665758,267414,373466,14100,386234,2776,975,NA,0,0,NA,NA,0,35,NA,1,133,NA,NA,"03150101",NA,NA,23,2,NA,NA,0,NA,32,1,1,NA,0,NA,2,0,NA,0,NA,7,NA,1584,NA,0,NA,NA,0,189,NA,NA,324,NA,NA,NA,NA,NA,4,NA,NA,272,7,713,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,NA,10789,7,7129,13,0,NA,NA,0,78,630,NA,0,38733,NA,0,0,0,0,1858,1,0,24750,177491,33201,12636,4564,1615,1079634,321130,451212,24410,283829,1068,522,NA,0,0,NA,NA,0,1019,NA,0,109,NA,NA,"03150102",NA,NA,19,14,NA,NA,0,NA,32,0,0,NA,0,NA,0,0,NA,0,NA,0,NA,1778,NA,0,NA,NA,0,1428,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,90,14,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,NA,16652,5,11445,22,0,NA,NA,85,48,139,NA,0,33362,NA,0,0,0,0,1089,5,0,16838,103894,52003,27845,15341,1593,631973,235211,129513,23930,304253,2680,842,NA,0,1,NA,NA,0,9,NA,0,120,NA,NA,"03150103",NA,NA,20,0,NA,NA,1,NA,9,0,0,NA,0,NA,0,0,NA,0,NA,0,NA,1401,NA,0,NA,NA,0,34,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,4041,4,20,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,NA,20985,74,12085,536,0,NA,NA,10,151,32,NA,3,42065,NA,0,0,0,0,1100,7,0,91227,625610,351535,155624,54448,6615,2144652,776961,432068,44915,569654,7060,998,NA,0,0,NA,NA,0,9,NA,0,1113,NA,NA,"03150104",NA,NA,38,12,NA,NA,1,NA,20,0,0,NA,0,NA,0,0,NA,0,NA,0,NA,2867,NA,0,NA,NA,0,280,NA,NA,1144,NA,NA,NA,NA,NA,0,NA,NA,13125,30,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,NA,53036,47,58011,94,1,NA,NA,6,275,295,NA,30,83762,NA,52,0,0,0,2655,1472,16,156631,227063,101051,31305,12104,2579,1658568,894115,313682,112067,728733,13239,1845,NA,8,0,NA,NA,0,19,NA,0,697,NA,NA,"03150105",NA,NA,9,0,NA,NA,0,NA,2,0,5,NA,1,NA,0,0,NA,11,NA,0,NA,4746,NA,0,NA,NA,108,31,NA,NA,1,NA,NA,NA,NA,NA,25,NA,NA,140637,196,2925,NA,NA,NA,NA,NA,NA,63,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,31304,3214,6,540,0,5,NA,NA,0,47,140,NA,0,4683,NA,0,0,0,0,810,1734,4,124881,151688,85361,49330,19446,9161,1275,927126,43357,140033,95411,859287,70519,NA,0,10,NA,NA,1,NA,0,NA,22,0,NA,"03160204",NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,29,NA,7,NA,NA,NA,29,NA,4,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,2173,5118,1,0,NA,NA,NA,0,NA,745,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0,18821,113,12982,6,0,NA,NA,0,105,0,NA,40,59425,NA,0,0,3,0,90,1362,0,11686,114533,48360,19635,5012,1260,470963,416759,393466,126938,227939,341010,9396,NA,0,1,NA,NA,2,NA,0,NA,1087,6,NA,"03160105",NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,2,NA,92,NA,NA,NA,1812,NA,1,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,16455,176,0,0,NA,NA,NA,0,NA,66,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,8225,5,7395,0,0,NA,NA,0,11,0,NA,11,30207,NA,0,0,0,0,81,1615,0,11865,74194,20667,8125,1554,2687,499170,619182,360762,125006,175639,300173,3185,NA,0,0,NA,NA,4,NA,0,NA,112,0,NA,"03160107",NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,27,NA,NA,NA,534,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,13132,2800,0,0,NA,NA,NA,0,NA,136,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,24737,46,42437,0,2,NA,NA,0,134,28,NA,38,77284,NA,16,0,0,10,222,2018,2,35454,205992,101125,41919,11502,23275,1299259,838532,302947,130961,748879,49334,1698,NA,3,4,NA,NA,5,NA,0,NA,816,0,NA,"03160109",NA,NA,NA,7,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,427,NA,10,NA,NA,NA,6074,NA,32,NA,NA,16,NA,NA,NA,372,NA,NA,NA,NA,NA,0,NA,NA,3030,175,1,0,NA,NA,NA,0,NA,117,0,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,12695,24,13455,0,0,NA,NA,0,26,30,NA,2,37784,NA,0,0,0,4,73,678,0,97736,121933,51516,17500,5148,3185,1273096,562126,166260,58771,425642,14083,948,NA,2,3,NA,NA,1,NA,0,NA,365,0,NA,"03160110",NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,472,NA,1,NA,NA,NA,3701,NA,1,NA,NA,14,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,985,28,1,0,NA,NA,NA,0,NA,17,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,23281,239,25906,0,5,NA,NA,0,108,21,NA,16,115155,NA,173,0,0,22,131,3698,44,37010,278604,188939,86753,35532,21777,1269435,487503,220557,56215,602402,13161,1204,NA,85,0,NA,NA,3,NA,0,NA,257,0,NA,"03160111",NA,NA,NA,10,NA,NA,NA,NA,NA,14,NA,NA,0,NA,NA,55,NA,1,NA,NA,NA,2318,NA,47,NA,NA,38,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,10975,1335,6,5,NA,NA,NA,0,NA,122,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,35712,528,25620,0,0,NA,NA,0,14,51,NA,126,109209,NA,0,0,0,0,81,16393,0,133350,156289,68013,40619,13578,4613,460990,751967,627129,130554,645332,914460,14664,NA,0,12,NA,NA,179,NA,0,NA,2059,0,NA,"03160113",NA,NA,NA,1,NA,NA,NA,NA,NA,7,NA,NA,0,NA,NA,6,NA,1526,NA,NA,NA,2074,NA,0,NA,NA,5,NA,NA,NA,340,NA,NA,NA,NA,NA,0,NA,NA,24821,1175,0,0,NA,NA,NA,0,NA,129,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,0,23682,49,16119,0,0,NA,NA,0,14,50,NA,3,92227,NA,0,0,0,0,223,7081,0,64062,145787,32022,12568,3626,2224,102505,2207580,1063783,402241,461118,1299781,14288,NA,0,179,NA,NA,1198,NA,0,NA,158,0,NA,"03160201",NA,NA,NA,0,NA,NA,NA,NA,NA,3,NA,NA,0,NA,NA,59,NA,169,NA,NA,NA,1182,NA,2,NA,NA,16,NA,NA,NA,54,NA,NA,NA,NA,NA,0,NA,NA,32899,463,0,0,NA,NA,NA,0,NA,99,0,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,126715,68,76366,0,0,NA,NA,0,64,6,NA,9,75906,NA,0,0,8,0,142,11802,0,135219,130577,45114,18411,4990,2405,381580,714210,577653,153133,820921,1282269,30823,NA,0,4,NA,NA,4,NA,0,NA,3201,2,NA,"03160106",NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,0,NA,NA,0,NA,10162,NA,NA,NA,962,NA,3,NA,NA,0,NA,NA,NA,3,NA,NA,NA,NA,NA,0,NA,NA,88943,850,0,0,NA,NA,NA,0,NA,973,37,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,0,18137,84,277061,0,0,NA,NA,0,4,28,NA,0,54111,NA,0,20,66,0,213,560,0,27275,110352,76882,40782,15244,1014,323490,271416,117968,23124,444341,130882,4696,NA,0,0,NA,NA,0,NA,0,NA,62,3,NA,"03160102",NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,101,NA,417,NA,NA,NA,575,NA,0,NA,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA,0,NA,NA,27201,18,0,0,NA,NA,NA,1,NA,10,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,0,90442,12,291839,8,8,NA,NA,1,4,9,NA,0,73095,NA,0,2,2947,0,2299,3802,0,131584,187709,117012,38335,9904,4367,998587,911208,421739,172126,812465,804145,26687,NA,9,1,NA,NA,0,NA,0,NA,2090,610,NA,"03160101",NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,51,NA,2067,NA,NA,NA,7762,NA,8,NA,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA,0,NA,NA,52795,5264,11,0,NA,NA,NA,0,NA,408,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,0,28000,5,20694,8,0,NA,NA,0,13,0,NA,9,60558,NA,0,0,7,0,77,1590,0,9180,95115,39365,13121,3577,1999,755286,541845,255442,148481,247592,236438,7355,NA,0,2,NA,NA,1,NA,0,NA,322,17,NA,"03160103",NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,3,NA,82,NA,NA,NA,1491,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,17107,3311,0,0,NA,NA,NA,0,NA,214,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,0,8661,42,785,0,0,NA,NA,0,16,48,NA,2,16209,NA,0,0,0,0,337,3988,0,51078,113192,31861,15614,6005,7892,10118,2059097,675402,301370,176399,1137243,11889,NA,0,270,NA,NA,19,NA,0,NA,26,0,NA,"03160203",NA,NA,NA,0,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,33,NA,25,NA,NA,NA,31,NA,5,NA,NA,0,NA,NA,NA,5,NA,NA,NA,NA,NA,0,NA,NA,8082,3585,0,0,NA,NA,NA,0,NA,64,6,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,0,9672,0,4936,0,0,NA,NA,0,18,2,NA,6,18459,NA,0,0,0,0,84,1554,0,78673,194108,153505,82819,33482,33418,1006448,1147575,397265,162282,203008,54956,1228,NA,1,1,NA,NA,2,NA,0,NA,36,0,NA,"03160112",NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,11,NA,7,NA,NA,NA,241,NA,0,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,1018,117,0,0,NA,NA,NA,0,NA,24,5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,15,0,64877,20,186087,0,2,NA,NA,3,357,9,NA,0,65475,NA,0,3,32,0,168,4583,0,40236,104732,57359,24190,5545,1017,226387,514343,307701,62282,863122,620144,24453,NA,0,2,NA,NA,0,NA,0,NA,1767,38,NA,"03160104",NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,7417,NA,6539,NA,NA,NA,7037,NA,2,NA,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA,0,NA,NA,18557,41,0,0,NA,NA,NA,5,NA,771,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,16,0,1661,1,4505,0,0,NA,NA,0,6,2,NA,1,12068,NA,0,0,0,0,28,2447,0,25502,80071,29225,10988,2006,936,96198,997808,506439,199760,307586,518263,5562,NA,0,4,NA,NA,15,NA,0,NA,45,0,NA,"03160202",NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,5,NA,169,NA,NA,NA,83,NA,35,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,0,NA,NA,1052,75,0,0,NA,NA,NA,0,NA,28,0,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,17,1115534,33635,198,23218,0,709,NA,NA,0,502,1499,NA,0,12503,NA,0,0,0,0,60189,18419,265,34478,186128,124283,69998,22726,5608,658,249861,4621,20595,107771,278470,30742,NA,0,23,NA,NA,4,NA,0,NA,360,0,NA,"03160205",NA,NA,NA,90,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,3023,NA,4,NA,NA,NA,2016,NA,3,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,27452,58194,1686,0,NA,NA,NA,0,NA,14884,1947,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
