"layer","zone","Background","Corn","Soybeans","Barley","Spring Wheat","Winter Wheat","Rye","Oats","Canola","Mustard","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Potatoes","Misc Vegs & Fruits","Peas","Clover/Wildflowers","Sod/Grass Seed","Fallow/Idle Cropland","Christmas Trees","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Blueberries","Turnips","Sorghum","Sweet Corn","Millet","Apples","Cauliflower","Squash","Other Tree Crops","HUC","Switchgrass","Cranberries","Tobacco","Other Crops","Grapes","Pumpkins","Sunflower","Aquaculture","Dry Beans","Peppers","Peaches","Strawberries","Tomatoes","Cabbage","Herbs","Triticale","Plums","Pears","Durum Wheat","Onions","Cherries","Dbl Crop WinWht/Corn","Dbl Crop Triticale/Corn","Pop or Orn Corn","Dbl Crop WinWht/Soybeans","Speltz","Sweet Potatoes","Watermelons","Asparagus","Greens","Dbl Crop Oats/Corn","Dbl Crop WinWht/Sorghum","Dbl Crop Barley/Corn","Dbl Crop Barley/Soybeans","Carrots","Cucumbers","Nectarines","Gourds","Dbl Crop Soybeans/Oats","Eggplants","Cotton","Peanuts","Cantaloupes","Sugarbeets","Rape Seed","Hops","Garlic","Honeydew Melons","Dbl Crop Corn/Soybeans","Walnuts","Pecans","Dbl Crop WinWht/Cotton","Rice","Dbl Crop Soybeans/Cotton","Olives","Citrus","Oranges","Sugarcane","Radishes","Avocados","Vetch","Mint","Celery","Other Small Grains","Flaxseed","Safflower","Chick Peas","Lentils","Perennial Ice/Snow ","Camelina","Pistachios","Lettuce","Dbl Crop Lettuce/Cotton","Dbl Crop Lettuce/Cantaloupe","Dbl Crop Lettuce/Barley","Almonds","Caneberries","Apricots","Pomegranates"
1,2,0,160872,386110,0,NA,1494,216,16,0,NA,3,36344,NA,0,0,2,5,11774,60752,0,24741,137467,68512,25914,8845,1479,18570,613942,36456,68008,28235,711918,6024,0,51,NA,3204,3,318,0,NA,24,NA,"03020103",NA,NA,30013,188,394,2,4,216,1,2,0,0,0,2,1262,0,NA,NA,NA,2,NA,6,0,NA,73845,NA,34634,134,NA,8,0,3,1,0,NA,30,NA,NA,1849,NA,160623,48824,0,NA,0,NA,NA,0,NA,NA,62,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,146398,497311,33,NA,10843,3465,764,1,NA,164,319262,NA,0,7,16,0,11924,62834,2,136764,841365,393251,178684,51103,11353,1006625,975022,813375,76347,247725,870417,6361,10,233,NA,2918,253,4203,6,NA,414,NA,"03020201",NA,NA,38508,660,597,328,88,16,51,7,37,14,6,0,6,84,NA,NA,NA,2,NA,265,52,NA,98627,NA,63085,1897,NA,2,3,164,67,71,NA,575,NA,NA,2072,NA,37318,9891,65,NA,0,NA,NA,6,NA,NA,258,65,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,865263,46531,43977,0,NA,31,43,2,0,NA,0,9935,NA,1,0,0,0,2705,59487,23,35813,149632,122708,45825,12190,18589,1463,456291,29470,43390,3671,453774,80029,0,275,NA,51,2,123,0,NA,1,NA,"03020302",NA,NA,164,5,57,0,0,107,0,0,0,0,0,1,10,0,NA,NA,NA,0,NA,2,0,NA,7033,NA,20,0,NA,0,0,28,0,0,NA,5,NA,NA,4,NA,4079,252,0,NA,0,NA,NA,0,NA,NA,6,0,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,4356343,89126,78652,0,NA,103,0,0,0,NA,0,43,NA,1033,0,0,0,8,6199,0,218473,17627,13161,3193,357,20656,131,30381,213,2019,141,531813,217369,0,1,NA,14,2,1,0,NA,0,NA,"03020105",NA,NA,0,11,3,0,0,140,543,0,0,0,0,0,0,0,NA,NA,NA,14,NA,0,0,NA,3222,NA,0,143,NA,0,0,0,0,1,NA,1,NA,NA,0,NA,25772,13,0,NA,1,NA,NA,0,NA,NA,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,71991,288938,49,NA,14339,1672,621,1,NA,22,233926,NA,0,22,0,0,2314,90628,0,41181,220745,85165,28728,10878,2596,457321,777959,614308,71728,113399,449591,2562,0,27,NA,1859,88,867,0,NA,99,NA,"03020101",NA,NA,20432,78,2504,108,678,11,15,51,82,1,17,0,43,75,NA,NA,NA,0,NA,67,48,NA,41673,NA,36178,387,NA,2,0,278,23,46,NA,1420,NA,NA,615,NA,52137,14276,57,NA,0,NA,NA,7,NA,NA,57,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,51013,167904,3,NA,2111,198,97,0,NA,3,61895,NA,0,2,1,3,3661,79386,0,8545,81284,19501,2655,637,336,186319,794645,301272,89512,44253,435821,1855,0,20,NA,521,21,637,0,NA,40,NA,"03020102",NA,NA,9348,136,60,35,70,5,0,10,6,0,0,1,86,16,NA,NA,NA,2,NA,20,5,NA,24241,NA,11897,40,NA,2,0,319,7,8,NA,816,NA,NA,176,NA,162308,29039,4,NA,0,NA,NA,0,NA,NA,15,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,433186,384956,385196,0,NA,86,8,1,0,NA,8,3158,NA,271,1,0,49,2166,8734,0,166568,89378,23466,5671,2193,21272,10696,634510,26000,70197,18444,1197297,162733,0,16,NA,121,650,54,0,NA,0,NA,"03020104",NA,NA,424,12,24,1,2,2414,98,0,0,0,0,96,8,0,NA,NA,NA,0,NA,5,0,NA,44832,NA,356,1,NA,2,0,66,0,32,NA,8,NA,NA,1242,NA,62924,617,0,NA,0,NA,NA,0,NA,NA,39,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,190349,474636,0,NA,2388,666,123,0,NA,38,81474,NA,0,5,20,0,3082,65460,0,33030,146755,73363,19966,6121,2459,53474,433088,105832,35246,35919,737956,3791,23,101,NA,963,493,821,0,NA,824,NA,"03020203",NA,NA,61895,1071,744,108,180,20,43,352,7,7,0,0,5,5,NA,NA,NA,2,NA,19,0,NA,92252,NA,85870,1374,NA,6,3,12,33,2,NA,516,NA,NA,705,NA,107164,41070,251,NA,0,NA,NA,51,NA,NA,189,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,1173018,229575,271784,0,NA,594,33,140,0,NA,3,18062,NA,454,0,0,1,7330,35831,22,68216,138442,52511,16633,5774,4371,5320,871771,55920,59070,11391,1286285,198913,0,210,NA,467,12,350,0,NA,13,NA,"03020204",NA,NA,1934,14,271,0,2,195,0,0,0,0,0,7,16,0,NA,NA,NA,7,NA,77,0,NA,21521,NA,503,1,NA,0,0,44,0,0,NA,30,NA,NA,370,NA,16120,2294,0,NA,0,NA,NA,0,NA,NA,11,0,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,952501,70961,89806,0,NA,47,11,2,0,NA,1,2172,NA,9,0,0,1,8851,32923,34,47542,88999,61746,17185,3781,22678,1975,435329,22882,27713,2426,679883,102800,0,97,NA,91,10,78,0,NA,0,NA,"03020301",NA,NA,4493,14,30,0,0,230,0,0,0,0,0,5,0,0,NA,NA,NA,1,NA,3,0,NA,5729,NA,783,0,NA,0,0,328,0,0,NA,14,NA,NA,4,NA,1024,197,0,NA,0,NA,NA,0,NA,NA,13,0,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,299277,428786,1,NA,3953,7548,590,4,NA,27,198622,NA,NA,0,79,NA,16781,102600,0,41449,159078,67973,13820,4241,4931,13416,1250021,54254,230234,33376,1262698,10423,637,13906,21,353,229,5585,0,NA,167,0,"03030006",NA,NA,19527,168,436,268,46,2,621,55,2,2,0,9,0,10,NA,NA,NA,NA,NA,26,0,0,100724,NA,67133,5093,NA,36,6,44,1,106,NA,406,NA,NA,246,NA,86359,21537,1569,NA,NA,NA,NA,NA,NA,NA,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0,388000,364415,0,NA,1487,1261,404,0,NA,28,142439,NA,NA,0,10,NA,5315,76336,0,37103,179052,81405,24001,7732,6455,2036,1433218,36940,194824,33904,1783093,22510,0,3147,0,1175,3,7667,0,NA,74,0,"03030007",NA,NA,1586,290,1400,2,2,9,25,0,0,0,0,200,1,0,NA,NA,NA,NA,NA,0,0,0,127009,NA,12868,455,NA,186,196,27,0,71,NA,238,NA,NA,1081,NA,11215,20577,28,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,205421,69080,80536,1,NA,432,1901,50,17,NA,2,24256,NA,NA,0,30,NA,13330,49201,0,102165,143251,83440,28893,7820,10373,1649,1049218,4735,172015,14258,994217,87495,4,2820,0,70,1,247,0,NA,3,0,"03030005",NA,NA,1110,6,270,11,5,0,6,1,5,0,0,1,0,0,NA,NA,NA,NA,NA,10,0,0,11288,NA,1289,1437,NA,4,3,3,0,4,NA,15,NA,NA,88,NA,10645,3876,34,NA,NA,NA,NA,NA,NA,NA,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,70333,38511,110,NA,4525,1468,227,0,NA,106,163891,NA,NA,43,13,NA,627,3612,15,47117,303655,151034,61092,26508,3687,1399277,637905,598495,113695,503078,13993,332,0,0,0,1394,110,187,17,NA,0,1,"03030003",NA,NA,2275,149,44,7,2,0,0,12,211,2,4,0,0,6,NA,NA,NA,NA,NA,3772,20,0,17208,NA,100,1,NA,5,95,133,947,1581,NA,0,NA,NA,1310,NA,197,9,0,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,100891,203869,12,NA,8109,22105,595,4,NA,48,118002,NA,NA,25,74,NA,14352,35824,5,88189,380434,265013,89248,26368,57698,232225,1642600,421479,139651,153116,583919,4059,19,151,0,1007,137,1297,1,NA,21,0,"03030004",NA,NA,17313,1332,220,34,18,4,6,2,120,11,0,0,0,10,NA,NA,NA,NA,NA,77,1,1,33620,NA,8934,352,NA,0,13,608,37,29,NA,311,NA,NA,618,NA,31251,4944,154,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,93823,107291,276,NA,8417,972,323,0,NA,149,248634,NA,NA,17,25,NA,247,15275,3,136765,560449,316449,137946,53985,3724,1721122,541270,417155,61602,397166,50924,690,0,3,0,1120,52,99,15,NA,4,0,"03030002",NA,NA,8638,145,10,12,19,0,0,0,36,1,1,0,0,103,NA,NA,NA,NA,NA,773,60,0,24465,NA,136,0,NA,0,76,414,428,1930,NA,4,NA,NA,755,NA,56,11,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,826876,7135,11992,0,NA,82,50,47,0,NA,0,1260,NA,0,0,2,NA,1474,16969,0,39028,141699,104533,47828,11073,14152,396,315383,412,41479,1452,291410,70155,0,201,NA,3,4,19,0,NA,0,0,"03040208",0,NA,5,0,7,0,1,NA,0,0,8,0,0,1,0,0,NA,0,NA,0,0,0,0,0,1017,NA,21,0,0,1,20,0,0,1,NA,0,NA,NA,15,0,120,53,0,NA,0,NA,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0,270049,197450,39,NA,2529,455,89,0,NA,775,341496,NA,0,0,4,NA,87,5601,876,36803,670720,214693,71967,27993,1389,3295100,244546,995229,38443,582130,3341,400,0,0,NA,534,1056,733,2306,NA,179,29,"03040101",0,NA,10090,21,113,102,14,NA,21,6,642,1,72,349,9,104,NA,0,NA,0,46,1648,463,736,36341,NA,66,0,0,467,125,21,209,4907,NA,0,NA,NA,273,0,223,0,3,NA,16,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,188384,158968,2,NA,1564,1281,914,0,NA,8,139493,NA,2,4,4328,NA,5849,264606,0,22461,182333,58303,11187,3188,3610,164249,976103,242195,111330,300127,1093877,6212,0,1,NA,2688,8,2458,0,NA,0,0,"03040202",4,NA,2,26,1,1,237,NA,309,2,2317,10,0,0,0,5,NA,22,NA,0,0,87,0,0,45224,NA,582,14,5,3,17,52,1,1,NA,5,NA,NA,64,0,61017,10860,3,NA,0,NA,NA,NA,NA,NA,26,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,237555,180719,2,NA,4074,5880,888,0,NA,52,247236,NA,5,10,4045,NA,7667,304818,0,106419,395930,177482,53190,21102,15646,171415,2047814,251912,227210,281916,2228085,12669,0,2,NA,5360,12,2282,3,NA,0,0,"03040201",3,NA,23,74,76,2,22,NA,686,0,8132,5,0,0,0,51,NA,2,NA,0,0,144,3,0,106053,NA,31,6,6,5,39,1487,14,8,NA,789,NA,NA,643,2,146475,29434,0,NA,0,NA,NA,NA,NA,NA,477,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,459745,479845,3,NA,4345,6579,476,173,NA,17,64058,NA,0,3,612,NA,92634,180462,0,43869,278955,107341,28802,8115,8751,34709,1111772,44338,110248,57666,1674919,5469,1,509,NA,2970,413,1205,1,NA,5,0,"03040203",0,NA,2186,891,502,14,66,NA,274,6,250,13,0,0,0,6,NA,0,NA,3,0,146,0,0,149746,NA,1628,154,1,0,97,41,13,12,NA,19,NA,NA,1397,0,60459,16822,84,NA,172,NA,NA,NA,NA,NA,185,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,291867,308092,1,NA,4074,3320,1829,0,NA,102,111222,NA,0,2,7694,NA,37299,152483,0,40115,194170,75059,15872,5085,6814,16093,693802,5975,73674,29569,1622730,5477,0,5,NA,1381,673,163,0,NA,0,0,"03040204",0,NA,1860,40,462,1,277,NA,5,0,52,4,0,0,0,0,NA,0,NA,0,0,1058,0,0,92523,NA,1085,5,1,2,46,109,1,11,NA,50,NA,NA,1140,0,98502,33945,0,NA,0,NA,NA,NA,NA,NA,77,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,1893,247128,276193,1,NA,1383,668,1007,3,NA,0,30640,NA,0,3,32,NA,17197,160113,0,98476,263674,131221,42504,9739,3709,4623,1117469,5126,107723,16483,2057607,76859,1,472,NA,214,3,128,0,NA,0,0,"03040206",0,NA,1420,1,100,5,18,NA,35,0,5,0,0,0,0,0,NA,0,NA,0,0,180,0,0,34182,NA,1474,26,0,7,27,7,0,1,NA,18,NA,NA,1120,0,25164,16269,7,NA,3,NA,NA,NA,NA,NA,22,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,0,171140,123350,424,NA,4547,370,77,0,NA,1304,96494,NA,0,0,0,NA,24,7765,52,6818,169294,67757,18306,9319,478,1173739,88824,143489,20134,404367,3143,118,4,0,NA,273,38,354,533,NA,33,25,"03040102",0,NA,2015,13,42,5,57,NA,3,5,138,0,164,1,0,165,NA,0,NA,0,0,14660,5998,4,53146,NA,29,0,0,2,0,120,3733,7440,NA,0,NA,NA,204,0,5514,0,16,NA,2697,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,72326,85104,117,NA,2115,264,92,0,NA,317,116506,NA,0,2,32,NA,80,5986,7,112336,315566,140395,46457,20375,1833,1594342,316865,241962,34982,269067,5754,169,0,1,NA,447,4,247,9,NA,2,3,"03040103",0,NA,288,35,8,11,2,NA,0,0,44,0,40,0,0,28,NA,0,NA,0,0,1092,598,3,32737,NA,13,0,0,2,18,7,98,1472,NA,3,NA,NA,1143,0,2607,1,3,NA,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,0,70845,42910,7,NA,1137,1508,177,0,NA,55,50741,NA,0,0,1,NA,260,7168,1,48016,112043,22838,8069,3769,2134,500251,903545,402430,91065,124325,58076,670,0,0,NA,1027,58,859,5,NA,0,0,"03040104",0,NA,138,51,29,0,68,NA,0,3,494,0,0,0,0,37,NA,0,NA,0,0,806,36,0,38517,NA,12,26,0,1,63,95,43,92,NA,0,NA,NA,189,0,6150,27,0,NA,0,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,0,248118,200739,54,NA,3005,640,1055,0,NA,1271,177539,NA,0,2,5,NA,133,6829,2,26600,463276,225707,85051,31128,2625,1104045,324948,436513,22268,417891,4609,473,0,0,NA,4736,9,700,35,NA,0,2,"03040105",0,NA,34,27,62,3,33,NA,0,0,115,2,14,0,0,378,NA,0,NA,0,0,3988,219,0,257972,NA,13,0,0,2,301,464,190,2168,NA,1,NA,NA,1610,0,21150,11,6,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,0,515210,256068,0,NA,3071,439,4069,0,NA,0,139876,NA,3,12,3157,NA,9144,271264,0,34358,306712,95174,24549,6991,2436,52176,1548509,22735,125727,78685,2190340,21592,0,28,NA,3855,2,185,0,NA,6,0,"03040205",1,NA,628,617,4,0,162,NA,405,1,243,5,2,10,0,2,NA,0,NA,0,0,1030,0,0,62836,NA,72,98,339,55,9,39,0,1,NA,36,NA,NA,1417,0,115048,29874,0,NA,0,NA,NA,NA,NA,NA,75,662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,234859,16950,25080,0,NA,127,166,342,0,NA,0,11143,NA,0,0,47,NA,1280,18781,0,37523,70143,14919,5115,2114,4731,16297,518741,434,21459,6670,541985,91556,0,0,NA,28,0,21,0,NA,0,0,"03040207",0,NA,25,0,0,0,13,NA,0,0,2,3,0,0,0,0,NA,0,NA,0,0,2,0,0,524,NA,3,2,0,6,0,1,0,0,NA,0,NA,NA,724,0,4025,2021,0,NA,0,NA,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,60515,35837,174,NA,1733,385,144,NA,NA,260,104501,NA,4,1,0,NA,212,3342,831,261823,769475,358310,108076,39381,2710,2615099,432334,1376129,50318,526625,3689,326,NA,0,NA,141,185,195,1105,NA,502,84,"03050101",0,NA,3339,0,141,223,32,NA,17,44,426,23,191,4,0,6,1,0,NA,NA,NA,2939,16,0,20922,NA,1,1,0,105,21,125,557,613,NA,0,NA,NA,46,5,427,13,1,NA,1,NA,NA,NA,NA,NA,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,144706,22896,10306,0,NA,130,91,123,NA,NA,0,11301,NA,0,4,61,NA,138,11038,0,380971,286987,213844,92145,36211,11566,15933,1064131,1739,40089,41847,1059890,188040,NA,3,NA,48,2,26,0,NA,0,0,"03050201",0,NA,0,2,0,0,0,NA,1,0,83,0,0,0,0,1,0,0,NA,NA,NA,3,0,0,368,NA,5,3,43,11,23,3,0,7,NA,15,NA,NA,473,0,1184,253,0,NA,0,NA,NA,NA,NA,NA,8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,198787,3677,1522,0,NA,38,12,15,NA,NA,0,1207,NA,0,0,3,NA,26,800,0,54891,50739,25184,8224,2352,4565,6985,313120,588,12343,16038,300684,113199,NA,3,NA,16,13,8,0,NA,0,0,"03050202",0,NA,0,1,0,0,0,NA,0,0,16,0,0,2,0,0,0,0,NA,NA,NA,0,0,0,115,NA,0,1,2,4,23,0,0,0,NA,0,NA,NA,80,0,223,65,0,NA,0,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,203436,81874,33514,0,NA,162,97,220,NA,NA,0,28934,NA,1,4,51,NA,1379,9919,0,139024,94861,16972,2743,760,4444,21152,814455,1928,46087,45353,847010,246166,NA,5,NA,175,1,192,0,NA,0,0,"03050206",0,NA,0,22,9,0,0,NA,0,2,100,0,0,0,0,0,0,0,NA,NA,NA,196,0,0,2732,NA,4,9,10,11,9,14,0,846,NA,14,NA,NA,892,0,40530,16692,0,NA,0,NA,NA,NA,NA,NA,38,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,180422,156732,82907,2,NA,2441,3533,3486,NA,NA,0,108927,NA,47,15,1545,NA,12484,58310,0,133115,210013,53976,10148,3001,3462,65547,1702709,5909,206571,134362,1723454,371322,NA,29,NA,253,10,2081,0,NA,32,0,"03050207",0,NA,0,58,43,0,4,NA,5,6,3213,2,4,3,0,3,0,1,NA,NA,NA,215,0,0,7089,NA,167,1196,26,33,254,57,0,140,NA,24,NA,NA,4467,2,99289,54349,301,NA,0,NA,NA,NA,NA,NA,509,774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,658736,476,221,0,NA,8,3,1,NA,NA,0,345,NA,0,0,1,NA,28,294,0,42129,20675,13940,4176,700,4227,903,100815,160,2691,2210,139709,207109,NA,0,NA,12,0,0,0,NA,0,0,"03050209",0,NA,0,0,0,0,3,NA,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,1,0,0,11,NA,0,0,0,0,1,1,0,0,NA,0,NA,NA,15,0,79,18,0,NA,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,315312,237,90,0,NA,2,3,0,NA,NA,0,161,NA,1,0,0,NA,8,76,0,15963,6905,1505,309,19,1789,170,22471,311,1025,5711,7683,78263,NA,304,NA,1,0,4,0,NA,0,0,"03050210",0,NA,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,1,0,0,8,NA,0,0,0,1,0,0,0,0,NA,0,NA,NA,3,0,28,6,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,0,47810,11089,1,NA,790,81,212,NA,NA,0,36678,NA,3,2,235,NA,4363,14565,0,92187,174997,79603,22842,5150,6365,164227,1538139,360258,132557,261935,635877,6718,NA,0,NA,403,1,121,0,NA,0,0,"03050104",1,NA,0,340,1,0,46,NA,0,3,204,2,1,1,0,0,0,6,NA,NA,NA,5,0,0,7340,NA,33,32,7,19,50,7,0,2,NA,6,NA,NA,70,0,9513,1850,12,NA,0,NA,NA,NA,NA,NA,101,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,49204,12151,0,NA,2096,453,206,NA,NA,0,32012,NA,24,10,62,NA,1670,10348,0,32363,160288,159617,71436,26947,8560,37371,535103,43337,126843,80111,556245,3620,NA,0,NA,139,4,349,0,NA,0,0,"03050110",0,NA,0,55,2,0,1,NA,2,2,163,12,0,0,0,0,1,0,NA,NA,NA,12,0,0,7411,NA,2,52,1,5,22,4,0,15,NA,7,NA,NA,56,1,21867,3333,3,NA,0,NA,NA,NA,NA,NA,256,695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,0,84610,27125,1,NA,1732,861,895,NA,NA,1,96033,NA,552,5,1045,NA,2870,41436,0,22359,133801,48940,12766,4581,3844,99211,698093,32581,251998,135058,393044,3043,NA,0,NA,2507,54,2532,0,NA,7,2,"03050203",0,NA,0,229,28,0,153,NA,1,21,3277,4,0,5,0,55,10,3,NA,NA,NA,28,0,0,3822,NA,6,82,4,9,471,255,0,5,NA,26,NA,NA,556,149,52195,22032,13,NA,0,NA,NA,NA,NA,NA,1192,1081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
