"layer","zone","Background","Corn","Sorghum","Soybeans","Sunflower","Sweet Corn","Barley","Spring Wheat","Winter Wheat","Rye","Oats","Canola","Mustard","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Sugarbeets","Potatoes","Peas","Clover/Wildflowers","Sod/Grass Seed","Fallow/Idle Cropland","Christmas Trees","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Peppers","Blueberries","Cranberries","Dry Beans","Millet","Apples","Peaches","Misc Vegs & Fruits","Other Crops","HUC","Squash","Tobacco","Dbl Crop Barley/Soybeans","Pop or Orn Corn","Grapes","Pears ","Tomatoes","Strawberries","Pumpkins","Aquaculture","Herbs","Carrots","Gourds","Cucumbers","Other Tree Crops","Cabbage","Broccoli","Eggplants","Triticale","Sweet Potatoes","Onions","Dbl Crop WinWht/Soybeans","Watermelons","Cherries","Greens","Plums","Dbl Crop WinWht/Corn","Dbl Crop Triticale/Corn","Dbl Crop Barley/Corn","Turnips","Walnuts","Hops","Cantaloupes","Nectarines","Dbl Crop WinWht/Sorghum","Switchgrass","Asparagus","Dbl Crop Oats/Corn","Dbl Crop Soybeans/Oats","Cotton","Peanuts","Dbl Crop Corn/Soybeans","Safflower","Lettuce","Radishes","Speltz","Cauliflower","Lentils","Rape Seed","Pecans","Dbl Crop WinWht/Cotton","Rice","Honeydew Melons","Olives","Citrus","Oranges","Sugarcane","Vetch","Avocados","Mint","Celery","Garlic","Camelina","Other Small Grains","Flaxseed","Durum Wheat","Chick Peas","Perennial Ice/Snow","Pistachios","Dbl Crop Lettuce/Cotton","Dbl Crop Lettuce/Durum Wht","Dbl Crop Lettuce/Cantaloupe","Dbl Crop Lettuce/Barley","Almonds","Pomegranates","Caneberries","Apricots","Prunes"
1,2,0,115976,3732,33708,364,22,NA,NA,9431,5636,7025,1,NA,120,313135,NA,NA,0,822,44,21707,13,0,69308,277301,152632,62401,24019,4742,184295,2099906,222124,238231,354215,1535816,19585,7,2319,NA,105,3834,0,14127,NA,2,"03070104",2,31,NA,NA,220,NA,9,7,NA,0,30,0,NA,1307,146,6,5,NA,27,0,6,26400,1048,NA,83,30,450,NA,NA,0,NA,NA,NA,NA,3035,NA,NA,1143,66,583675,152872,0,NA,NA,0,NA,NA,NA,742,126030,16026,208,NA,342,18,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,18134,347,3718,7,0,NA,NA,17493,677,716,0,NA,1407,242765,NA,NA,0,0,10,448,621,4,213195,557489,337959,144577,44932,8887,2410488,2020104,530085,159912,1411732,229780,1692,0,9,NA,2,460,3,122,NA,6,"03070101",0,0,NA,NA,11,NA,25,18,NA,0,5,0,NA,3,0,0,0,NA,0,0,0,4049,1,NA,0,1,3194,NA,NA,0,NA,NA,NA,NA,4097,NA,NA,3375,140,12884,263,0,NA,NA,0,NA,NA,NA,3,2655,578,0,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,53307,878,28855,191,21,NA,NA,4959,1701,4854,73,NA,164,212663,NA,NA,0,117,116,8918,6,0,82220,261844,114863,39798,15190,45418,691297,2439998,446244,329384,612473,1335116,17526,1,531,NA,26,3177,0,483,NA,4,"03070102",4,13,NA,NA,56,NA,13,22,NA,0,163,1,NA,38,58,3,1,NA,2,0,70,23085,141,NA,21,11,300,NA,NA,0,NA,NA,NA,NA,169,NA,NA,246,2306,109005,38020,1,NA,NA,0,NA,NA,NA,59,6359,4866,0,NA,85,6,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,7837,377,13330,4,5,NA,NA,6055,453,845,0,NA,72,96801,NA,NA,0,1,193,393,127,2,158855,940338,768651,373854,168666,25279,2038394,1946453,407324,140389,1035263,392111,2742,0,11,NA,11,1435,1,2578,NA,21,"03070103",0,0,NA,NA,36,NA,10,43,NA,0,40,0,NA,0,3,0,0,NA,0,0,0,9178,1,NA,0,25,536,NA,NA,0,NA,NA,NA,NA,295,NA,NA,140,379,12955,738,0,NA,NA,0,NA,NA,NA,2,2846,205,0,NA,3,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,23113,1685,11070,301,13,NA,NA,2055,1399,5862,0,NA,54,121140,NA,NA,0,75,16,1052,5,0,22314,89915,36041,10070,2721,589,11638,997626,20582,155202,139723,481011,9464,0,423,NA,26,2378,0,498,NA,0,"03070105",1,16,NA,NA,51,NA,3,1,NA,0,10,0,NA,12,49,0,3,NA,2,0,3,3520,129,NA,5,9,151,NA,NA,0,NA,NA,NA,NA,22,NA,NA,363,50,121003,31213,0,NA,NA,0,NA,NA,NA,15,6687,2280,0,NA,206,13,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,200741,63221,360,10339,29,12,NA,NA,676,936,322,0,NA,38,66430,NA,NA,0,16,2,353,2,0,87589,155474,71422,20404,5251,6635,1633,1294817,2431,305108,183382,1573032,126857,0,14816,NA,0,3255,0,9,NA,0,"03070106",16,1208,NA,NA,97,NA,0,4,NA,0,7,0,NA,1,53,0,2,NA,2,289,376,1378,282,NA,12,0,32,NA,NA,4,NA,NA,NA,NA,2,NA,NA,23,3,130742,44980,1,NA,NA,0,NA,NA,NA,1,13519,189,0,NA,9,5,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,0,80149,1597,31992,297,15,NA,NA,2488,3086,5553,2,NA,39,162046,NA,NA,0,324,13,5966,2,0,37094,157333,87863,23726,6426,1341,53912,1387093,38394,264267,379117,899883,18254,0,2772,NA,6,9057,0,204,NA,0,"03070107",10,1462,NA,NA,41,NA,0,8,NA,0,15,2,NA,68,66,2,2,NA,0,763,2048,6312,155,NA,6,0,88,NA,NA,38,NA,NA,NA,NA,142,NA,NA,102,77,138831,43171,17,NA,NA,0,NA,NA,NA,17,14298,3050,0,NA,23,7,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,84237,545,13933,4,2,NA,NA,209,355,495,0,NA,160,59557,NA,NA,0,5,1,119,0,0,9654,78961,51662,14937,3726,523,644,685163,1356,122853,76428,676095,16187,0,44901,NA,7,959,0,2,NA,0,"03070202",44,4168,NA,NA,41,NA,0,1,NA,0,9,0,NA,0,102,2,0,NA,3,5,34,792,437,NA,7,0,5,NA,NA,0,NA,NA,NA,NA,172,NA,NA,36,0,229323,97501,0,NA,NA,0,NA,NA,NA,0,10976,3124,0,NA,3,23,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,3675,1218,69,179,0,28,NA,NA,67,81,225,0,NA,1,16260,NA,NA,24,75,1,932,108,0,68998,200373,83021,32849,8527,4524,2980,1903910,1159,329702,224832,1544619,111108,0,1203,NA,1,525,0,1,NA,0,"03070204",9,17,NA,NA,5,NA,2,6,NA,0,0,0,NA,0,46,11,0,NA,0,0,0,84,25,NA,0,0,3,NA,NA,0,NA,NA,NA,NA,0,NA,NA,4,0,965,594,5,NA,NA,18,NA,NA,NA,0,297,5,0,NA,6,9,16,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,228508,98,3,0,0,38,NA,NA,1,0,0,0,NA,0,5111,NA,NA,245,0,0,42,45,0,59186,73856,34701,19702,3780,5231,665,498015,513,66896,50955,279581,135965,0,49,NA,0,15,0,1,NA,2,"03070205",0,0,NA,NA,0,NA,0,7,NA,2,0,0,NA,0,7,59,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,5,49,0,NA,NA,72,NA,NA,NA,0,458,0,0,NA,6,12,40,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,622250,122,0,2,0,0,NA,NA,5,3,0,0,NA,0,434,NA,NA,0,0,0,6,0,0,152635,114415,61167,31262,14071,17309,1085,655756,209,85797,23047,467732,497078,0,296,NA,0,0,0,2,NA,0,"03070203",0,0,NA,NA,2,NA,0,1,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,1,0,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,85,40,0,NA,NA,0,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1751202,9,0,0,NA,26,NA,NA,5,0,2,NA,NA,NA,595,NA,NA,44,0,0,83,103,NA,67739,123393,163886,130954,40054,4221,181,50965,2372,5467,30236,511205,131799,24,44,NA,NA,7,NA,31,1,7,"03080202",1,0,NA,NA,30,NA,40,2,NA,2,NA,NA,NA,0,179,26,NA,0,NA,25,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,13,NA,NA,NA,NA,0,0,NA,NA,0,1711,6840,80,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,925626,167,0,0,NA,32,NA,NA,0,0,2,NA,NA,NA,399,NA,NA,333,0,0,121,148,NA,71368,195958,236589,135538,33422,12913,807,496539,2893,40280,63303,470435,139792,1,288,NA,NA,7,NA,49,0,1,"03080201",0,0,NA,NA,55,NA,0,1,NA,17,NA,NA,NA,0,20,448,NA,0,NA,0,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,23,0,NA,NA,143,NA,NA,NA,NA,37,0,NA,NA,2,145,1187,19,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,3333,70,91,NA,156,NA,NA,52,140,248,NA,NA,NA,106603,NA,NA,98,721,2,37068,1919,NA,665591,695094,383462,217217,52122,15465,1522,2633682,3499,158963,1500288,1069906,285190,27,3337,NA,NA,2319,NA,663,3,0,"03080102",3,236,NA,NA,1095,NA,227,178,NA,52,NA,NA,NA,5,99,120,NA,18,NA,0,NA,NA,1529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4860,53619,1,NA,NA,83,NA,NA,NA,NA,14865,1,NA,NA,1,12326,78570,48,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,150334,15070,1,2,NA,293,NA,NA,0,2,12,NA,NA,NA,10194,NA,NA,51176,2,1,1829,773,NA,649041,687812,553764,320810,123389,31802,4424,2751710,6735,344324,479646,1762127,174085,0,1064,NA,NA,1129,NA,161,9,5,"03080103",0,0,NA,NA,309,NA,0,73,NA,2,NA,NA,NA,0,82,13880,NA,1,NA,0,NA,NA,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,108,158,0,NA,NA,16383,NA,NA,NA,NA,5248,0,NA,NA,24,454,4414,165,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,28,0,0,NA,306,NA,NA,32,0,25,NA,NA,NA,18849,NA,NA,237,0,3,1285,2698,NA,716671,852795,617313,326165,84199,8824,2136,1740321,32377,268310,1833454,3718361,896701,24,777,NA,NA,109,NA,3209,3,10,"03080101",2,0,NA,NA,396,NA,197,45,NA,70,NA,NA,NA,0,277,233,NA,5,NA,126,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,12,68,0,NA,NA,125,NA,NA,NA,NA,105,0,NA,NA,20,130614,105976,808,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,376276,52,0,1,NA,6,NA,NA,135,0,0,NA,NA,NA,9916,NA,NA,92,0,0,131,1259,NA,21618,118411,110213,60822,15018,2679,120,8920,1519,4780,297562,331252,57146,0,8,NA,NA,7,NA,5199,29,11,"03080203",0,0,NA,NA,6,NA,24,8,NA,0,NA,NA,NA,0,270,78,NA,0,NA,42,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,6,0,NA,NA,33,NA,NA,NA,NA,21,0,NA,NA,0,172540,80285,3876,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,5558774,0,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,NA,2,NA,NA,0,NA,NA,0,1,NA,30367,19261,31158,39794,13707,228,0,106,30,43,242,98021,79913,0,0,NA,0,0,NA,0,7,9,"03090203",0,NA,NA,NA,0,NA,0,5,NA,0,NA,NA,NA,NA,43,0,NA,0,NA,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,2,7,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,644438,10,NA,0,NA,28,NA,NA,0,NA,0,NA,NA,NA,494,NA,NA,90,NA,NA,31682,285334,NA,240175,64183,54076,24237,6748,8014,133,56265,13832,14589,591655,1941378,7193431,17,3,NA,58,2,NA,188,1961,2073,"03090202",0,NA,NA,NA,39,NA,670,0,NA,0,NA,NA,NA,NA,12886,18,NA,0,NA,2281,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,3,NA,NA,NA,NA,0,NA,NA,NA,0,9383,107407,1793680,NA,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,0,NA,0,NA,20,NA,NA,0,NA,0,NA,NA,NA,3520,NA,NA,10,NA,NA,1052,4324,NA,6871,37518,18791,4531,663,944,1930,78186,6486,155241,1060699,700840,118459,22,63,NA,0,1,NA,548,0,1,"03090103",1,NA,NA,NA,4,NA,69,44,NA,20,NA,NA,NA,NA,51,32,NA,0,NA,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,14,NA,NA,NA,NA,1,NA,NA,NA,0,11191,187256,12865,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,0,NA,0,NA,28,NA,NA,0,NA,0,NA,NA,NA,48,NA,NA,2,NA,NA,583,6386,NA,1509140,43774,46501,11404,918,1022,4,1662,87,678,34926,310022,481531,0,0,NA,0,0,NA,10,11,59,"03090201",0,NA,NA,NA,0,NA,2,1,NA,0,NA,NA,NA,NA,167,0,NA,0,NA,8,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,180,407,42826,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,1,NA,0,NA,192,NA,NA,4,NA,0,NA,NA,NA,43648,NA,NA,40,NA,NA,19882,3001,NA,846790,546554,425341,315554,99275,9889,4170,259070,52483,497000,1865827,2461503,380591,127,735,NA,0,23,NA,2891,1,1,"03090101",24,NA,NA,NA,430,NA,38,34,NA,192,NA,NA,NA,NA,81,142,NA,21,NA,23,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,57,NA,NA,NA,63,NA,NA,NA,NA,11,NA,NA,NA,1,27377,559605,421,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,0,NA,0,NA,1,NA,NA,1,NA,4,NA,NA,NA,32434,NA,NA,2,NA,NA,673,4467,NA,6628,44682,22560,9120,2595,225,20,2402,968,1941,497273,198090,32848,1,0,NA,0,0,NA,81,3,5,"03090102",0,NA,NA,NA,0,NA,8,2,NA,0,NA,NA,NA,NA,62,21,NA,0,NA,15,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,8,NA,NA,NA,NA,0,NA,NA,NA,0,4309,9448,15751,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,1396381,18,NA,0,NA,107,NA,NA,0,NA,0,NA,NA,NA,581,NA,NA,8,NA,NA,537,1172,NA,156294,294296,318742,248090,68893,9226,203,133488,33087,5589,430894,3903654,1943189,78,29,NA,0,1,NA,45,1,18,"03090204",0,NA,NA,NA,6,NA,366,4,NA,0,NA,NA,NA,NA,120,25,NA,0,NA,27,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,18,NA,NA,NA,NA,0,NA,NA,NA,0,18349,270540,889,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,70336,3,NA,0,NA,26,NA,NA,0,NA,0,NA,NA,NA,865,NA,NA,11,NA,NA,708,94133,NA,35751,314653,263775,109655,33123,2159,1570,85017,10140,166551,864565,1029321,211079,8,83,NA,0,0,NA,150,6,3,"03090205",1,NA,NA,NA,0,NA,287,3,NA,7,NA,NA,NA,NA,132,86,NA,1,NA,25,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,37,NA,NA,NA,NA,0,NA,NA,NA,0,16739,363054,353532,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,2521573,2,NA,1,NA,53,NA,NA,1,NA,0,NA,NA,NA,6131,NA,NA,112,NA,NA,7190,7022,NA,304399,899548,1431301,1186924,459387,33164,563,25921,4468,12723,935874,1283627,1077708,0,6,NA,5607,4,NA,854,24926,17193,"03090206",0,NA,NA,NA,454,NA,361,24,NA,6,NA,NA,NA,NA,92404,41,NA,0,NA,16156,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,NA,NA,NA,22,NA,NA,NA,NA,18,NA,NA,NA,0,60070,25636,106350,NA,31434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,746463,1,0,0,NA,23,NA,NA,0,0,0,NA,NA,NA,430,NA,NA,41,0,0,118,33,NA,25305,149046,206310,183950,54089,2883,547,13528,2137,8989,109879,200082,27226,20,35,NA,NA,14,NA,8,12,0,"03100201",0,0,NA,NA,0,NA,0,73,NA,3,NA,NA,NA,0,27,16,NA,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,16,0,NA,NA,1,NA,NA,NA,NA,5,0,NA,NA,0,1167,2755,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,1141394,1,0,0,NA,42,NA,NA,0,0,0,NA,NA,NA,4746,NA,NA,45,0,16,122,62,NA,78775,213085,296336,315885,131119,3597,134,36489,830,4714,108485,291383,31372,271,150,NA,NA,14,NA,12,16,1,"03100206",21,0,NA,NA,0,NA,0,915,NA,5,NA,NA,NA,0,22,7,NA,32,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,88,0,NA,NA,8,NA,NA,NA,NA,6,0,NA,NA,0,770,6941,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,1581923,316,4,12,NA,18,NA,NA,2,7,24,NA,NA,NA,60505,NA,NA,43,16,293,6441,155,NA,79854,378093,459538,343627,97529,15327,575,675026,1133,35065,259457,588570,211384,4,857,NA,NA,33,NA,8,7,1,"03100207",1,0,NA,NA,1,NA,3,179,NA,19,NA,NA,NA,1,38,16,NA,31,NA,NA,NA,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,710,0,NA,NA,12,NA,NA,NA,NA,15,1,NA,NA,0,590,3586,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,7932,0,0,0,NA,859,NA,NA,0,0,0,NA,NA,NA,2574,NA,NA,5,0,2,1038,142,NA,34311,163978,90580,35982,6168,3685,4742,38110,8646,25007,460085,711607,91751,9,42,NA,NA,13,NA,29,0,0,"03100102",4,0,NA,NA,23,NA,0,233,NA,2,NA,NA,NA,0,17,16,NA,12,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,0,NA,NA,9,NA,NA,NA,NA,4,0,NA,NA,1,1855,41576,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,4865,2,0,0,NA,72,NA,NA,0,0,0,NA,NA,NA,2237,NA,NA,13,0,0,414,141,NA,56458,92605,97459,86750,22324,6959,503,17448,1913,28766,295455,260547,30648,37,107,NA,NA,18,NA,51,24,0,"03100202",17,0,NA,NA,0,NA,2,1215,NA,4,NA,NA,NA,0,6,46,NA,33,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,39,0,NA,NA,5,NA,NA,NA,NA,11,0,NA,NA,0,1516,40134,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,489,1,0,0,NA,35,NA,NA,0,0,1,NA,NA,NA,3627,NA,NA,13,0,0,176,169,NA,34382,33951,28773,23011,3850,16029,173,10086,895,7935,255673,175106,23829,828,174,NA,NA,1,NA,20,6,0,"03100203",24,0,NA,NA,0,NA,0,4809,NA,10,NA,NA,NA,0,1,21,NA,15,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,68,0,NA,NA,15,NA,NA,NA,NA,9,0,NA,NA,0,3208,24537,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,46,2,0,0,NA,180,NA,NA,0,0,0,NA,NA,NA,6022,NA,NA,2,1,2,565,320,NA,61923,141307,78204,52059,14501,28842,235,33696,1570,14206,307897,365783,67374,1577,384,NA,NA,33,NA,46,16,0,"03100204",733,0,NA,NA,4,NA,1,18123,NA,8,NA,NA,NA,0,4,28,NA,535,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,53,0,NA,NA,3,NA,NA,NA,NA,10,0,NA,NA,0,2301,14502,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,0,1,0,0,NA,25,NA,NA,0,0,7,NA,NA,NA,60302,NA,NA,11,1,1,537,109,NA,31615,291869,193977,159114,55929,2184,217,146061,1761,8458,334792,535319,38406,871,847,NA,NA,87,NA,99,7,0,"03100205",180,0,NA,NA,0,NA,3,14053,NA,51,NA,NA,NA,0,12,20,NA,380,NA,NA,NA,NA,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,49,0,NA,NA,6,NA,NA,NA,NA,11,0,NA,NA,5,1142,9418,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,2926,203,4,19,NA,180,NA,NA,1,16,488,NA,NA,NA,251011,NA,NA,19,290,1915,11308,1671,NA,107399,565052,278943,118627,23785,10320,544,1273292,3745,42219,1271233,1752491,193050,118,1967,NA,NA,567,NA,580,14,0,"03100208",8,1,NA,NA,116,NA,37,646,NA,12,NA,NA,NA,0,22,64,NA,89,NA,NA,NA,NA,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5273,15722,1,NA,NA,58,NA,NA,NA,NA,37,1,NA,NA,1,5347,44553,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,27475,7,0,0,NA,328,NA,NA,0,0,0,NA,NA,NA,23568,NA,NA,12,0,0,7755,6037,NA,282399,367095,249815,132079,47406,46678,1053,64186,5676,108589,2119741,1805285,278046,210,803,NA,NA,1,NA,3399,1,0,"03100101",56,0,NA,NA,118,NA,204,74,NA,23,NA,NA,NA,0,19,141,NA,21,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22,0,NA,NA,30,NA,NA,NA,NA,3,0,NA,NA,0,43146,1077506,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,1204084,0,0,0,NA,6,NA,NA,0,0,0,NA,NA,NA,47,NA,NA,3,0,0,23,59,NA,34809,123222,130536,62964,12148,2450,41,4070,296,3855,35672,450429,131323,1,9,NA,NA,3,NA,0,0,2,"03100103",0,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,0,604,2,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,482,2646,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,21659,323,4354,0,52,97,NA,323,2108,3843,0,NA,5,49258,NA,NA,2,603,2,6069,3890,NA,52774,203344,90670,23442,6132,17606,2520,2444614,4467,530676,335062,3673567,59923,2,34903,NA,4,3848,NA,10,NA,57,"03110201",2,88,NA,NA,56,NA,31,1,NA,NA,5,NA,NA,5,272,12,0,NA,0,726,12,80,283,NA,31,NA,12,NA,NA,NA,NA,NA,0,NA,3,NA,NA,78,3,13796,29648,28,NA,NA,0,NA,NA,NA,0,606,27,NA,NA,49,11,11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
