"layer","zone","Background","Corn","Sorghum","Soybeans","Sunflower","Sweet Corn","Barley","Spring Wheat","Rye","Oats","Rape Seed","Mustard","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Sugarbeets","Potatoes","Misc Vegs & Fruits","Peas","Clover/Wildflowers","Sod/Grass Seed","Fallow/Idle Cropland","Christmas Trees","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Blueberries","Canola","Other Crops","Apples","Pumpkins","HUC","Peppers","Cranberries","Squash","Winter Wheat","Grapes","Tobacco","Tomatoes","Herbs","Peaches","Cabbage","Strawberries","Durum Wheat","Other Tree Crops","Greens","Gourds","Triticale","Switchgrass","Aquaculture","Millet","Speltz","Onions","Hops","Cherries","Pears","Dbl Crop WinWht/Corn","Dry Beans","Pop or Orn Corn","Dbl Crop WinWht/Soybeans","Sweet Potatoes","Watermelons","Plums","Dbl Crop Triticale/Corn","Dbl Crop Barley/Soybeans","Cucumbers","Nectarines","Dbl Crop WinWht/Sorghum","Dbl Crop Barley/Corn","Cotton","Peanuts","Cantaloupes","Dbl Crop Soybeans/Oats","Eggplants","Turnips","Dbl Crop Oats/Corn","Other Small Grains","Carrots","Walnuts","Radishes","Pecans","Dbl Crop WinWht/Cotton","Rice","Honeydew Melons","Dbl Crop Corn/Soybeans","Asparagus","Caneberries","Olives","Sugarcane","Oranges","Citrus","Avocados","Pomegranates","Cauliflower","Mint","Safflower","Vetch","Flaxseed","Chick Peas","Lentils","Perennial Ice/Snow ","Camelina","Dbl Crop Soybeans/Cotton","Pistachios","Lettuce","Apricots","Garlic","Dbl Crop Lettuce/Cantaloupe","Dbl Crop Lettuce/Cotton","Dbl Crop Lettuce/Barley","Celery","Almonds"
1,5,0,93415,1272,263401,9,8,0,NA,7780,524,NA,NA,96,112222,NA,NA,0,0,144,NA,15165,12560,8,86036,381127,265029,89200,26368,59477,232004,1621631,419691,165147,143047,590648,3674,0,349,NA,2999,0,121,"03030004",1,NA,19,1242,168,19889,NA,1,117,0,28,NA,NA,5,NA,9,NA,NA,2236,NA,NA,NA,NA,NA,108,2,13,13095,8069,174,NA,0,26,195,NA,11,1,45752,5710,14,486,NA,NA,77,NA,NA,NA,NA,24,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,71974,1277,142549,1,6,85,NA,436,268,NA,NA,287,251727,NA,NA,0,50,6,NA,442,41651,8,134517,561462,316601,137941,53985,4240,1740447,531533,412328,61482,364230,54904,871,0,12,NA,325,21,8,"03030002",0,NA,1,3548,4,9118,NA,0,16,0,2,NA,NA,0,NA,7,NA,NA,251,NA,NA,NA,NA,NA,1524,0,3,10260,83,3,NA,223,922,1,NA,132,469,1519,14,0,292,NA,NA,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,826876,11616,36,14023,1,0,0,NA,16,1,NA,NA,0,1358,0,NA,0,0,2,NA,1768,10405,0,38722,141665,104521,47824,11073,12685,269,315074,370,48128,1003,286898,70784,0,299,NA,4,0,1,"03040208",0,NA,2,47,8,165,0,0,0,0,1,NA,0,1,NA,0,NA,NA,32,NA,NA,NA,NA,NA,1,0,0,150,36,20,NA,0,0,4,NA,0,0,446,54,0,1,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0,236038,1078,224783,2,1417,35,NA,114,42,NA,NA,825,370309,0,NA,0,0,0,NA,193,12041,1038,36083,672420,214893,71965,27993,1758,3333044,248187,952181,46567,554820,2464,413,2,4,NA,214,2055,236,"03040101",7,NA,55,1257,78,17005,33,0,746,549,3,NA,1,0,NA,118,NA,NA,183,NA,NA,NA,NA,NA,1325,1,0,26253,27,0,NA,77,2305,0,NA,444,77,179,1,0,89,NA,NA,105,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,197742,3518,323622,0,3,0,NA,264,754,NA,NA,11,123288,0,NA,8,0,2512,NA,5962,72705,1,22597,182069,58592,11205,3185,3949,168618,958719,241760,113826,313734,1102424,4180,16,1,NA,3,0,2,"03040202",3,NA,16,3109,0,3,3,0,2276,1,0,NA,0,51,NA,0,NA,NA,539,NA,NA,NA,NA,NA,137,362,0,14122,754,136,NA,0,1,32,NA,23,0,120084,9573,0,79,NA,NA,1,NA,NA,NA,NA,8,112,0,NA,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,268059,4561,432108,2,0,1,NA,3695,374,NA,NA,47,237921,1,NA,6,1,2016,NA,7830,57088,7,107227,396551,178088,53251,21101,15091,179395,2052028,265391,226059,288171,2206278,10014,18,2,NA,144,5,2,"03040201",12,NA,4,7938,31,41,0,0,7003,0,2,NA,0,3,NA,7,NA,NA,904,NA,NA,NA,NA,NA,28,13,0,21045,564,246,NA,231,11,16,NA,50,1,206914,26784,0,1346,NA,NA,3,NA,NA,NA,NA,219,1,360,NA,19,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,466331,2320,652878,55,9,3,NA,2968,518,NA,NA,19,57015,0,NA,1,20,2469,NA,96233,55613,0,43522,278987,107568,28740,8115,8381,42769,1053660,39720,124486,53198,1721122,4318,0,547,NA,1697,3,8,"03040203",0,NA,4,3611,123,2284,0,1,249,0,85,NA,0,2,NA,0,NA,NA,1174,NA,NA,NA,NA,NA,42,675,3,52305,1376,122,NA,1,9,23,NA,139,0,111957,16319,111,208,NA,NA,0,NA,NA,NA,NA,83,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,305018,4677,400926,14,1,1,NA,1980,535,NA,NA,26,108502,0,NA,0,0,2944,NA,41517,33632,0,40596,194169,75565,15838,5085,6717,13425,645274,5469,73441,28042,1675146,4228,1,43,NA,206,0,7,"03040204",0,NA,3,4333,249,1852,0,0,79,0,0,NA,0,0,NA,0,NA,NA,308,NA,NA,NA,NA,NA,1863,2,1,47078,65,47,NA,0,1,120,NA,358,2,165500,30495,3,496,NA,NA,1,NA,NA,NA,NA,78,8,9,NA,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,1893,244667,385,326559,31,6,0,NA,425,45,NA,NA,1,29633,0,NA,1,0,11,NA,19664,98380,0,98195,263240,131244,42452,9739,2541,2287,1105106,4018,121325,18605,2074064,74326,0,568,NA,60,0,2,"03040206",1,NA,5,265,62,1640,0,0,11,1,17,NA,0,1,NA,0,NA,NA,79,NA,NA,NA,NA,NA,5,12,0,16145,1895,193,NA,0,0,9,NA,4,0,40528,21493,9,541,NA,NA,2,NA,NA,NA,NA,5,1,0,NA,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,0,178691,585,144125,0,41,413,NA,54,24,NA,NA,915,113201,0,NA,0,0,0,NA,66,11853,88,6560,170147,67726,18303,9319,545,1158868,91814,153811,22706,388027,3548,295,0,0,NA,197,323,62,"03040102",2,NA,71,1649,26,1813,153,0,109,0,0,NA,0,0,NA,197,NA,NA,750,NA,NA,NA,NA,NA,3432,0,0,43739,24,8,NA,2825,3250,0,NA,110,1400,6864,1,0,37,NA,NA,1,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,59513,871,109843,0,4,162,NA,38,71,NA,NA,119,118492,0,NA,0,2,2,NA,168,7041,17,112318,316583,140504,46470,20375,1637,1575009,316621,246901,47511,269119,3399,397,0,2,NA,83,10,0,"03040103",0,NA,25,1200,4,378,7,0,17,0,0,NA,0,0,NA,13,NA,NA,150,NA,NA,NA,NA,NA,201,0,0,21046,31,4,NA,535,771,0,NA,18,100,5839,1,0,392,NA,NA,4,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,0,60737,1268,79635,62,2,2,NA,496,279,NA,NA,106,45543,0,NA,0,3,9,NA,433,2222,0,47811,112526,22882,8069,3769,2167,515395,888427,403747,92944,122218,57882,491,0,0,NA,384,5,0,"03040104",0,NA,2,480,1,208,0,0,452,0,0,NA,0,0,NA,1,NA,NA,158,NA,NA,NA,NA,NA,39,0,1,9561,15,15,NA,10,40,0,NA,14,3,20021,20,23,277,NA,NA,0,NA,NA,NA,NA,9,0,13,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,0,261886,4681,333680,61,2,9,NA,151,378,NA,NA,1564,160968,0,NA,0,1,3,NA,398,6153,82,25957,465275,225928,85143,31128,3642,1122661,327041,421622,27460,392648,6584,521,0,2,NA,252,17,2,"03040105",0,NA,701,2536,2,45,19,0,92,0,10,NA,0,0,NA,5,NA,NA,403,NA,NA,NA,NA,NA,810,0,0,115340,23,10,NA,167,1955,0,NA,505,146,49392,12,0,676,NA,NA,1,NA,NA,NA,NA,0,19,5,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,0,457712,3758,370291,3,2,0,NA,158,2162,NA,NA,0,117804,0,NA,14,0,373,NA,9669,130254,0,34017,306004,95489,24452,6950,2381,33771,1605650,19671,117745,82475,2186375,17103,841,0,NA,374,0,0,"03040205",24,NA,0,890,1,53,17,0,342,3,0,NA,0,36,NA,0,NA,NA,364,NA,NA,NA,NA,NA,280,449,0,26823,1440,7,NA,0,0,22,NA,22,0,248243,19126,0,1013,NA,NA,74,NA,NA,NA,NA,40,454,0,NA,4778,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,234859,18182,360,30875,0,1,0,NA,24,20,NA,NA,0,10866,0,NA,0,0,5,NA,1407,5161,0,37856,70053,14944,5115,2114,3436,9014,543658,123,14387,5529,536894,89681,1,0,NA,1,0,0,"03040207",0,NA,0,7,0,82,0,0,1,0,0,NA,0,0,NA,0,NA,NA,11,NA,NA,NA,NA,NA,1,3,0,114,12,1,NA,0,0,0,NA,0,0,12440,599,0,30,NA,NA,1,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,52060,560,48978,0,435,35,0,150,31,NA,NA,170,109609,0,NA,0,NA,0,0,430,4289,1483,262040,770014,358307,108072,39381,2374,2652602,440887,1340972,48170,512272,3407,633,0,7,NA,43,871,23,"03050101",88,NA,5,1849,12,3005,179,NA,285,0,22,NA,NA,0,NA,14,NA,NA,134,NA,NA,NA,NA,0,850,0,NA,18452,26,0,NA,23,548,1,0,22,142,653,4,0,47,NA,NA,8,NA,NA,NA,NA,18,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,144706,19675,72,14391,0,1,0,0,4,85,NA,NA,3,9115,0,NA,0,NA,6,0,165,4131,0,380182,286973,213849,92145,36211,9834,11040,1089586,517,29654,39290,1062358,184746,16,0,NA,0,0,0,"03050201",1,NA,5,15,0,2,3,NA,44,0,0,NA,NA,4,NA,0,NA,NA,11,NA,NA,NA,NA,0,2,2,NA,111,16,2,NA,0,0,1,0,0,0,7353,280,9,148,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,198787,3383,7,2320,0,0,0,0,8,15,NA,NA,0,1149,0,NA,0,NA,2,0,38,583,0,52413,50730,25184,8224,2352,3552,4976,319517,342,9257,15457,299962,116036,3,0,NA,0,0,0,"03050202",0,NA,0,8,0,0,0,NA,4,0,0,NA,NA,0,NA,0,NA,NA,1,NA,NA,NA,NA,0,0,0,NA,41,2,4,NA,0,0,3,0,0,0,1185,29,0,1,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,203436,68657,850,33646,0,0,0,0,37,101,NA,NA,0,25954,6,NA,0,NA,24,0,1007,11050,0,137560,94779,17010,2743,760,3759,16478,832521,1232,36544,40679,850475,246271,9,1,NA,100,0,0,"03050206",5,NA,1,367,0,0,1,NA,38,0,0,NA,NA,4,NA,0,NA,NA,184,NA,NA,NA,NA,0,9,1,NA,684,6,20,NA,0,0,5,0,12,0,65925,9917,5,110,NA,NA,40,NA,NA,NA,NA,19,3,0,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,180422,147448,466,59311,2,63,10,0,1235,3168,NA,NA,0,99578,20,NA,41,NA,1040,0,16000,78401,0,129443,209940,54065,10153,3001,2137,50893,1685705,4512,197844,126037,1768594,376242,6,162,NA,65,0,0,"03050207",2,NA,144,256,1,86,3,NA,3239,17,0,NA,NA,3,NA,0,NA,NA,1653,NA,NA,NA,NA,0,53,22,NA,5073,268,1032,NA,0,0,26,0,12,0,148890,38151,368,2870,NA,NA,80,NA,NA,NA,NA,544,254,1,NA,3,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,658736,771,2,331,0,0,0,0,2,1,NA,NA,0,369,0,NA,0,NA,0,0,6,87,0,43303,20673,13940,4176,700,2875,421,104702,32,2502,2021,137173,206751,0,0,NA,0,0,0,"03050209",0,NA,1,2,0,0,0,NA,0,0,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,3,0,0,NA,0,0,0,0,1,0,105,7,0,7,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,315312,185,5,133,0,0,0,0,3,0,NA,NA,0,182,0,NA,0,NA,0,0,157,23,0,16515,6904,1505,309,19,1300,91,22199,268,1113,5789,7862,78384,0,0,NA,0,0,0,"03050210",0,NA,0,1,0,0,0,NA,0,0,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,107,5,0,0,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,0,34897,512,24477,38,3,0,0,111,62,NA,NA,0,31969,17,NA,34,NA,32,0,4018,16350,0,92781,174987,79628,22842,5150,6306,169220,1534089,363648,133697,265305,629811,5147,2,4,NA,125,0,0,"03050104",2,NA,0,778,1,1,4,NA,170,1,0,NA,NA,3,NA,0,NA,NA,70,NA,NA,NA,NA,0,200,0,NA,2875,7,75,NA,0,0,25,0,81,0,15910,1298,0,40,NA,NA,3,NA,NA,NA,NA,76,3,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,52601,189,8788,1,41,0,0,244,218,NA,NA,1,27376,90,NA,138,NA,14,0,1128,16747,0,32671,160363,159704,71412,26947,8482,39521,519751,47743,132306,79955,559255,3609,6,138,NA,26,0,0,"03050110",2,NA,0,2659,3,0,3,NA,203,4,0,NA,NA,7,NA,0,NA,NA,172,NA,NA,NA,NA,0,267,6,NA,2317,24,6,NA,2,0,2,0,9,0,27088,1971,1,76,NA,NA,9,NA,NA,NA,NA,244,7,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,0,74605,596,19487,92,94,33,0,983,1043,NA,NA,2,86626,86,NA,198,NA,28,24,2539,63979,0,22625,133988,49009,12783,4581,4114,110385,682380,31255,250280,135674,392661,2933,26,1,NA,438,0,0,"03050203",67,NA,0,457,32,1,5,NA,2993,7,5,NA,NA,3,NA,0,NA,NA,1549,NA,NA,NA,NA,0,8,1,NA,741,24,10,NA,28,0,5,0,28,0,84002,11039,5,1259,NA,NA,219,NA,NA,NA,NA,1263,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,0,159446,647,76097,0,2,0,0,105,289,NA,NA,0,33356,3,NA,24,NA,748,0,8747,10923,0,13369,84839,28888,7019,2750,5401,17785,562507,1274,33361,27049,609517,3571,49,0,NA,1525,0,0,"03050205",247,NA,0,700,0,0,752,NA,1632,3,0,NA,NA,1235,NA,0,NA,NA,1241,NA,NA,NA,NA,0,248,5,NA,6152,1526,15,NA,0,0,363,0,14,0,140884,37034,13,304,NA,NA,1,NA,NA,NA,NA,27,3,0,NA,24,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,0,35705,186,23588,3,142,1,0,153,14,NA,NA,99,84462,0,NA,17,NA,1,0,73,3003,24,49122,544791,351011,144520,74062,5449,590931,790100,659806,66146,351288,12298,316,2,0,NA,2,6,0,"03050103",5,NA,242,1668,0,26,7,NA,365,0,10,NA,NA,1,NA,0,NA,NA,1853,NA,NA,NA,NA,0,33,0,NA,8759,12,7,NA,1,6,0,0,5,10,39527,13,0,27,NA,NA,1,NA,NA,NA,NA,189,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,0,39239,85,59524,0,64,111,0,65,13,NA,NA,801,52601,0,NA,0,NA,0,0,2123,4371,136,9377,186757,133259,36139,15765,875,702347,93363,254447,16168,259330,1080,156,0,0,NA,8,206,8,"03050102",34,NA,0,2668,13,53,314,NA,138,0,1,NA,NA,0,NA,3,NA,NA,30,NA,NA,NA,NA,0,3404,0,NA,22268,31,0,NA,32,655,0,0,118,2966,411,0,0,313,NA,NA,44,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,0,101201,217,41544,0,1,0,0,42,115,NA,NA,0,22058,2,NA,6,NA,657,0,1136,18793,0,350502,70045,17814,2872,859,765,10173,292428,1334,31042,20314,470682,5675,12,1,NA,12,0,0,"03050111",64,NA,0,162,0,0,319,NA,611,0,0,NA,NA,315,NA,0,NA,NA,81,NA,NA,NA,NA,0,3,3,NA,6264,644,0,NA,0,0,453,0,5,0,97569,10991,0,51,NA,NA,0,NA,NA,NA,NA,70,0,0,NA,1069,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,15,0,5223,330,1473,1,55,0,0,33,200,NA,NA,0,58433,0,NA,135,NA,4,51,77,2402,0,82361,192573,93923,36081,10689,3475,420273,1657616,663729,141154,257898,69107,912,7,42,NA,0,0,0,"03050106",2,NA,0,3917,3,0,0,NA,477,1,2,NA,NA,0,NA,1,NA,NA,1143,NA,NA,NA,NA,0,17,0,NA,533,8,1,NA,2,0,0,0,4,0,4400,73,0,27,NA,NA,8,NA,NA,NA,NA,29,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,16,0,2194,273,5760,1,0,1,0,3,559,NA,NA,18,54517,0,NA,4,NA,0,0,197,1383,0,21548,221435,102053,35550,17819,2072,785042,510725,209345,41826,272073,37067,875,4,0,NA,0,94,0,"03050107",0,NA,0,439,1,0,0,NA,623,0,18,NA,NA,0,NA,150,NA,NA,85,NA,NA,NA,NA,0,15,0,NA,2545,0,0,NA,1,0,0,7,6,0,93,0,0,12,NA,NA,6,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,17,0,1893,133,2034,0,0,0,0,6,86,NA,NA,1,65745,0,NA,17,NA,0,11,7,862,0,10132,187076,108101,42744,18250,1941,518613,650748,190686,46721,213490,44003,340,1,0,NA,0,20,0,"03050108",0,NA,0,495,0,0,0,NA,172,0,1,NA,NA,0,NA,48,NA,NA,118,NA,NA,NA,NA,0,13,0,NA,1041,1,0,NA,8,0,0,1,101,0,136,5,0,19,NA,NA,0,NA,NA,NA,NA,3,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,18,61431,28089,186,20764,0,0,0,0,12,168,NA,NA,0,8151,0,NA,0,NA,14,0,283,6216,0,59271,63479,8139,1372,283,1024,12583,690641,394,21773,11601,934656,129779,6,0,NA,0,0,0,"03050112",13,NA,0,11,0,2,0,NA,74,0,0,NA,NA,10,NA,0,NA,NA,7,NA,NA,NA,NA,0,24,0,NA,64,8,5,NA,0,0,1,0,0,0,16905,415,0,182,NA,NA,0,NA,NA,NA,NA,1,0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,19,0,79670,446,24340,5,781,256,0,2449,1152,NA,NA,0,130790,5,NA,4937,NA,19,2,19970,13654,0,22892,110367,36298,6782,2061,3655,149019,676520,32066,289008,183130,488568,3497,147,30,NA,9,0,0,"03050204",697,NA,0,732,20,0,0,NA,47693,2,56,NA,NA,4,NA,1,NA,NA,2560,NA,NA,NA,NA,18,7,7,NA,2368,846,435,NA,30,0,7,0,249,0,130338,26012,2,962,NA,NA,25,NA,NA,NA,NA,585,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,20,297817,44623,214,16250,0,51,0,0,86,284,NA,NA,0,20565,11,NA,1,NA,47,0,22482,40994,0,113381,150827,56845,20351,4521,3485,11912,805719,4190,77505,43164,710450,259207,0,589,NA,29,0,0,"03050208",0,NA,13,192,1,2,2,NA,1128,219,0,NA,NA,0,NA,0,NA,NA,78,NA,NA,NA,NA,0,140,106,NA,2326,34,1358,NA,0,0,3,0,1,0,56192,17099,1,14,NA,NA,0,NA,NA,NA,NA,30,79,0,NA,395,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,21,0,52952,2519,90377,0,13,14,3,1255,384,NA,NA,389,236789,0,NA,1,NA,0,0,413,4441,211,61651,627036,205588,57413,25809,3704,3221983,771351,755442,92620,841198,23324,860,8,14,NA,12,10595,6,"03050105",110,NA,0,1628,23,53,253,NA,5848,0,611,NA,NA,0,NA,339,NA,NA,421,NA,NA,NA,NA,0,903,0,NA,31435,35,5,NA,206,884,0,18,39,81,877,13,0,199,NA,NA,129,NA,NA,NA,NA,4,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,22,0,31360,1489,21086,2,27,46,0,266,1743,NA,NA,7,264298,0,NA,199,NA,2,115,205,4418,0,320746,640788,297296,119220,52057,11047,1818116,1793949,788683,179243,815552,57883,1145,33,10,NA,4,155,0,"03050109",68,NA,0,5538,52,0,3,NA,10538,0,23,NA,NA,0,NA,35,NA,NA,1810,NA,NA,NA,NA,1,739,1,NA,14320,21,0,NA,67,179,2,0,1169,0,7562,117,0,948,NA,NA,333,NA,NA,NA,NA,557,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,1897,43,888,0,0,2,NA,73,155,NA,NA,0,49593,0,NA,4,0,0,0,2,293,0,14478,96406,19631,5076,1676,1732,398021,1172106,111414,89268,141861,17176,248,5,0,0,0,2,NA,"03060107",41,NA,0,616,1,0,0,0,6906,0,10,NA,NA,0,NA,0,NA,0,12,NA,0,NA,NA,NA,7,0,NA,106,0,0,NA,0,0,0,NA,12,NA,39,0,0,2,NA,NA,16,NA,NA,NA,NA,38,0,NA,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0,13091,2965,23235,4,0,0,NA,83,422,NA,NA,131,208342,0,NA,1,0,17,0,54,74,0,36317,218725,86616,22391,7262,7587,1652178,879517,274156,54551,734988,80392,3040,0,80,74,315,37,NA,"03060104",0,NA,0,3293,1,0,0,1,47,0,2,NA,NA,2,NA,0,NA,0,2656,NA,0,NA,NA,NA,1717,0,NA,7918,0,0,NA,0,0,0,NA,1395,NA,2298,22,0,182,NA,NA,4,NA,NA,NA,NA,39,363,NA,NA,70,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
