"layer","zone","Background","Corn","Soybeans","Barley","Spring Wheat","Rye","Oats","Speltz","Canola","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Potatoes","Peas","Herbs","Clover/Wildflowers","Fallow/Idle Cropland","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Triticale","Broccoli","Cauliflower","Blueberries","Other Crops","Radishes","Apples","Christmas Trees","Mustard","HUC","Misc Vegs & Fruits","Carrots","Pumpkins","Sorghum","Sweet Corn","Hops","Sod/Grass Seed","Aquaculture","Tomatoes","Grapes","Peppers","Cabbage","Other Small Grains","Dry Beans","Squash","Dbl Crop WinWht/Corn","Tobacco","Winter Wheat","Durum Wheat","Peaches","Eggplants","Sunflower","Other Tree Crops","Millet","Cranberries","Pears","Dbl Crop Oats/Corn","Onions","Dbl Crop WinWht/Soybeans","Greens","Dbl Crop Barley/Soybeans","Plums","Cherries","Strawberries","Sweet Potatoes","Dbl Crop Barley/Corn","Watermelons","Cotton","Dbl Crop WinWht/Sorghum","Sugarbeets","Cucumbers","Asparagus","Cantaloupes","Nectarines","Switchgrass","Dbl Crop Soybeans/Oats","Pop or Orn Corn","Garlic","Flaxseed","Dbl Crop Corn/Soybeans","Walnuts","Caneberries","Peanuts","Rape Seed","Pecans","Dbl Crop WinWht/Cotton","Rice","Olives","Sugarcane","Oranges","Citrus","Turnips","Camelina","Vetch","Mint","Celery","Gourds","Lentils","Safflower","Perennial Ice/Snow ","Lettuce","Pistachios","Honeydew Melons","Almonds","Dbl Crop Lettuce/Cotton","Chick Peas","Apricots","Pomegranates"
1,6,14,841140,1086891,732,0,1391,469,97,NA,44600,1198,NA,854,0,222,1648,2616,45128,205637,149785,61669,28079,9852,235146,5869,6,279,117321,3929,21683,0,NA,NA,NA,0,0,760,0,NA,"04100009",0,984,0,0,514,NA,0,NA,1108,0,224,43,NA,3882,0,15,0,205795,NA,NA,NA,0,NA,NA,NA,NA,0,0,1149,NA,1,NA,NA,0,NA,0,NA,NA,0,0,132,NA,19,NA,36,0,20912,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,525,499377,1185372,97,0,7683,141,74,NA,66658,1831,NA,3,0,0,1183,3900,43943,157637,121237,56372,25120,37612,145327,323,0,328,99748,3141,113417,1,NA,NA,NA,32,0,381,69,NA,"04100010",0,19,3,169,394,NA,32,NA,1564,0,643,1105,NA,263,2,0,0,168416,NA,NA,NA,0,NA,NA,NA,NA,0,0,1156,NA,1,NA,NA,0,NA,0,NA,NA,0,0,1451,NA,0,NA,0,0,7325,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,16509,246406,479708,186,0,217,281,47,NA,20469,185,NA,1009,0,0,27,4845,19084,197957,212477,81912,35972,14579,357604,215,168,623,128092,49620,14466,12,NA,NA,NA,0,1,1533,285,NA,"04100001",4,1,314,2,1151,NA,4004,NA,5114,0,27,895,NA,139,0,22,0,115203,NA,NA,NA,30,NA,NA,NA,NA,0,0,2068,NA,0,NA,NA,1,NA,0,NA,NA,0,77,63,NA,0,NA,2,0,55,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,511406,778997,33,1,1920,1298,1429,NA,69426,4765,NA,96,2,0,1649,4777,16714,109015,44740,14187,7023,1344,216421,1036,104,646,174905,123346,21242,12,NA,NA,NA,0,0,31,23,NA,"04100006",0,26,35,57,50,NA,49,NA,791,0,2,5,NA,54,0,5,0,129059,NA,NA,NA,1,NA,NA,NA,NA,0,0,222,NA,0,NA,NA,0,NA,0,NA,NA,0,0,10,NA,0,NA,193,0,585,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,19,612537,741604,551,0,1668,4198,2210,NA,104121,1274,NA,1083,6,2,40,4811,48791,184466,113981,33898,13689,4555,447511,1994,834,1113,235218,251415,5776,114,NA,NA,NA,0,0,6173,239,NA,"04100002",19,10,986,180,2571,NA,26886,NA,8271,1,1458,11409,NA,604,0,2,0,180793,NA,NA,NA,509,NA,NA,NA,NA,0,0,540,NA,0,NA,NA,27,NA,0,NA,NA,0,86,96,NA,0,NA,22,3,103,NA,NA,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,0,634077,884123,108,0,1225,993,2,NA,31173,7552,NA,0,0,0,1191,681,9476,150450,85807,36131,16480,3207,166334,106,0,440,143498,2356,6452,9,NA,NA,NA,3,0,0,0,NA,"04100004",0,0,1,69,18,NA,32,NA,9,7,0,0,NA,2,0,173,0,82371,NA,NA,NA,0,NA,NA,NA,NA,1,0,1783,NA,1,NA,NA,0,NA,0,NA,NA,200,0,0,NA,0,NA,17,0,15827,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,0,235218,408179,1,0,1004,454,0,NA,17024,4353,NA,0,0,0,1334,812,14789,73446,58882,19858,9678,1915,76182,179,0,3096,118550,5598,5801,0,NA,NA,NA,0,0,0,0,NA,"04100005",0,0,9,0,17,NA,491,NA,8,0,0,0,NA,6,0,311,0,57470,NA,NA,NA,0,NA,NA,NA,NA,0,0,18,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,NA,0,NA,42,0,87,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,0,517847,809498,59,0,806,2559,157,NA,75135,10151,NA,60,4,0,979,3314,46269,178312,102870,32754,13818,2131,428305,1684,75,36577,497147,245016,8469,88,NA,NA,NA,0,0,100,8,NA,"04100003",0,0,66,670,29,NA,45,NA,65,0,0,6,NA,11,0,57,2,127825,NA,NA,NA,2,NA,NA,NA,NA,0,0,37,NA,0,NA,NA,0,NA,0,NA,NA,3,0,4,NA,0,NA,53,8,1620,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,2,58909,129109,9,NA,23,3562,6,NA,21051,77792,NA,1,NA,NA,284,41808,28952,119846,73240,10432,2553,1701,1021565,4531,11,55741,284261,80265,3094,NA,NA,NA,NA,36,5,116,NA,NA,"04110004",NA,NA,0,14,123,NA,0,NA,NA,493,NA,0,NA,0,0,0,NA,10740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0,38698,41890,4,NA,36,515,12,NA,15073,14119,NA,1,NA,NA,18,5230,58224,418440,418299,176981,67224,3590,800511,7734,19,8411,232042,20138,1489,NA,NA,NA,NA,9,1,53,NA,NA,"04110002",NA,NA,182,41,147,NA,8,NA,NA,2,NA,3,NA,0,0,0,NA,5834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,42,131896,356868,1,NA,41,92,489,NA,22218,7935,NA,0,NA,NA,365,9476,20918,387067,335969,108506,29049,2538,685633,4730,4,7370,343507,86690,2062,NA,NA,NA,NA,476,3,151,NA,NA,"04110001",NA,NA,5,55,70,NA,0,NA,NA,0,NA,0,NA,0,3,1,NA,28938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1222,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,87,18089,35054,4,NA,178,994,64,NA,3141,29358,NA,0,NA,NA,4,17280,16332,326231,300263,91263,37813,1357,728177,3754,15,16332,159882,14719,1934,NA,NA,NA,NA,30,1,23,NA,NA,"04110003",NA,NA,6,0,59,NA,1,NA,NA,432,NA,0,NA,37,0,0,NA,2894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,2,107789,13426,158,NA,187,5612,2,NA,57532,163110,21,4501,2561,NA,310,15702,7289,58495,12018,3231,1117,1756,837567,120897,33942,10717,102348,26619,3587,385,140,NA,3,0,NA,197,2,NA,"04120102",NA,1,15,51,51,1,6,5,1,7494,0,339,NA,7639,1,0,NA,3305,0,0,NA,3,0,21,NA,NA,NA,11,52,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,117,60,NA,NA,NA,0,NA,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,157,74486,65444,213,NA,4261,8426,0,NA,3394,153837,901,149,132,NA,89,78471,11443,174767,138591,50749,18815,2542,1225149,40920,7720,19169,131167,61914,3925,119,4,NA,6,18,NA,4112,0,NA,"04120101",NA,0,8,14,148,0,349,0,0,155024,0,175,NA,2204,0,18,NA,8896,6,25,NA,33,234,0,NA,NA,NA,139,372,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,15,2,NA,NA,NA,750,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,197,106877,17374,120,NA,547,6500,2,NA,86760,126110,56,890,2175,NA,211,16804,6861,166617,119746,54678,32083,6090,902570,75638,39824,10199,162810,85721,4302,546,217,NA,17,1,NA,474,2,NA,"04120103",NA,2,29,169,737,0,0,2,65,7240,161,1814,NA,4014,8,0,NA,7836,0,0,NA,35,0,3,NA,NA,NA,33,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,117,275,NA,NA,NA,0,NA,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,302132,48266,398,29,962,18480,128,NA,189963,323936,43,16608,3509,NA,6961,22715,19635,136777,22954,5797,1587,1489,2026081,246593,196372,64737,342320,43494,14212,956,0,0,51,0,NA,105,153,NA,"04130002",0,6,86,310,1618,5,54,151,0,170,0,135,NA,14001,45,91,NA,27199,NA,0,NA,4,NA,1,NA,1,149,168,187,NA,6,NA,0,0,NA,NA,NA,NA,NA,191,62,NA,NA,NA,NA,NA,2,11,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0,479883,163387,517,0,3060,8223,340,NA,267408,71631,37,2203,14132,NA,2131,37001,47844,184713,88002,48108,20807,6017,749026,21879,67153,45079,341808,206433,24506,777,23,0,17,0,NA,739,86,NA,"04130003",4,38,399,634,13111,0,153,213,1,179,0,5165,NA,35124,1340,199,NA,106366,NA,0,NA,2,NA,0,NA,0,2,736,1,NA,0,NA,3,0,NA,NA,NA,NA,NA,2708,1299,NA,NA,NA,NA,NA,2,1,0,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,38,490514,217429,703,0,310,7227,1088,NA,170051,49325,103,1549,10461,NA,5182,32932,22611,176295,96315,23160,8001,6066,609164,3739,16692,9436,288859,421143,27383,411,50,16,14,2,NA,63840,414,NA,"04130001",30,2004,1491,183,11624,0,273,17,385,1616,45,30064,NA,33309,7320,343,NA,84201,NA,227,NA,62,NA,0,NA,30,1,10973,0,NA,0,NA,777,3,NA,NA,NA,NA,NA,2458,2691,NA,NA,NA,NA,NA,3,10,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,30,166337,12722,921,930,569,1840,5,NA,80020,238751,30,0,0,0,157,5093,225617,57913,23085,14946,3688,7207,2802151,911045,149140,388594,138205,235961,20760,116,0,0,0,NA,NA,9,134,0,"04140301",0,0,1,5,10,0,2,0,NA,12,0,1,0,518,0,0,NA,1136,NA,0,NA,1,4,3,NA,1,0,7,0,NA,NA,0,7,NA,NA,8,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0,1183423,621748,5194,298,9516,42381,2581,NA,618702,353145,1348,2176,210,8,10927,119723,646567,519745,220421,97968,38281,17262,2703436,146203,379654,349308,1019904,527216,58818,7326,2,151,112,NA,NA,11449,1556,177,"04140201",102,1401,1034,483,12205,18,343,16,NA,25211,0,5006,39,12857,1155,417,NA,172950,NA,0,NA,1350,61,112,NA,13,33,4263,3,NA,NA,47,7,NA,NA,217,NA,NA,NA,134,38,NA,NA,NA,NA,191,NA,NA,8,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,69,18684,15455,46,0,96,317,0,NA,2697,7528,3,4,0,0,7,6739,15014,21896,10569,5828,2205,877,167995,11433,1647,34210,35089,52026,3605,28,0,0,0,NA,NA,66,55,0,"04140203",0,1,20,3,64,0,12,0,NA,36,0,0,0,871,2,0,NA,965,NA,0,NA,19,2,0,NA,3,0,2265,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,3,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,19250,120885,80142,82,9,1029,1913,43,NA,28725,35992,58,1641,406,0,230,23183,22436,223282,87372,41286,13320,3917,623814,20581,70275,45659,232500,198811,20324,99,0,1,8,NA,NA,65676,256,0,"04140101",0,87,67,40,354,0,8,0,NA,295,0,112,0,1304,134,0,NA,15063,NA,26,NA,29,4,2,NA,69,0,2979,0,NA,NA,0,483,NA,NA,0,NA,NA,NA,14,19,NA,NA,NA,NA,0,NA,NA,0,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,10863,143761,12366,647,910,540,1294,2,NA,69837,138247,41,0,4,0,30,15003,45356,64809,17606,6123,1990,1656,1384986,213554,15444,242985,133584,264440,22664,689,0,0,1,NA,NA,411,168,0,"04140102",2,2,0,93,36,0,7,0,NA,85,0,2,0,1219,2,0,NA,8782,NA,0,NA,1,4,1,NA,23,25,2134,0,NA,NA,0,68,NA,NA,0,NA,NA,NA,4,3,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,464,41838,28829,219,518,636,268,1,NA,10663,232387,1,0,2,0,124,8744,10893,25432,20481,5673,1740,1058,257300,11249,670,72612,124198,63713,10681,5,0,0,0,NA,NA,13,23,0,"04140302",0,0,0,10,15,0,0,0,NA,9,3,0,0,31,5,0,NA,3997,NA,0,NA,1,0,3,NA,2,6,3,0,NA,NA,0,9,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,200370,47782,944,24,1523,7868,12,NA,140801,148307,359,162,5,0,100,46046,292430,175228,90456,26754,9984,8813,1529643,421079,32074,444561,324113,317630,21470,679,0,1,1,NA,NA,353,913,0,"04140202",16,29,65,119,102,0,147,0,NA,144,0,15,0,8735,5,37,NA,8679,NA,0,NA,64,8,42,NA,6,0,1690,0,NA,NA,0,0,NA,NA,1,NA,NA,NA,5,2,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,2029509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04160004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,5654354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04160002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,9884689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04160001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,28019873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04160003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,10400369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04170004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,5255621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04170006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,6285451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04170005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,8329619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04170003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,5424946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04170001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,7518602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04170002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,93291034,38,12,76,147,9,578,1,NA,11,273,NA,3,47,NA,3,126,88758,24913,15073,6749,2170,8395,361745,129478,235026,9475,960,200361,6526,NA,NA,NA,NA,NA,NA,NA,38,NA,"04180000",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,35,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,64311396,266,52,60,3,41,692,5,NA,3103,5761,NA,5,3,NA,286,678,21617,13278,4133,2249,1399,15632,215641,4049,5794,1900,3630,99526,8573,2,NA,NA,1,NA,NA,27,68,NA,"04190000",NA,NA,NA,2,2,NA,2,12,NA,NA,NA,1,NA,46,NA,NA,NA,1355,NA,1,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,62,881,3,691,NA,4,3337,NA,NA,62,55355,NA,4,117,NA,142,11925,22314,43437,18689,3752,440,3370,382789,271720,12985,35882,40063,899308,61318,0,NA,NA,NA,NA,NA,NA,3,NA,"04200001",NA,NA,NA,4,NA,NA,138,149,NA,NA,NA,NA,NA,2,NA,2,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,0,NA,NA,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,10528432,0,0,0,NA,0,0,NA,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,"04200008",NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
