"layer","zone","Background","Corn","Barley","Spring Wheat","Rye","Oats","Rape Seed","Mustard","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Potatoes","Misc Vegs & Fruits","Peas","Clover/Wildflowers","Sod/Grass Seed","Fallow/Idle Cropland","Christmas Trees","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Pumpkins","Blueberries","Radishes","Sunflower","Sorghum","Soybeans","Canola","HUC","Apples","Other Crops","Millet","Cranberries","Squash","Tobacco","Cucumbers","Herbs","Grapes","Winter Wheat","Dry Beans","Tomatoes","Peaches","Pears","Strawberries","Other Tree Crops","Cauliflower","Cabbage","Aquaculture","Other Small Grains","Hops","Triticale","Onions","Greens","Dbl Crop WinWht/Corn","Speltz","Dbl Crop WinWht/Soybeans","Sweet Potatoes","Cherries","Plums","Dbl Crop WinWht/Sorghum","Dbl Crop Barley/Soybeans","Watermelons","Asparagus","Peppers","Nectarines","Cotton","Peanuts","Sugarbeets","Lettuce","Dbl Crop Barley/Corn","Dbl Crop Corn/Soybeans","Turnips","Eggplants","Pop or Orn Corn","Switchgrass","Cantaloupes","Dbl Crop Soybeans/Oats","Dbl Crop Oats/Corn","Carrots","Walnuts","Dbl Crop WinWht/Cotton","Pecans","Caneberries","Rice","Oranges","Olives","Citrus","Sugarcane","Avocados","Vetch","Flaxseed","Camelina","Celery","Gourds","Mint","Durum Wheat","Safflower","Lentils","Perennial Ice/Snow ","Honeydew Melons","Pistachios","Garlic","Dbl Crop Lettuce/Cotton","Almonds","Dbl Crop Lettuce/Cantaloupe","Dbl Crop Lettuce/Barley","Sweet Corn","Chick Peas","Apricots","Pomegranates"
1,15,NA,691495,0,0,80,26,NA,NA,17100,3379,NA,6,0,0,19,26,88,2,10818,102592,21552,6741,2325,3110,189070,971,2,3785,96109,4224,1600,NA,338,NA,NA,1,69,741811,4,"05120105",0,2,3,NA,0,0,254,139,0,21400,45,237,0,NA,NA,NA,NA,0,NA,NA,0,14,NA,NA,11,0,1277,NA,NA,NA,NA,0,40,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,4507,0,3,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,16,NA,768212,2,0,9,14,NA,NA,13689,4106,NA,1,0,0,16,44,116,24,8204,142403,69325,25281,10568,965,190755,472,28,2039,119632,9892,1925,NA,92,NA,NA,13,14,928232,0,"05120107",3,0,0,NA,0,0,157,112,0,15267,15,304,0,NA,NA,NA,NA,0,NA,NA,2,0,NA,NA,0,0,1342,NA,NA,NA,NA,0,14,NA,5,NA,NA,NA,NA,NA,NA,2,NA,NA,2719,0,1,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,17,NA,779565,0,0,18,38,NA,NA,14100,9182,NA,1,0,0,600,0,224,196,8107,129945,31414,10276,5269,576,329632,185,11,511,134729,5014,858,NA,12,NA,NA,0,82,853297,0,"05120110",9,0,2,NA,0,0,13,64,1,11909,3,76,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,1,0,4357,NA,NA,NA,NA,0,3,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,4366,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,18,NA,877253,0,0,53,8,NA,NA,9388,28023,NA,76,0,1,148,301,2497,4,95751,230082,39192,19197,6406,9669,2006274,18280,98,3069,474544,4901,7314,NA,739,NA,NA,0,2739,923477,6,"05120202",0,0,11,NA,0,0,6,54,0,1693,2,12,0,NA,NA,NA,NA,0,NA,NA,0,1,NA,NA,6,0,33493,NA,NA,NA,NA,7,6738,NA,0,NA,NA,NA,NA,NA,NA,559,NA,NA,13083,0,287,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,19,NA,782341,0,0,25,6,NA,NA,14991,20212,NA,0,0,0,80,9,241,55,31378,160442,34298,8242,3284,4490,1103357,14041,241,627,323789,810,4181,NA,4,NA,NA,0,537,950797,0,"05120203",0,3,24,NA,0,0,0,6,0,5750,1,16,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,1,0,8715,NA,NA,NA,NA,0,62,NA,0,NA,NA,NA,NA,NA,NA,2,NA,NA,3132,0,3,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,20,NA,925637,0,0,12,17,NA,NA,13358,16067,NA,0,0,0,19,22,240,0,23805,231797,116780,45930,14954,848,484098,742,29,2224,340708,1165,1875,NA,371,NA,NA,0,117,1091330,0,"05120204",2,8,0,NA,0,0,657,0,0,10485,0,63,0,NA,NA,NA,NA,0,NA,NA,3,0,NA,NA,0,1,28908,NA,NA,NA,NA,3,0,NA,32,NA,NA,NA,NA,NA,NA,0,NA,NA,1677,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,21,NA,1447221,0,0,160,14,NA,NA,8929,20930,NA,1687,5,0,156,76,8333,0,134374,339968,125869,32723,11952,9341,1433714,15245,97,2051,416567,36468,10370,NA,661,NA,NA,759,2811,1705801,1,"05120111",0,0,5,NA,0,0,5,127,13,2309,1880,1,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,53846,NA,NA,NA,NA,74,8231,NA,0,NA,NA,NA,NA,NA,NA,2113,NA,NA,1299,0,399,0,0,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,22,NA,632719,0,0,3,0,NA,NA,2229,9775,NA,0,7,0,130,465,92,0,15154,141338,42350,3786,588,623,579729,118,5,21,535960,6002,1437,NA,358,NA,NA,5,2885,933783,0,"05120115",1,0,0,NA,4,0,0,0,77,1297,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,5,0,145137,NA,NA,NA,NA,2,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,251,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,23,NA,446497,1,0,5,49,NA,NA,10879,7653,NA,0,0,0,20,9,95,21,19000,88112,14924,3703,1623,767,182742,491,9,3325,78403,2606,6976,NA,9,NA,NA,0,1,707667,2,"05120102",2,1,0,NA,0,0,0,0,1,26301,0,6,0,NA,NA,NA,NA,0,NA,NA,0,18,NA,NA,1,0,2619,NA,NA,NA,NA,1,0,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,7366,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,24,NA,2305087,0,1,5,22,NA,NA,5499,14190,NA,1125,0,0,124,459,91,0,38863,362491,156072,28823,7298,4174,983130,74,16,364,403303,20885,6358,NA,179,NA,NA,8,197,2600756,0,"05120112",0,0,0,NA,1,0,0,0,171,6383,31,0,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,62401,NA,NA,NA,NA,10,597,NA,0,NA,NA,NA,NA,NA,NA,42,NA,NA,88,28,2,0,0,NA,NA,NA,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,9900,0,NA,44,42,0,NA,23,120474,0,NA,NA,NA,0,125,135,0,57766,118692,47224,9813,2807,1413,1579184,69573,13003,7756,229991,753,28,NA,0,NA,NA,0,5,22045,0,"05130106",NA,2,10,NA,2,1286,NA,NA,0,215,3,6,3,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,29,NA,833,0,NA,NA,1,75,0,NA,NA,NA,10,NA,NA,NA,NA,0,NA,NA,0,1,NA,15,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,79624,0,NA,27,3,0,NA,129,96127,0,NA,NA,NA,0,3413,204,0,8384,102318,27895,7632,2743,1811,926892,123759,37519,135228,492022,10596,218,NA,0,NA,NA,4,6,196802,0,"05130107",NA,30,74,NA,0,112,NA,NA,1,674,93,7,0,NA,0,NA,NA,NA,NA,NA,NA,4,NA,NA,25,NA,11232,0,NA,NA,0,0,0,NA,NA,NA,107,NA,NA,NA,NA,1,NA,NA,0,2,NA,2,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,46342,0,NA,31,1,0,NA,292,221886,0,NA,NA,NA,0,531,683,0,100512,263657,102787,29577,8353,7235,2738356,315186,125822,218649,894727,2111,397,NA,2,NA,NA,4,3,89879,0,"05130108",NA,64,298,NA,10,357,NA,NA,0,443,388,3,2,NA,0,NA,NA,NA,NA,NA,NA,4,NA,NA,93,NA,2207,0,NA,NA,0,13,0,NA,NA,NA,57,NA,NA,NA,NA,1,NA,NA,0,9,NA,6,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,25789,0,NA,15,1,0,NA,60,139647,0,NA,NA,NA,0,378,139,0,96721,215629,81692,28128,12407,2284,1191209,120803,36766,71254,742566,849,624,NA,0,NA,NA,30,2,50661,0,"05130201",NA,0,12,NA,0,1719,NA,NA,0,489,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,31,NA,NA,36,NA,16614,8,NA,NA,0,0,0,NA,NA,NA,32,NA,NA,NA,NA,2,NA,NA,0,0,NA,7,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,12376,0,NA,9,1,0,NA,43,37808,0,NA,NA,NA,0,46,181,0,26286,265255,173381,79163,44943,935,884622,91398,27660,18178,173817,5732,552,NA,0,NA,NA,30,2,17322,0,"05130202",NA,0,7,NA,0,172,NA,NA,0,255,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,3017,0,NA,NA,0,0,0,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,0,0,NA,10,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,28470,0,NA,36,6,0,NA,839,62043,0,NA,NA,NA,0,156,116,1,68826,255614,178611,66007,25421,8842,700012,331763,85336,152401,658229,1529,325,NA,0,NA,NA,17,0,57882,0,"05130203",NA,2,2,NA,0,45,NA,NA,0,763,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,5,NA,NA,24,NA,6622,0,NA,NA,0,179,0,NA,NA,NA,2627,NA,NA,NA,NA,1,NA,NA,0,1,NA,9,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,17111,0,NA,16,171,0,NA,204,99886,0,NA,NA,NA,0,419,550,0,6472,190103,79085,32392,8195,2299,1343921,91147,27876,51713,487473,2744,311,NA,0,NA,NA,61,32,51542,0,"05130204",NA,0,5,NA,0,119,NA,NA,0,130,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,1159,0,NA,NA,0,0,0,NA,NA,NA,31,NA,NA,NA,NA,0,NA,NA,0,0,NA,13,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,4904,0,NA,2,0,0,NA,187,31933,0,NA,NA,NA,7,13,111,0,19572,187226,42568,12395,2876,10598,2715323,61043,585193,25684,272909,195,128,NA,0,NA,NA,0,0,5747,0,"05130104",NA,23,3,NA,0,5,NA,NA,0,100,5,1,0,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,43,NA,165,0,NA,NA,0,15,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,9698,0,NA,39,1,0,NA,130,186273,0,NA,NA,NA,3,60,296,0,123079,119490,42195,8302,1715,5546,1841809,25808,62118,7880,268645,104,63,NA,2,NA,NA,0,67,20369,0,"05130105",NA,2,30,NA,0,115,NA,NA,0,113,15,0,0,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,262,NA,928,0,NA,NA,0,0,0,NA,NA,NA,24,NA,NA,NA,NA,0,NA,NA,0,0,NA,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,NA,545902,26,NA,44,7,3,NA,1720,418178,8,NA,NA,NA,0,301,2878,0,259826,239309,42361,19474,8683,7539,3779945,110833,515,5066,499100,70604,6496,NA,0,NA,NA,25,358,432996,1068,"05130205",NA,4,117,NA,0,7725,NA,NA,0,3646,0,0,0,NA,5,NA,NA,NA,NA,NA,NA,0,NA,NA,126,NA,251808,0,NA,NA,0,147,0,NA,NA,NA,30,NA,NA,NA,NA,0,NA,NA,105,0,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,NA,809394,45,NA,51,11,25,NA,6732,278261,1,NA,NA,NA,2,1493,1411,0,8988,277259,79853,37961,15087,1987,1058154,58946,1182,3109,489600,6196,375,NA,0,NA,NA,56,102,372036,0,"05130206",NA,137,14,NA,0,14214,NA,NA,0,2952,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,664,NA,653085,0,NA,NA,0,2926,0,NA,NA,NA,24,NA,NA,NA,NA,0,NA,NA,20,0,NA,991,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,NA,4368,0,NA,1,1,0,NA,724,127989,0,NA,NA,NA,15,66,12,0,7565,97899,52903,10851,2740,6418,1378509,4777,204033,1934,290867,1,11,NA,0,NA,NA,0,13,5272,0,"05130102",NA,3,0,NA,0,204,NA,NA,0,14,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,30,NA,19,0,NA,NA,0,0,1,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,NA,111702,0,NA,323,0,0,NA,5233,535621,0,NA,NA,NA,24,63,107,0,203273,208152,73830,23878,8237,16219,3256270,26582,73605,3865,663238,25,93,NA,0,NA,NA,1,65,189978,0,"05130103",NA,100,120,NA,0,1186,NA,NA,0,1314,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,2423,NA,10839,0,NA,NA,3,0,26,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,0,0,NA,0,46,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,NA,4244,0,NA,0,1,0,NA,379,156244,0,NA,NA,NA,4,22,136,0,46749,322718,166938,47611,12548,85986,4910173,15827,383568,32323,519908,130,129,NA,0,NA,NA,1,27,3449,0,"05130101",NA,3,0,NA,0,68,NA,NA,0,43,3,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,21,NA,57,0,NA,NA,0,4,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,158845,0,NA,13,0,0,NA,11127,384570,0,0,0,NA,321,3683,393,0,32024,293073,152854,70219,39953,7956,1712757,90359,10764,2043,913970,53323,901,NA,0,NA,NA,70,50,268816,0,"05140102",0,53,6,NA,0,4515,NA,0,0,1636,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,488,NA,13469,NA,NA,NA,0,1,2,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,37,NA,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,285041,0,NA,10,3,0,NA,14446,148990,0,0,12,NA,25,75,194,0,81038,255049,28282,13785,4274,14524,2975602,84262,883,4671,1003822,5710,1007,NA,1764,NA,NA,0,59,492033,0,"05140104",0,7,0,NA,0,439,NA,0,2,1484,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,87,NA,23441,NA,NA,NA,1,573,0,NA,3,NA,0,NA,NA,NA,NA,0,NA,NA,21124,NA,0,13,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,457834,0,NA,9,1,0,NA,1665,92267,0,5,0,NA,34,175,4336,7,134912,199183,41464,21140,9743,4194,1895830,45877,426,1724,406034,21664,8745,NA,2,NA,NA,0,249,644063,5,"05140201",0,0,0,NA,0,500,NA,0,0,939,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,37,NA,23072,NA,NA,NA,0,113,14,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,1159,NA,1,12,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,710520,0,NA,93,4,0,NA,1727,45496,0,159,0,NA,94,1066,7063,3,139872,183202,96035,50622,22155,7550,563862,11794,70,241,160584,65953,25524,NA,64,NA,NA,1,3551,794929,53,"05140202",0,3,0,NA,0,185,NA,41,0,1186,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,200,NA,87173,NA,NA,NA,0,6,73,NA,0,NA,0,NA,NA,NA,NA,19,NA,NA,1188,NA,4,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,538630,1,NA,0,0,0,NA,1706,11268,0,0,0,NA,133,149,493,0,52871,166808,66609,9410,2045,2640,1085697,35198,271,170,526188,22015,10981,NA,171,NA,NA,0,1814,809782,0,"05140204",32,0,0,NA,5,0,NA,0,154,586,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,42331,NA,NA,NA,0,2,0,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,72,NA,0,1,0,NA,2,NA,22,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,111980,0,NA,2,88,0,NA,7845,75607,0,0,0,NA,113,878,70,0,113296,293205,201400,110876,61893,12327,1744641,64598,913,1854,524944,5520,962,NA,27,NA,NA,0,90,282811,0,"05140101",0,10,1,NA,0,647,NA,0,3,750,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,90,NA,12978,NA,NA,NA,1,3,0,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,362,NA,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,151458,0,NA,14,20,0,NA,3790,645698,0,0,0,NA,30,172,40,0,11173,137467,22129,13922,5184,2358,2298568,99065,13552,2055,504412,36383,949,NA,0,NA,NA,2,136,194896,0,"05140103",0,54,2,NA,0,1982,NA,0,0,2238,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,2386,NA,20940,NA,NA,NA,1,235,3,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,24,NA,0,0,2,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,283333,0,NA,0,0,1,NA,362,156016,0,0,0,NA,0,97,3482,0,25020,79014,10734,3862,1685,3467,1363491,95973,83,708,183755,64975,41699,NA,0,NA,NA,0,126,374671,0,"05140205",0,0,2,NA,0,779,NA,0,0,211,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,6,NA,18596,NA,NA,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,1024,NA,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,222923,0,NA,0,2,0,NA,380,127115,1,0,0,NA,127,17,1507,0,113930,103195,14983,2574,935,4142,1557079,101396,255,239,360590,37822,17211,NA,0,NA,NA,0,383,311799,0,"05140203",6,1,0,NA,0,12,NA,0,106,764,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,15,NA,27809,NA,NA,NA,0,0,1,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,39,NA,0,0,0,NA,0,NA,238,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,NA,265591,0,NA,0,5,0,NA,448,27454,0,0,0,NA,7,3,4392,0,148040,152347,60993,16413,6694,2430,795001,8197,3,157,466212,81447,27152,NA,12,NA,NA,0,144,501283,2,"05140206",15,19,0,NA,0,41,NA,0,78,237,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9,NA,90537,NA,NA,NA,0,0,0,NA,0,NA,5,NA,NA,NA,NA,0,NA,NA,995,NA,0,0,0,NA,6,NA,1,NA,415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,3063,0,NA,6,0,NA,NA,66,46440,NA,NA,0,0,0,482,173,0,103668,168196,41717,20841,5620,26223,1260075,192239,33504,8373,371148,582,224,NA,11,NA,NA,NA,0,8374,NA,"06010107",0,0,0,NA,0,57,NA,NA,14,119,4,293,0,NA,0,NA,NA,0,NA,NA,NA,6,NA,0,135,NA,505,NA,NA,NA,1,42,NA,NA,0,NA,8,0,NA,NA,0,48,NA,NA,NA,0,NA,25,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,27915,0,NA,82,0,NA,NA,95,131539,NA,NA,0,0,0,59,406,0,218279,377910,226652,101593,33923,5052,1728332,226686,109672,113872,537797,4092,317,NA,0,NA,NA,NA,1,44090,NA,"06010201",0,0,52,NA,0,6,NA,NA,2,723,275,64,0,NA,0,NA,NA,0,NA,NA,NA,259,NA,0,662,NA,4467,NA,NA,NA,0,509,NA,NA,0,NA,9,0,NA,NA,0,0,NA,NA,NA,63,NA,2,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,413,0,NA,22,0,NA,NA,36,26346,NA,NA,0,0,0,11,50,0,40945,196330,133347,54206,15620,6603,971477,37429,48093,14407,277776,6585,64,NA,0,NA,NA,NA,0,830,NA,"06010207",0,0,0,NA,0,0,NA,NA,0,157,8,4,0,NA,0,NA,NA,0,NA,NA,NA,6,NA,0,10,NA,74,NA,NA,NA,0,6,NA,NA,0,NA,1,0,NA,NA,0,0,NA,NA,NA,2,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,4108,0,NA,11,0,NA,NA,57,22213,NA,NA,0,0,0,73,82,0,23152,159986,58811,19085,5740,7494,1460777,57467,310806,28568,329862,613,210,NA,2,NA,NA,NA,2,2889,NA,"06010208",0,0,1,NA,8,1,NA,NA,0,416,200,2,0,NA,0,NA,NA,0,NA,NA,NA,6,NA,0,46,NA,125,NA,NA,NA,0,35,NA,NA,0,NA,0,0,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,3573,22,NA,1,1,NA,NA,437,268643,NA,NA,0,0,2,5,261,83,119909,283823,112610,42925,7763,30379,3702107,73629,100468,17359,890393,304,275,NA,123,NA,NA,NA,64,1349,NA,"06010205",16,0,166,NA,0,12,NA,NA,0,80,6,22,0,NA,0,NA,NA,2,NA,NA,NA,0,NA,0,12,NA,99,NA,NA,NA,0,27,NA,NA,0,NA,0,0,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
