"layer","zone","Background","Corn","Barley","Spring Wheat","Winter Wheat","Rye","Oats","Alfalfa","Other Hay/Non Alfalfa","Potatoes","Clover/Wildflowers","Fallow/Idle Cropland","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Blueberries","Soybeans","Buckwheat","Christmas Trees","Canola","Millet","Peas","HUC","Sweet Corn","Sorghum","Other Crops","Misc Vegs & Fruits","Sod/Grass Seed","Apples","Dry Beans","Pumpkins","Other Tree Crops","Cranberries","Squash","Dbl Crop Corn/Soybeans","Sunflower","Tobacco","Peppers","Turnips","Durum Wheat","Cucumbers","Tomatoes","Peaches","Grapes","Pears","Eggplants","Onions","Greens","Cabbage","Herbs","Carrots","Asparagus","Strawberries","Speltz","Cherries","Triticale","Nectarines","Plums","Pop or Orn Corn","Dbl Crop WinWht/Soybeans","Caneberries","Garlic","Lettuce","Dbl Crop Soybeans/Oats","Other Small Grains","Dbl Crop Oats/Corn","Dbl Crop Barley/Soybeans","Vetch","Sweet Potatoes","Dbl Crop WinWht/Corn","Cotton","Dbl Crop Barley/Corn","Watermelons","Cantaloupes","Dbl Crop WinWht/Sorghum","Dbl Crop Barley/Sorghum","Radishes","Switchgrass","Sugarbeets","Peanuts","Pecans","Aquaculture","Dbl Crop WinWht/Cotton","Dbl Crop Soybeans/Cotton","Rape Seed","Flaxseed","Rice","Olives","Oranges","Citrus","Sugarcane","Walnuts","Celery","Cauliflower","Mint","Camelina","Gourds","Safflower","Mustard","Lentils","Perennial Ice/Snow ","Pistachios","Dbl Crop Lettuce/Cotton","Apricots","Honeydew Melons","Dbl Crop Durum Wht/Sorghum","Almonds","Dbl Crop Lettuce/Durum Wht","Dbl Crop Lettuce/Cantaloupe","Chick Peas","Hops","Pomegranates"
1,6,0,3172,2,NA,4190,3,133,52,63066,0,1,24950,105375,81364,11502,1887,598,1215,628688,434569,30215,18602,179681,16600,218,NA,0,58627,NA,0,0,63,0,"03010106",1,1094,7,NA,5385,0,0,1,NA,NA,0,0,3,3189,0,NA,NA,4,NA,0,0,NA,NA,0,0,0,1,0,NA,0,NA,NA,0,NA,NA,NA,18708,NA,NA,NA,672,NA,0,5,1,42,23,8228,37,2,0,109,0,NA,NA,NA,946,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,50453,13,NA,4200,25,137,650,78520,46,8,33789,16534,211018,27698,6312,1995,4207,1290066,1235222,48393,221798,331756,463242,1150,NA,0,219250,NA,0,0,55,0,"03010204",2,3106,713,NA,9328,2,46,0,NA,NA,55,0,47,4702,0,NA,NA,1,NA,1,2,NA,NA,0,0,24,114,0,NA,1,NA,NA,241,NA,NA,NA,67262,NA,NA,NA,358,NA,0,79,0,31,12,275058,128,111,0,1410,0,NA,NA,NA,30260,4,11,0,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,0,87376,874,NA,9244,278,971,3039,336131,8,0,13889,114899,355368,235641,64550,22543,1050,3694890,287060,34384,9267,1017157,58,165,NA,0,8613,NA,42,0,12,0,"03010101",0,587,9,NA,2,483,0,82,NA,NA,57,0,0,312,41,NA,NA,0,NA,71,0,NA,NA,0,1,2,0,0,NA,113,NA,NA,10,NA,NA,NA,2280,NA,NA,NA,28,NA,353,600,0,0,754,0,1711,0,0,0,114,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,14201,68,NA,8592,47,197,80,93485,0,3,19496,7060,81873,15867,2604,1347,521,833420,198914,11727,23650,374419,7577,59,NA,0,10672,NA,0,0,0,0,"03010105",0,89,0,NA,0,9,0,0,NA,NA,1,0,0,3318,1,NA,NA,0,NA,9,0,NA,NA,0,0,0,0,0,NA,50,NA,NA,1,NA,NA,NA,1511,NA,NA,NA,0,NA,16,532,0,0,5295,0,646,0,0,0,7,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,0,62643,64,NA,1244,7,26,190,87236,20,4,8015,23566,214610,29723,6708,2007,5719,1337932,1664610,45063,260724,341863,424600,1409,NA,0,247264,NA,0,0,89,0,"03010201",0,946,11,NA,26,2,29,0,NA,NA,0,1,7,354,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,133,NA,NA,NA,64034,NA,NA,NA,375,NA,13,97,1,104,217,105261,422,118,0,137,0,NA,NA,NA,21530,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,4780835,647339,0,NA,11884,285,18,158,26370,1121,160,19496,224966,328776,123634,42289,5727,52243,47255,437628,11217,204911,70816,3592282,367896,NA,2,647464,NA,0,0,62,0,"03010205",244,5338,619,NA,11360,0,83,2,NA,NA,3,0,115,1540,35,NA,NA,9,NA,104,66,NA,NA,0,0,1926,4930,0,NA,7,NA,NA,16,NA,NA,NA,560722,NA,NA,NA,629,NA,0,5,0,172,133,184212,3,1062,15,1130,0,NA,NA,NA,12439,223,963,0,107,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,0,88880,0,NA,311,3,7,3,7144,0,1,486,13762,120605,17561,5655,2268,1088,295770,610907,33076,133129,105416,343237,3433,NA,0,158445,NA,0,0,142,0,"03010202",0,661,17,NA,7,0,21,0,NA,NA,0,9,3,16,0,NA,NA,0,NA,0,6,NA,NA,0,0,0,0,0,NA,0,NA,NA,6,NA,NA,NA,70933,NA,NA,NA,208,NA,0,728,0,12,1,97912,0,50,0,36,0,NA,NA,NA,17731,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,708,211653,1,NA,1861,435,66,96,44228,7,0,66218,36534,169272,62281,20100,6835,3575,7996,611106,17936,289335,122258,744836,15489,NA,27,225608,NA,NA,0,1772,0,"03020202",82,21866,853,NA,11928,NA,20,26,NA,NA,2,NA,16,30667,5,NA,NA,53,0,0,8,NA,NA,1,2,6,112,0,NA,0,NA,NA,7,NA,NA,NA,153317,NA,NA,NA,451,NA,0,8,NA,6324,10,165859,0,124,1,2892,0,1,NA,NA,10326,0,179,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0,100774,0,NA,5648,27,275,12,21928,8,0,56618,21105,144952,51918,20032,6625,2353,26214,534802,12087,267786,98421,574859,8453,NA,8,262327,NA,NA,3,377,1,"03020103",9,6771,1916,NA,25560,NA,14,0,NA,NA,2,NA,5,36502,5,NA,NA,22,0,2,4,NA,NA,1,1,4,1162,0,NA,0,NA,NA,44,NA,NA,NA,129483,NA,NA,NA,751,NA,0,0,NA,11517,16,290851,0,25,3,1642,0,1,NA,NA,39385,2,74,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,116876,76,NA,12110,3027,650,7,334725,7,0,136542,116424,774725,327881,128467,35843,7805,1568745,886207,122532,230991,758364,602400,9658,NA,322,338646,NA,NA,0,7772,38,"03020201",280,28568,565,NA,3616,NA,18,25,NA,NA,161,NA,667,46339,28,NA,NA,99,8,99,152,NA,NA,0,5,2,1,1,NA,9,NA,NA,3,NA,NA,NA,201595,NA,NA,NA,980,NA,82,67,NA,27676,377,81451,25,1643,0,2848,13,15,NA,NA,5376,0,6,692,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,865263,26902,0,NA,242,16,51,0,9896,0,1,68931,26798,136784,106855,29129,7348,20392,472,435848,19905,203944,46212,342450,74097,NA,56,28045,NA,NA,0,110,0,"03020302",0,3882,34,NA,3168,NA,2,0,NA,NA,0,NA,2,27,0,NA,NA,1,0,0,1,NA,NA,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,21829,NA,NA,NA,116,NA,0,0,NA,1,0,12913,0,1,0,140,0,0,NA,NA,1194,0,19,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,4356343,80058,0,NA,4411,0,4,1,160,8,0,624,201742,28354,13047,2407,179,30221,135,65179,932,30468,5362,398568,294837,NA,1,27336,NA,NA,0,7,0,"03020105",19,181,9,NA,80,NA,119,0,NA,NA,0,NA,0,3,1,NA,NA,1,0,0,2,NA,NA,0,0,0,13,0,NA,0,NA,NA,0,NA,NA,NA,28141,NA,NA,NA,3,NA,0,1,NA,0,1,47853,0,4,0,2,0,0,NA,NA,23,0,82,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,34517,7,NA,14383,268,765,6,248983,0,0,104664,33856,239570,70110,22843,8748,1555,1090049,602957,78970,70467,390854,275696,6252,NA,19,204251,NA,NA,0,893,0,"03020101",106,6102,710,NA,2990,NA,38,2,NA,NA,7,NA,55,28634,22,NA,NA,173,3,1,3,NA,NA,0,19,84,55,0,NA,14,NA,NA,151,NA,NA,NA,77879,NA,NA,NA,371,NA,1,3,NA,16472,796,108136,10,105,0,1284,2,1,NA,NA,10044,0,5,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,23312,18,NA,3126,346,122,0,45097,0,0,42148,6355,107196,14253,1751,397,326,653706,635177,27656,59113,153114,308794,3523,NA,0,140313,NA,NA,0,631,0,"03020102",2,3906,114,NA,60940,NA,81,0,NA,NA,5,NA,13,7274,0,NA,NA,7,1,0,0,NA,NA,0,0,0,44,0,NA,23,NA,NA,4,NA,NA,NA,29788,NA,NA,NA,94,NA,1,6,NA,3579,27,219012,1,3,0,347,0,0,NA,NA,21073,0,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,433186,315426,0,NA,1709,3,138,88,1567,53,0,14427,148299,110444,19242,4017,778,18769,3145,702322,8696,237865,89809,977164,129969,NA,1,159544,NA,NA,157,46,0,"03020104",62,1975,814,NA,5719,NA,452,0,NA,NA,0,NA,8,1658,1,NA,NA,30,0,0,12,NA,NA,36,0,2,67,0,NA,0,NA,NA,0,NA,NA,NA,212978,NA,NA,NA,1158,NA,0,2,NA,52,619,153373,0,7,0,142,0,0,NA,NA,572,3,3071,0,614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,119401,7,NA,2094,263,148,8,93461,0,0,48157,27562,157625,55718,14425,4095,2211,178301,377614,24284,145750,171745,536735,11777,NA,42,349299,NA,NA,0,2763,0,"03020203",12,11861,2964,NA,3299,NA,33,3,NA,NA,14,NA,176,66454,54,NA,NA,566,0,7,15,NA,NA,0,11,129,29,0,NA,11,NA,NA,20,NA,NA,NA,173608,NA,NA,NA,563,NA,0,13,NA,43200,60,251009,0,711,1,1755,1,1,NA,NA,22255,0,6,48,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,1173018,174967,0,NA,1678,266,135,11,18597,94,0,29105,61264,154352,45182,12406,4383,4980,1528,1003649,26329,283368,77216,932857,204684,NA,16,127007,NA,NA,0,353,3,"03020204",11,7869,226,NA,5150,NA,16,1,NA,NA,0,NA,2,6111,1,NA,NA,56,1,2,33,NA,NA,2,0,1,76,0,NA,0,NA,NA,3,NA,NA,NA,96892,NA,NA,NA,156,NA,0,1,NA,136,7,97189,0,26,0,911,0,0,NA,NA,2409,0,232,0,1093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,952501,44453,0,NA,204,8,646,2,1263,1,0,30671,38301,97607,55743,11904,2297,27172,459,463823,12735,164932,50041,503258,94844,NA,12,57579,NA,NA,0,28,0,"03020301",18,6167,33,NA,13446,NA,1,0,NA,NA,0,NA,1,20,0,NA,NA,1,0,0,4,NA,NA,0,0,0,11,0,NA,0,NA,NA,0,NA,NA,NA,15109,NA,NA,NA,0,NA,0,0,NA,0,0,38570,0,34,0,9,0,0,NA,NA,1515,0,52,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,236657,10,NA,4078,1756,226,1,171304,2,0,86874,36142,171036,52894,9925,2513,2766,17880,1031823,39151,664731,155905,1039461,10607,NA,3177,256915,NA,NA,0,9869,50,"03030006",93,24645,506,NA,10710,NA,36,NA,NA,NA,283,0,139,40162,19,NA,NA,169,NA,24,197,NA,NA,NA,11,0,0,0,NA,15,NA,NA,0,NA,NA,0,210587,NA,NA,NA,500,NA,41,872,NA,30966,10,178021,2,2860,NA,7352,30,100,NA,NA,15079,0,0,491,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0,278801,10,NA,5626,1976,99,0,110072,8,0,175832,34295,152181,65426,18383,5222,5906,3085,1294252,37343,595568,88343,1545017,18409,NA,996,185527,NA,NA,0,6623,51,"03030007",34,12875,1065,NA,4645,NA,20,NA,NA,NA,194,0,88,13804,0,NA,NA,215,NA,0,112,NA,NA,NA,69,0,2,0,NA,0,NA,NA,0,NA,NA,0,227134,NA,NA,NA,503,NA,0,134,NA,11353,110,90735,0,333,NA,4477,0,15,NA,NA,14563,0,0,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,205421,57076,5,NA,770,36,995,0,14194,0,0,61138,90129,129650,75387,21775,5850,11320,293,1037270,4457,437710,81514,749511,71769,NA,515,42316,NA,NA,0,2880,1,"03030005",7,6534,140,NA,9727,NA,11,NA,NA,NA,4,0,52,888,1,NA,NA,19,NA,1,12,NA,NA,NA,1,4,0,0,NA,5,NA,NA,0,NA,NA,0,31149,NA,NA,NA,246,NA,0,0,NA,124,1,15582,0,755,NA,4531,0,1,NA,NA,5448,0,0,7,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,38175,190,NA,3408,96,402,8,462056,0,0,52406,29812,294213,138091,48907,21107,4648,1869036,545233,68540,42413,456755,9884,525,NA,0,35464,NA,NA,6,41,39,"03030003",42,5028,518,NA,1306,NA,0,NA,NA,NA,3,0,62,5972,0,NA,NA,3,NA,159,4,NA,NA,NA,0,1,0,72,NA,0,NA,NA,2114,NA,NA,2,23748,NA,NA,NA,171,NA,261,496,NA,117,4364,1792,2382,82,NA,2944,2,0,NA,NA,5,0,3,24,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,46278,114,NA,2733,568,235,15,74655,0,0,106365,72293,376887,216812,59293,19152,60257,504786,1401710,73667,253593,608996,461443,5382,NA,90,139463,NA,NA,0,1945,7,"03030004",218,22001,336,NA,10645,NA,5,NA,NA,NA,22,0,292,27529,4,NA,NA,520,NA,13,2,NA,NA,NA,1,0,1,0,NA,19,NA,NA,0,NA,NA,0,63776,NA,NA,NA,395,NA,0,15,NA,3449,6,70905,1,361,NA,1844,7,2,NA,NA,585,1,0,907,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,66557,1312,NA,20381,430,923,63,490116,0,1,136431,123208,514479,292093,104276,43144,2100,1908671,540172,47072,21822,451293,28089,689,NA,1,59865,NA,NA,0,80,183,"03030002",41,1519,109,NA,202,NA,0,NA,NA,NA,1,1,156,15835,0,NA,NA,2,NA,0,5,NA,NA,NA,0,1,0,0,NA,0,NA,NA,85,NA,NA,0,34641,NA,NA,NA,563,NA,315,1859,NA,1,1576,997,1985,2,NA,394,318,0,NA,NA,2,0,0,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,826876,10498,0,NA,1266,5,235,0,433,0,0,4388,28555,131368,94351,33893,6238,19167,18,342069,279,133867,20971,197590,75900,NA,18,7766,NA,0,0,238,0,"03040208",0,151,1,NA,1448,0,0,20,NA,NA,0,0,24,13,0,NA,NA,0,0,0,1,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,0,8330,0,NA,NA,22,NA,2,0,NA,0,12,180,0,0,0,138,0,NA,NA,NA,53,0,0,5,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0,235796,248,NA,2025,38,271,571,655895,3,0,180634,33223,650372,182336,53319,21085,881,3938305,274854,40645,45350,541528,542,117,NA,0,121044,NA,283,0,112,145,"03040101",226,580,4464,NA,121,1096,0,7,NA,NA,89,0,68,16638,82,NA,NA,0,6,40,112,NA,NA,NA,40,229,NA,0,NA,0,NA,NA,1,NA,NA,2,44870,0,NA,NA,250,NA,26,12549,NA,2,1064,39,1898,0,0,10,0,NA,NA,NA,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,179068,19,NA,3725,851,1115,1,63307,0,1,94784,15193,153828,42124,7366,1956,2892,450809,893749,37417,227793,489032,901818,4078,NA,0,217195,NA,0,0,680,2,"03040202",9,6455,1091,NA,3056,0,52,0,NA,NA,32,0,89,568,0,NA,NA,0,0,1107,0,NA,NA,NA,0,0,NA,0,NA,2,NA,NA,0,NA,NA,0,125462,0,NA,NA,282,NA,0,0,NA,0,477,125853,0,23,0,371,0,NA,NA,NA,12501,5,0,466,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,225324,4,NA,6530,8135,784,2,116705,0,261,266050,85133,372216,144842,39611,15571,13441,526891,1852049,24536,427699,704004,1844782,10026,NA,1,179722,NA,0,1,1888,67,"03040201",128,10497,1909,NA,2910,0,22,4,NA,NA,0,0,482,268,0,NA,NA,2,0,4661,8,NA,NA,NA,0,0,NA,120,NA,6,NA,NA,0,NA,NA,1,132232,0,NA,NA,551,NA,0,9,NA,5,1371,228755,1,109,0,2031,2,NA,NA,NA,31870,109,6,1737,0,55,0,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,398407,35,NA,6149,1753,725,0,44707,4,0,287029,30132,244064,73136,18250,5316,5508,68844,1001417,9031,444670,215014,1385265,5955,NA,92,282293,NA,0,3,1109,73,"03040203",21,21483,180,NA,26450,0,692,0,NA,NA,639,0,281,797,0,NA,NA,57,0,338,4,NA,NA,NA,6,0,NA,46,NA,1,NA,NA,0,NA,NA,0,302855,0,NA,NA,1543,NA,2,80,NA,4678,422,114266,0,432,0,5661,1,NA,NA,NA,32314,148,0,1203,0,618,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,223054,2,NA,6149,4953,1878,1,66958,0,0,231502,26613,153923,57377,11891,2938,5013,24547,723012,2866,288107,134616,1306866,8736,NA,6,182570,NA,0,349,742,135,"03040204",2,8238,14,NA,14212,0,102,0,NA,NA,14,0,637,117,0,NA,NA,315,0,10,31,NA,NA,NA,2,0,NA,13,NA,0,NA,NA,0,NA,NA,0,198262,0,NA,NA,1709,NA,2,677,NA,319,1706,176608,1,89,0,2125,0,NA,NA,NA,64041,114,0,1784,8,27,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,1893,216983,0,NA,4304,177,250,0,11611,18,0,172198,88065,240920,97238,24638,4862,4416,309,1278244,4976,526942,110154,1528607,44938,NA,132,176660,NA,0,0,403,6,"03040206",4,5320,79,NA,13819,0,40,8,NA,NA,253,0,404,604,0,NA,NA,83,0,0,24,NA,NA,NA,0,0,NA,0,NA,8,NA,NA,0,NA,NA,0,117442,0,NA,NA,360,NA,0,0,NA,1799,64,43600,0,61,0,1467,0,NA,NA,NA,27833,1,0,187,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,0,172844,1317,NA,3101,49,146,61,376812,0,0,47965,6822,169429,54786,13245,5540,1019,1180905,99387,4321,11476,253602,1094,38,NA,0,101383,NA,181,181,255,0,"03040102",1,460,12020,NA,37,83,0,7,NA,NA,14,320,869,1703,0,NA,NA,0,1,29,6,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,38,NA,NA,5,60324,11,NA,NA,583,NA,248,8183,NA,0,6758,821,9766,0,0,136,148,NA,NA,NA,0,0,0,4,0,234,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,62226,202,NA,2036,48,331,18,254958,0,0,27257,107587,293131,121821,36369,16027,841,1677533,291899,14860,14588,384082,941,237,NA,0,64763,NA,2,13,173,19,"03040103",5,1477,46,NA,141,0,0,0,NA,NA,0,1,8,3915,0,NA,NA,0,0,1,1,NA,NA,NA,0,1,NA,6,NA,0,NA,NA,1595,NA,NA,113,33484,0,NA,NA,288,NA,104,1944,NA,0,903,7145,591,16,0,183,67,NA,NA,NA,7,0,0,13,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,0,46258,13,NA,1555,204,252,71,86207,0,2,29193,44424,116019,17053,5484,2531,2380,998001,733377,35233,39956,225218,36451,744,NA,1,22317,NA,0,0,13,26,"03040104",0,758,24,NA,1103,0,0,1,NA,NA,0,0,12,66,0,NA,NA,0,0,695,10,NA,NA,NA,0,0,NA,371,NA,0,NA,NA,13,NA,NA,25,28368,0,NA,NA,52,NA,1,327,NA,59,27,24976,3,243,0,738,0,NA,NA,NA,12,0,0,8,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,0,243927,693,NA,8158,995,541,191,368808,0,0,115570,21220,438824,197822,58105,22786,8246,1416696,342209,6749,3579,404603,1179,684,NA,0,101712,NA,3,11,26,4,"03040105",1,1314,687,NA,432,3,0,0,NA,NA,0,0,25,4,0,NA,NA,0,0,113,3,NA,NA,NA,0,0,NA,36,NA,9,NA,NA,32,NA,NA,711,247595,11,NA,NA,696,NA,217,3175,NA,4,998,57614,163,5,0,1343,15,NA,NA,NA,4,0,0,219,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,0,420816,0,NA,3809,493,1671,0,60168,0,0,204375,27827,257224,73679,16897,4419,2536,28596,1295033,10114,633655,351342,1839372,26886,NA,1,230365,NA,0,0,561,21,"03040205",0,2646,157,NA,7050,0,34,0,NA,NA,0,0,70,209,2,NA,NA,0,0,33,7,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,0,208063,0,NA,NA,1064,NA,1,0,NA,0,959,179392,0,10,7,2568,0,NA,NA,NA,28111,3,0,9718,77,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,234859,11724,0,NA,461,183,154,0,4221,0,0,26017,32468,37797,11662,3741,1314,4684,172,515506,171,160831,32672,424407,99416,NA,0,17179,NA,0,0,61,0,"03040207",0,347,25,NA,886,0,25,0,NA,NA,0,0,78,14,0,NA,NA,0,0,0,3,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,0,4237,0,NA,NA,392,NA,0,0,NA,0,227,18362,0,22,0,118,0,NA,NA,NA,3100,0,0,293,31,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,55881,121,NA,1764,187,661,56,304197,10,NA,101245,257204,727308,317524,75087,27888,5241,3606384,540185,18812,38958,628929,905,15,0,0,31926,NA,402,1,142,0,"03050101",1,95,10613,NA,1429,552,0,12,0,NA,910,5,8,1147,0,NA,NA,0,132,104,0,0,0,NA,1,NA,NA,NA,0,2,NA,NA,120,NA,0,NA,24141,11,NA,NA,113,NA,15,1527,NA,0,1079,341,963,2,0,171,10,NA,NA,NA,9,0,5,11,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,144706,13007,0,NA,117,1,102,0,4402,0,NA,22097,355880,249346,193483,70234,26006,13880,1110,1036031,2415,250890,112352,929418,200565,0,0,5403,NA,0,0,12,19,"03050201",0,14,5,NA,442,0,0,0,0,NA,0,0,1,0,0,NA,NA,0,0,0,1,0,0,NA,0,NA,NA,NA,0,0,NA,NA,0,NA,0,NA,1241,0,NA,NA,279,NA,0,0,NA,0,18,3181,0,6,0,13,0,NA,NA,NA,79,0,0,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
