"layer","zone","Background","Corn","Soybeans","Barley","Spring Wheat","Winter Wheat","Rye","Oats","Canola","Mustard","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Sugarbeets","Potatoes","Clover/Wildflowers","Fallow/Idle Cropland","Christmas Trees","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Peas","Blueberries","Radishes","HUC","Apples","Sorghum","Millet","Misc Vegs & Fruits","Hops","Sod/Grass Seed","Aquaculture","Tomatoes","Pumpkins","Tobacco","Dry Beans","Other Crops","Triticale","Peppers","Squash","Sunflower","Grapes","Sweet Potatoes","Cucumbers","Herbs","Strawberries","Peaches","Other Tree Crops","Cranberries","Dbl Crop WinWht/Soybeans","Onions","Dbl Crop WinWht/Corn","Pears","Speltz","Dbl Crop Oats/Corn","Plums","Nectarines","Greens","Asparagus","Cantaloupes","Dbl Crop Barley/Soybeans","Cotton","Vetch","Dbl Crop WinWht/Sorghum","Dbl Crop Barley/Corn","Rape Seed","Watermelons","Carrots","Lettuce","Dbl Crop Corn/Soybeans","Cabbage","Turnips","Eggplants","Dbl Crop Soybeans/Oats","Pop or Orn Corn","Switchgrass","Cherries","Peanuts","Pecans","Dbl Crop WinWht/Cotton","Rice","Celery","Olives","Sugarcane","Citrus","Oranges","Honeydew Melons","Cauliflower","Camelina","Walnuts","Mint","Gourds","Flaxseed","Durum Wheat","Dbl Crop Soybeans/Cotton","Other Small Grains","Safflower","Lentils","Perennial Ice/Snow ","Pistachios","Caneberries","Apricots","Almonds","Dbl Crop Lettuce/Cantaloupe","Garlic","Dbl Crop Lettuce/Cotton","Dbl Crop Lettuce/Barley","Sweet Corn","Chick Peas","Pomegranates"
1,9,418,469939,473267,125,0,300180,3647,6031,NA,NA,93887,1340,NA,224070,6648,34,72591,9,5707,75346,93632,13027,3687,3455,126728,1896,505,293,45901,139269,8739,NA,18,0,720,"04080103",0,5,0,NA,0,149,0,0,14,NA,374601,46,0,0,0,42,0,NA,19633,269,NA,0,NA,NA,10,0,0,0,586,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,5,NA,NA,NA,38,754,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,269,113642,148496,2,0,46857,204,910,NA,NA,2738,429,NA,49908,193,40,3650,0,17136,45510,91077,51677,20890,2226,34685,287,194,306,14635,11656,8059,NA,4,0,0,"04080206",0,0,0,NA,29,5,0,0,43,NA,45265,1,0,0,0,11,0,NA,11767,73,NA,0,NA,NA,0,1,0,0,5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,0,NA,NA,NA,34,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,55289,148489,33,NA,10302,376,440,NA,NA,10958,1533,NA,145,0,22,26821,1951,64961,353706,409386,354195,153313,5600,400103,5897,993,634,140440,137900,6455,NA,NA,NA,0,"04090003",327,102,NA,0,1,2562,NA,1,251,NA,243,0,0,0,0,0,NA,NA,13,3,NA,NA,NA,NA,1,NA,NA,NA,6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,293185,386083,806429,533,NA,140594,1110,4520,NA,NA,84722,14688,NA,74755,152,552,67011,700,13565,175121,116312,39784,14303,2487,753570,13344,1230,3055,358486,198468,14243,NA,NA,NA,3,"04090001",37,1,NA,0,20,6171,NA,0,916,NA,51390,9,2,0,156,0,NA,NA,305,1,NA,NA,NA,NA,133,NA,NA,NA,972,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,975,NA,NA,1,NA,NA,NA,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,5792132,9688,48580,37,NA,1895,36,80,NA,NA,3950,2755,NA,70,0,0,19760,317,7774,63096,89279,127199,30231,1001,123084,233,48,315,44916,60265,24924,NA,NA,NA,0,"04090002",29,0,NA,0,52,296,NA,0,4,NA,11,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,38,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,2882346,0,0,0,NA,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,"04090007",0,0,NA,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,3393025,0,0,0,NA,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,"04090006",0,0,NA,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,726225,4399,25500,2,NA,3312,30,150,NA,NA,3186,13,NA,39,1,7,8861,18,16648,339639,482519,501518,225715,5508,149389,490,302,65,27244,34505,3396,NA,NA,NA,0,"04090004",71,0,NA,2,0,630,NA,16,31,NA,75,0,0,16,0,2,NA,NA,12,0,NA,NA,NA,NA,11,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,50,NA,NA,NA,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,5,92980,153130,37,0,27575,307,1787,NA,NA,48395,271,0,41,2,76,21377,190,118533,425705,274608,116216,45289,10059,703054,10390,2083,525,237319,330238,17752,NA,NA,1,NA,"04100013",35,104,NA,4,4,3173,NA,11,8,0,89,0,2,20,1,313,0,NA,66,15,NA,0,0,NA,15,0,4,NA,50,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,8,0,NA,NA,674,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,4121,1388640,2171261,129,0,172633,285,1748,NA,NA,45279,9591,0,0,0,599,1289,132,44070,287373,145628,51463,21427,33145,521580,636,669,3306,233155,632,82303,NA,NA,3,NA,"04100011",2948,7,NA,0,0,20,NA,9,704,0,18,42,0,15,9,107,0,NA,225,13,NA,0,0,NA,5517,8,339,NA,10,NA,NA,NA,25,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,36,0,NA,NA,7360,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,21,368223,763393,4,0,54187,63,301,NA,NA,20113,11112,0,0,0,930,27714,32,19581,115581,56315,15598,6427,3592,498402,336,120,7366,179615,6242,8960,NA,NA,2,NA,"04100012",364,3,NA,0,0,6,NA,0,5,0,0,979,4,238,366,2,2,NA,676,223,NA,0,8,NA,19489,19,193,NA,30,NA,NA,NA,606,NA,NA,60,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,8815,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,1156076,2225696,50,0,238444,307,155,NA,NA,40219,20110,0,0,0,7124,1115,1,31968,298523,135212,37415,19378,4631,321363,290,0,1703,200748,1919,11848,NA,NA,0,NA,"04100007",0,16,NA,0,0,96,NA,320,0,2,3,1,28,0,0,0,0,NA,0,17,NA,0,0,NA,572,0,37,NA,0,NA,NA,NA,0,NA,NA,11,NA,NA,NA,NA,NA,NA,0,NA,NA,2,0,NA,NA,40304,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,562962,1046224,33,0,94822,334,42,NA,NA,23079,2318,0,0,0,777,187,12,12602,132668,61230,19686,8865,2987,152619,52,1,72,91791,141,2932,NA,NA,0,NA,"04100008",1,0,NA,0,0,20,NA,2540,0,0,3,2,84,0,0,0,0,NA,0,0,NA,0,0,NA,578,0,0,NA,0,NA,NA,NA,0,NA,NA,26,NA,NA,NA,NA,NA,NA,0,NA,NA,10,0,NA,NA,1803,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,14,826203,1164873,21,0,163689,30,5,NA,NA,34206,882,0,112,917,1598,1506,17,45930,207248,146735,62092,28782,6449,240335,2516,0,118,135688,1606,4652,NA,NA,0,NA,"04100009",555,11,NA,0,0,56,NA,870,24,0,1656,302,0,117,0,0,0,NA,0,437,NA,0,0,NA,802,0,0,NA,0,NA,NA,NA,0,NA,NA,3,NA,NA,NA,NA,NA,NA,89,NA,NA,935,0,NA,NA,19748,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,525,525351,1242392,0,0,117064,359,134,NA,NA,59073,1346,0,0,0,10,291,437,44331,158521,121843,54294,25587,25228,145403,111,2,83,108099,693,111497,NA,NA,0,NA,"04100010",318,4,NA,0,0,6,NA,875,0,0,56,2144,1,561,0,19,0,NA,297,1,NA,0,0,NA,1169,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,415,0,NA,NA,5535,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,16506,258883,475050,4,0,89018,302,329,NA,NA,21447,505,0,17,227,0,37545,42,18989,193333,210065,81379,36562,13606,331472,195,154,814,163494,44977,12447,NA,NA,1,NA,"04100001",8,1,NA,3,0,437,NA,3345,179,0,28,0,1,397,0,18,0,NA,3,2,NA,0,0,NA,452,0,0,NA,8,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,1404,0,NA,NA,7,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,501620,844833,25,0,81732,14,429,NA,NA,61176,5472,1,23,78,1125,11849,5,17038,109406,44273,14917,7281,1808,211655,335,27,6852,189658,112692,11569,NA,NA,0,NA,"04100006",5,156,NA,3,4,78,NA,749,5,0,11,0,2,61,0,4,0,NA,1,6,NA,0,0,NA,95,0,0,NA,54,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,129,0,NA,NA,455,41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,19,600655,768320,10,0,148383,179,1717,NA,NA,101412,1284,0,33,91,16,42890,47,48878,180566,113625,32746,13650,4169,424439,1950,327,2749,322052,214151,10602,NA,NA,3,NA,"04100002",1245,611,NA,0,10,1464,NA,9023,313,0,46,0,28,1899,0,90,0,NA,32,13,NA,1,0,NA,44,0,13,NA,310,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,9070,2,NA,NA,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,0,623498,931857,0,0,60046,141,208,NA,NA,32628,12611,0,0,0,345,1952,0,10456,151011,85731,35801,16528,2576,168315,124,0,2895,123345,1335,9381,NA,NA,0,NA,"04100004",0,1,NA,0,0,24,NA,72,4,0,1,2,62,0,0,0,0,NA,0,68,NA,0,0,NA,436,0,27,NA,1,NA,NA,NA,0,NA,NA,14,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,10891,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,0,230198,438574,1,0,40174,37,231,NA,NA,14972,6031,0,0,0,1069,1860,0,15441,73381,59722,19479,9372,961,78047,27,0,3295,110528,5239,5894,NA,NA,0,NA,"04100005",0,0,NA,0,0,49,NA,39,0,0,3,0,0,0,0,0,0,NA,0,66,NA,0,0,NA,10,0,1,NA,0,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,47,0,NA,NA,63,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,0,495039,863831,5,1,95757,435,1226,NA,NA,49472,21631,1,2,5,70,11714,2,45638,178585,102307,33131,13891,1844,417664,1006,56,37473,530649,229397,11060,NA,NA,0,NA,"04100003",19,498,NA,3,3,13,NA,26,0,0,10,2,31,9,0,0,0,NA,14,294,NA,0,0,NA,159,0,1,NA,2,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,41,0,NA,NA,1660,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,2,68489,137282,0,NA,11092,8,432,NA,NA,11844,77738,NA,NA,0,71,7642,0,32945,120182,73240,10667,2492,1961,1035489,1159,0,49189,323358,60256,2166,NA,1889,NA,NA,"04110004",123,16,NA,NA,NA,89,NA,NA,3,NA,NA,25,NA,0,0,NA,508,NA,NA,NA,NA,NA,0,NA,6,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0,34599,50214,4,NA,5289,81,359,NA,NA,7019,17984,NA,NA,1,5,2976,3,57821,417320,419167,176709,67689,5290,816885,2826,108,4358,237710,8831,1353,NA,5,NA,NA,"04110002",3,46,NA,NA,NA,118,NA,NA,0,NA,NA,3,NA,0,0,NA,52,NA,NA,NA,NA,NA,1,NA,211,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,42,112652,359814,5,NA,17284,88,471,NA,NA,20383,10340,NA,NA,0,292,26596,3,20030,385312,336369,111035,28156,3207,694551,1631,23,14339,337720,88187,1702,NA,6,NA,NA,"04110001",245,111,NA,NA,NA,103,NA,NA,0,NA,NA,195,NA,16,5,NA,7,NA,NA,NA,NA,NA,0,NA,2497,NA,NA,NA,105,NA,NA,NA,NA,NA,NA,823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,220,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,87,20305,40745,1,NA,2851,4,119,NA,NA,2131,24976,NA,NA,1,6,2648,0,17701,324158,301367,93069,37126,2351,738340,1389,9,17283,170489,6823,952,NA,30,NA,NA,"04110003",100,2,NA,NA,NA,129,NA,NA,0,NA,NA,446,NA,0,0,NA,88,NA,NA,NA,NA,NA,0,NA,11,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,2,105001,15267,53,NA,5129,116,1394,NA,NA,54318,184125,2,40,5352,202,15414,0,9438,58274,12413,3551,1070,1716,883220,100365,19184,7050,89823,21581,1571,239,2211,150,NA,"04120102",29,6,NA,NA,NA,0,NA,3,0,NA,3886,0,395,0,19,NA,7707,NA,6,NA,19,NA,0,NA,0,34,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,31,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,157,79278,97570,7,NA,4426,464,3405,NA,NA,3421,204775,0,0,960,174,22255,24,11243,172204,139783,51184,19019,1601,1276617,23225,4793,16549,114329,40595,1476,0,28,111,NA,"04120101",850,0,NA,NA,NA,450,NA,0,16,NA,402,81,82,0,0,NA,157143,NA,0,NA,10,NA,2,NA,11,6,44,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,197,99174,22093,1,NA,5265,91,1096,NA,NA,91134,152054,0,118,547,181,17040,12,7941,165491,120461,54613,32380,6397,950567,54833,22105,7295,148725,78543,3086,212,327,24,NA,"04120103",83,18,NA,NA,NA,0,NA,7,0,NA,1932,0,2129,138,4,NA,7877,NA,1315,NA,10,NA,0,NA,0,49,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,11,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,287261,35979,291,224,36164,717,9409,NA,NA,189424,354456,41,17,14975,6249,57234,423,21186,137276,22956,6824,1648,1090,2042250,228040,194600,68573,320506,36764,12636,0,1372,284,NA,"04130002",26,1207,0,2,NA,2,40,0,17,NA,10115,0,1060,0,147,226,46,NA,13,NA,0,0,NA,NA,NA,36,0,0,256,3,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,26,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0,436468,114231,28,1,102329,1020,2507,NA,NA,263684,77055,5,2442,2212,1973,170570,960,48882,183626,90141,48924,20764,5562,751220,22404,58556,47389,336771,215510,21167,7,7630,3,NA,"04130003",395,1702,3,6,NA,47,72,0,225,NA,24944,0,1731,0,775,3,60,NA,967,NA,4,0,NA,NA,NA,195,279,0,10,375,0,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,0,NA,4702,1,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,38,400850,186673,321,3,78560,728,2141,NA,NA,180835,51423,0,2516,2895,2518,205330,469,22319,175127,98498,23910,8041,6132,613408,2691,10755,6251,284502,425124,27648,0,5463,1,NA,"04130001",50490,3165,7,49,NA,331,0,31,198,NA,22856,109,720,6,8324,174,1148,NA,3076,NA,11,515,NA,NA,NA,10827,0,17,0,2,91,NA,882,NA,NA,NA,NA,NA,NA,NA,NA,NA,880,79,NA,21025,61,NA,NA,NA,NA,575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,30,166289,11835,4,111,1441,65,599,NA,NA,76613,270124,1,NA,0,169,9078,40,226581,57778,24296,14868,3720,5401,2875800,897376,119730,368465,111681,226386,18860,NA,0,0,NA,"04140301",4,182,0,0,NA,2,0,NA,0,NA,133,0,24,NA,0,0,0,NA,0,NA,NA,0,NA,NA,NA,5,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0,1106301,499977,4929,261,153613,7853,14137,NA,NA,647917,399310,1455,NA,1314,8803,370043,413,647362,521223,221902,96618,39388,15180,2681086,145165,350701,391715,949892,572533,52104,NA,541,43,NA,"04140201",8555,505,1,81,NA,84,0,NA,212,NA,5340,18,8593,NA,1043,952,19592,NA,4,NA,NA,0,NA,NA,NA,2118,423,74,1027,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1522,NA,NA,4607,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,69,13996,10547,5,0,486,51,31,NA,NA,2681,8982,8,NA,0,1,16453,94,15147,21728,10870,5635,2294,697,162821,9225,1533,41263,30776,57813,2374,NA,6,1,NA,"04140203",112,0,0,0,NA,0,0,NA,0,NA,381,0,99,NA,2,1,0,NA,0,NA,NA,0,NA,NA,NA,2157,3,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,19250,96440,65352,8,0,10872,588,386,NA,NA,23286,40008,8,NA,722,165,68465,911,21799,221421,88744,41837,13358,3578,664733,21877,55368,51175,223744,175351,18160,NA,317,7,NA,"04140101",71347,43,0,0,NA,1,6,NA,0,NA,650,0,1014,NA,77,2,398,NA,0,NA,NA,1,NA,NA,NA,1839,11,420,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,118,NA,NA,NA,NA,NA,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,10863,142802,11798,86,2,7566,417,538,NA,NA,69855,157074,1,NA,0,18,19322,191,46125,64247,19279,6102,2123,1565,1399873,222120,9676,228768,106018,273346,19194,NA,1,1,NA,"04140102",296,22,0,0,NA,0,0,NA,0,NA,23,0,1310,NA,2,4,0,NA,0,NA,NA,0,NA,NA,NA,1822,0,49,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,464,51354,11154,836,19,4822,483,57,NA,NA,10832,271030,0,NA,0,1,18538,0,11852,23760,22414,5600,1708,737,267869,11908,683,59608,82597,69165,6953,NA,0,0,NA,"04140302",6,30,0,0,NA,0,0,NA,0,NA,0,0,45,NA,0,1,0,NA,0,NA,NA,0,NA,NA,NA,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,192760,30525,1797,118,6191,561,1698,NA,NA,145864,172827,55,NA,0,259,80699,1741,290208,173308,93282,26837,9780,8526,1560632,409540,18317,483563,288885,289855,18900,NA,4,33,NA,"04140202",112,110,1,3,NA,176,0,NA,0,NA,1288,0,541,NA,0,0,1,NA,0,NA,NA,0,NA,NA,NA,1087,242,36,28,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,2029509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04160004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
