"layer","zone","Background","Corn","Soybeans","Barley","Spring Wheat","Rye","Oats","Millet","Alfalfa","Other Hay/Non Alfalfa","Dry Beans","Potatoes","Peas","Clover/Wildflowers","Fallow/Idle Cropland","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Blueberries","Christmas Trees","Broccoli","Sweet Corn","Canola","Other Crops","Apples","Pumpkins","HUC","Sod/Grass Seed","Squash","Triticale","Winter Wheat","Cantaloupes","Sorghum","Sunflower","Tobacco","Strawberries","Cranberries","Misc Vegs & Fruits","Nectarines","Durum Wheat","Speltz","Tomatoes","Peaches","Peppers","Asparagus","Onions","Grapes","Other Tree Crops","Cabbage","Eggplants","Greens","Lettuce","Cherries","Dbl Crop WinWht/Soybeans","Sweet Potatoes","Herbs","Plums","Dbl Crop Barley/Corn","Radishes","Dbl Crop Barley/Soybeans","Switchgrass","Pop or Orn Corn","Dbl Crop Oats/Corn","Turnips","Watermelons","Carrots","Dbl Crop WinWht/Corn","Dbl Crop WinWht/Sorghum","Cotton","Sugarbeets","Dbl Crop Soybeans/Oats","Dbl Crop Barley/Sorghum","Dbl Crop Corn/Soybeans","Vetch","Gourds","Peanuts","Forest","Wetlands","Aquaculture","Dbl Crop WinWht/Cotton","Dbl Crop Soybeans/Cotton","Pecans","Rice","Safflower","Walnuts","Sugarcane","Citrus","Oranges","Flaxseed","Camelina","Mint","Celery","Prunes","Cauliflower","Garlic","Mustard","Lentils","Rape Seed","Perennial Ice/Snow ","Other Small Grains","Honeydew Melons","Pistachios","Olives","Dbl Crop Lettuce/Durum Wht","Dbl Crop Lettuce/Cantaloupe","Dbl Crop Lettuce/Cotton","Pomegranates","Dbl Crop Durum Wht/Sorghum","Apricots","Caneberries","Hops","Pears","Cucumbers","Almonds"
1,7,194921,35657,30838,10,NA,0,2,3,12,1361,2,1,0,4,675,14387,14565,10817,5323,1420,30783,275995,115564,2831,0,33859,18462,39953,0,0,NA,6,0,22,0,0,"02080107",85,5,0,17,0,0,2,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,0,NA,11169,0,NA,NA,0,NA,0,NA,NA,0,NA,0,0,0,0,1024,0,49,0,NA,0,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,0,9324,3100,250,NA,131,66,50,182,92698,0,0,0,0,1431,14890,154247,51803,12394,5306,957,1269693,194043,44114,3242,349766,983,203,0,1,NA,0,0,40,60,1,"02080204",55,0,2,398,0,12,0,0,0,NA,0,NA,NA,NA,0,1,0,0,NA,56,NA,0,NA,0,0,NA,578,0,NA,NA,320,NA,0,NA,NA,0,NA,0,0,27,0,0,0,15,10,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,41945,22447,366,NA,26,24,75,238,141082,0,0,0,0,5071,34886,142223,44391,15990,5541,12981,1471873,400147,16550,21318,304150,27817,3843,0,1,NA,0,4,72,2,1,"02080205",65,0,0,742,0,35,1,11,0,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,0,NA,4964,1,NA,NA,105,NA,0,NA,NA,36,NA,0,0,37,11,5,0,32,0,NA,12,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,71910,511650,426756,52,NA,314,16,0,2060,13525,10196,2396,243,3,12245,22438,25958,20238,9820,3575,22830,625864,152350,17417,0,153635,78375,77974,25,1,NA,7218,0,1398,777,76,"02080109",2730,12,0,810,69,2776,0,0,0,NA,264,NA,NA,NA,65,382,334,13,NA,0,NA,44,NA,0,25,NA,67902,22,NA,NA,503,NA,23370,NA,NA,10,NA,9692,3,86,4,0,2,6,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,404228,115454,81961,74,NA,0,1,7,18,4068,2,1,0,2,1645,52489,17018,7700,2487,515,86315,510830,419362,8188,0,63162,50423,67422,0,0,NA,5,0,69,0,0,"02080102",44,11,0,72,0,0,2,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,0,NA,39190,0,NA,NA,0,NA,0,NA,NA,0,NA,0,0,1,0,609,0,10,0,NA,0,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,0,29023,865,259,NA,25,41,96,2874,108352,0,0,0,0,3974,26975,216588,49174,10884,2853,891,5052773,294294,34906,256,529424,46,12,0,4,NA,0,0,11,49,0,"02080201",0,0,1,319,0,10,0,30,12,NA,0,NA,NA,NA,0,13,0,0,NA,0,NA,1,NA,6,0,NA,24,0,NA,NA,98,NA,0,NA,NA,0,NA,0,0,68,0,0,0,0,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,0,16667,1138,263,NA,33,13,106,602,60197,0,0,1,0,1686,5807,111641,32632,4498,1215,195,1544787,160777,32500,5,435951,6,3,0,0,NA,0,0,0,1,0,"02080202",0,0,1,585,0,1,0,4,6,NA,0,NA,NA,NA,0,1,0,0,NA,0,NA,0,NA,0,0,NA,41,0,NA,NA,649,NA,0,NA,NA,0,NA,0,0,19,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,0,19608,14928,328,NA,68,105,34,92,322811,0,0,0,0,2657,43213,272191,94851,19426,8025,4190,3669976,606506,56858,50578,630827,2574,582,0,1,NA,0,0,425,60,262,"02080203",29,0,2,720,0,114,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,1,NA,0,NA,0,0,NA,292,0,NA,NA,196,NA,0,NA,NA,0,NA,0,0,22,0,0,0,20,2,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,15,0,58865,72468,549,NA,165,180,98,337,288263,4,0,0,2,4209,55070,211188,65580,18252,6300,15231,2242190,818409,36037,57245,574993,89427,4934,0,0,NA,0,0,27,1,0,"02080207",55,0,0,990,0,98,7,229,0,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,0,NA,11005,0,NA,NA,423,NA,0,NA,NA,12,NA,0,0,98,60,788,0,154,0,NA,0,NA,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,16,201175,41188,81870,0,NA,0,2,47,29,2102,29,47,0,0,1839,33039,132749,165765,78668,32286,53355,219626,121107,3329,0,62485,112152,53790,0,0,NA,24,0,464,0,0,"02080208",213,3,0,49,0,0,53,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,0,NA,19921,0,NA,NA,0,NA,0,NA,NA,0,NA,0,0,28,0,33342,0,31,0,NA,0,NA,3543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,17,3386849,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,"02080101",0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,18,468626,154741,150476,76,NA,0,36,177,223,26717,12,0,0,19,4067,100642,267595,196523,93420,41176,162711,1260615,624182,10917,130,212960,177175,94363,0,0,NA,9,1,214,0,0,"02080206",509,22,0,558,0,0,14,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,0,NA,67814,5,NA,NA,23,NA,0,NA,NA,0,NA,54,0,29,0,27992,0,744,0,NA,0,NA,2649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,19,120377,12067,10267,2,NA,1,0,5,1,646,1,77,0,0,1003,31516,100932,107574,47826,14972,30578,51997,55914,1440,0,13165,8374,47343,0,0,NA,8,0,50,0,0,"02080108",83,12,0,19,0,0,112,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,0,NA,2393,0,NA,NA,0,NA,0,NA,NA,0,NA,0,0,1,0,555,0,5,0,NA,0,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,122453,139366,184042,17,NA,87,1,169,19,916,146,3,0,0,2312,15561,20825,5116,1956,457,64980,453033,695809,11057,701,170626,347044,11056,3,0,NA,0,NA,30,0,0,"03010203",196,0,0,2212,0,264,6,5925,1,NA,19,NA,NA,NA,0,0,290,NA,0,0,NA,0,NA,1,NA,NA,51609,149,1535,NA,0,NA,NA,0,NA,0,NA,5,NA,110,1,228038,NA,132,0,2,0,NA,46732,1108,32,201,318,250,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,13700,95217,248023,0,NA,928,16,191,15,6638,15,3,0,0,36553,35376,87989,30156,8268,2550,83917,496792,867013,14536,32252,228973,918888,16330,11,0,NA,1,NA,117,0,0,"03010107",21898,0,104,3736,0,2892,3,3606,0,NA,362,NA,NA,NA,4,0,30,NA,0,20,NA,1,NA,0,NA,NA,31844,31,683,NA,0,NA,NA,5,NA,0,NA,4,NA,11,44,420587,NA,21,0,4,0,NA,45473,7949,4646,468,46,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,28297,79316,357,NA,274,585,150,134,376653,0,0,0,10,50281,204761,169941,27790,5180,1787,3499,2271493,714987,89531,102015,810056,45733,156,0,2,NA,26,NA,26,1,20,"03010102",31,0,3,8179,1,83,1,652,0,NA,1,NA,NA,NA,0,1,0,NA,0,0,NA,13,NA,0,NA,NA,6682,2,0,NA,554,NA,NA,0,NA,0,NA,1,NA,265,3,163,NA,268,0,0,0,NA,66,2805,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,71694,40941,330,NA,228,700,145,1248,215145,0,0,0,45,75220,52981,320807,91514,23939,10820,2356,3676386,401530,30018,40315,839395,997,99,0,275,NA,116,NA,442,43,2,"03010103",351,0,3,6257,11,168,2,5183,36,NA,0,NA,NA,NA,0,53,2,NA,0,10,NA,18,NA,2,NA,NA,3445,1,0,NA,414,NA,NA,0,NA,4,NA,0,NA,302,3,232,NA,186,34,0,2,NA,0,788,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,25209,51370,152,NA,350,152,487,143,169525,0,0,0,4,42014,71432,155067,54495,14287,6856,1634,1837618,418104,43765,62627,682879,23993,91,0,0,NA,0,NA,65,2,0,"03010104",119,0,0,7118,0,36,0,2910,0,NA,0,NA,NA,NA,0,7,0,NA,0,0,NA,0,NA,11,NA,NA,16597,0,0,NA,199,NA,NA,0,NA,71,NA,4,NA,54,0,111,NA,79,0,0,0,NA,4,5379,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,10368,67583,183,NA,110,66,117,122,57946,0,0,0,0,20562,105863,75369,13240,1866,628,1179,578292,446067,34089,20054,233331,18498,292,0,0,NA,11,NA,17,1,3,"03010106",1379,0,0,647,1,243,5,1546,0,NA,14,NA,NA,NA,0,0,0,NA,0,0,NA,0,NA,0,NA,NA,6147,1,0,NA,412,NA,NA,0,NA,1,NA,1,NA,66,0,3949,NA,879,1,0,0,NA,941,1128,13,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,81790,303823,126,NA,314,85,242,755,104753,0,0,4,0,16216,12663,111754,26381,5530,2125,67068,1497485,1205187,34122,33926,492780,302599,5607,0,0,NA,0,NA,46,0,4,"03010204",7817,0,19,679,0,71,1,4217,0,NA,18,NA,NA,NA,0,0,2,NA,0,0,NA,5,NA,1,NA,NA,41648,55,44,NA,72,NA,NA,0,NA,3,NA,193,NA,255,75,250194,NA,830,0,0,0,NA,27038,784,145,118,11,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,0,74641,3233,1427,NA,373,417,136,7495,390349,0,0,0,0,6363,116536,335469,231407,62258,22421,2673,3625211,307381,34764,7479,1064012,6,126,0,13,NA,6,NA,7,244,5,"03010101",0,0,20,5574,0,162,0,50,211,NA,0,NA,NA,NA,0,17,0,NA,0,0,NA,1,NA,4,NA,NA,887,0,0,NA,2576,NA,NA,0,NA,0,NA,0,NA,1136,0,0,NA,26,3,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,14974,4390,141,NA,93,72,70,175,138644,0,0,0,3,4024,7054,81989,16015,2362,1307,582,790185,210418,17538,36974,371999,9997,7,0,0,NA,0,NA,0,0,1,"03010105",0,0,2,4611,0,39,0,0,2,NA,0,NA,NA,NA,0,0,0,NA,0,0,NA,0,NA,0,NA,NA,2066,0,0,NA,1195,NA,NA,0,NA,0,NA,0,NA,353,0,0,NA,69,13,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,0,103827,338906,147,NA,39,105,145,254,101606,4,0,0,1,7359,15168,107570,27390,6111,2104,202891,1614758,1585592,24822,17361,446202,196255,15607,0,0,NA,26,NA,65,0,0,"03010201",402,2,3,489,0,89,1,511,0,NA,0,NA,NA,NA,0,0,0,NA,0,0,NA,0,NA,0,NA,NA,35122,3,0,NA,93,NA,NA,0,NA,0,NA,0,NA,103,1,85491,NA,557,0,0,1,NA,21971,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,4780835,658443,1056785,2,NA,4,45,120,44,7770,483,1660,0,0,40697,203607,147456,85935,21153,2996,313267,480044,721263,5843,30872,227036,2788095,316728,0,0,NA,356,NA,158,0,0,"03010205",2309,0,234,8710,0,2130,33,2,33,NA,107,NA,NA,NA,0,0,0,NA,1,76,NA,1432,NA,0,NA,NA,304451,0,2374,NA,0,NA,NA,0,NA,77,NA,0,NA,885,0,199273,NA,1102,0,344,0,NA,9938,1103,5122,1620,17,81,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,0,110261,203795,98,NA,0,14,25,64,5584,35,0,0,2,1015,9069,21270,11946,5309,2169,121188,552524,613200,7810,0,137531,132083,13902,0,0,NA,1,NA,70,0,0,"03010202",240,2,0,191,0,12,4,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,0,NA,0,NA,0,NA,NA,69907,0,0,NA,0,NA,NA,0,NA,0,NA,0,NA,6,0,95646,NA,101,0,0,0,NA,14612,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,708,285087,298693,0,NA,37,123,545,1,5275,3,0,0,NA,16505,28238,147201,54616,17836,6237,1304,156596,604128,40328,29368,470830,602329,9216,50,NA,NA,1,NA,513,NA,1,"03020202",8494,0,0,680,0,302,17,696,0,NA,100,NA,NA,NA,6,1,3,NA,0,3,NA,3,NA,6,NA,NA,71134,369,30,NA,0,NA,NA,3,NA,0,NA,49,NA,9,0,192356,NA,83,NA,6,NA,NA,10359,4294,79,503,35,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0,145015,348439,0,NA,181,30,51,1,9735,0,0,1,NA,17254,16916,125418,49459,17928,5835,1076,219681,521298,21474,34103,420943,390292,6653,17,NA,NA,1,NA,4381,NA,25,"03020103",3712,0,0,1708,1,2085,5,3405,1,NA,222,NA,NA,NA,0,0,3,NA,0,2,NA,0,NA,2,NA,NA,68668,332,28,NA,0,NA,NA,6,NA,0,NA,4,NA,129,2,280360,NA,134,NA,1,NA,NA,41568,2067,171,750,1825,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,152803,534096,58,NA,805,479,3433,22,143899,5,0,54,NA,86773,115703,703262,290316,107797,30683,3722,1725580,899072,165630,54787,1224756,465476,9786,9,NA,NA,6,NA,119,NA,65,"03020201",3026,0,0,5352,52,309,2,3558,0,NA,240,NA,NA,NA,22,6,0,NA,0,1,NA,8,NA,57,NA,NA,91207,3156,0,NA,45,NA,NA,0,NA,2,NA,261,NA,292,0,86999,NA,368,NA,3,NA,NA,4043,6070,6,0,59,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,865263,42631,33604,0,NA,284,8,134,0,3954,0,0,2,NA,75091,28668,107870,95162,26224,6505,13209,15527,423645,48105,53256,207304,345248,72274,41,NA,NA,1,NA,2,NA,0,"03020302",6119,0,0,102,0,3,0,1,0,NA,0,NA,NA,NA,0,0,0,NA,0,10,NA,0,NA,0,NA,NA,7205,1,8,NA,0,NA,NA,0,NA,0,NA,0,NA,9,0,12726,NA,4,NA,1,NA,NA,2166,708,1,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,4356343,79213,48098,0,NA,0,67,3,0,11,483,0,0,NA,280,210247,26224,12865,2190,113,21626,1137,45240,1029,11809,63309,444087,240178,0,NA,NA,473,NA,2,NA,0,"03020105",22,18,2,39,0,47,0,0,0,NA,273,NA,NA,NA,0,0,0,NA,0,1,NA,4,NA,0,NA,NA,8294,0,0,NA,0,NA,NA,0,NA,1,NA,0,NA,1,0,40518,NA,3,NA,5,NA,NA,0,911,1543,15,0,0,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,58390,289319,16,NA,201,252,495,42,73814,0,0,2,NA,101331,33902,225025,66721,22239,8270,1856,1096580,601762,90791,33378,661788,208389,3076,1,NA,NA,17,NA,111,NA,16,"03020101",7711,0,0,8035,67,632,1,3192,0,NA,1238,NA,NA,NA,0,2,1,NA,0,0,NA,3,NA,4,NA,NA,38951,1703,9,NA,6,NA,NA,0,NA,1,NA,3,NA,722,4,94211,NA,308,NA,0,NA,NA,10318,9360,235,14,475,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,40511,156911,7,NA,483,81,1390,3,23778,0,0,1,NA,25829,7018,99544,13921,1770,360,2414,696069,615404,29056,19590,318165,217070,1666,1,NA,NA,8,NA,48,NA,0,"03020102",39833,0,1,1662,0,1337,51,1383,0,NA,268,NA,NA,NA,0,2,0,NA,0,0,NA,0,NA,0,NA,NA,15169,550,2,NA,0,NA,NA,0,NA,0,NA,3,NA,39,1,215529,NA,137,NA,0,NA,NA,20807,4334,369,2,245,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,433186,354504,268244,0,NA,3,6,10,0,302,176,10,0,NA,2855,137981,99440,20018,3662,764,18016,72120,621403,16271,75937,304589,969616,116420,12,NA,NA,9,NA,878,NA,0,"03020104",444,0,0,2871,0,231,31,199,1,NA,2,NA,NA,NA,0,0,2,NA,17,0,NA,5,NA,0,NA,NA,93618,3,19,NA,0,NA,NA,6,NA,1,NA,0,NA,322,0,135192,NA,1988,NA,559,NA,NA,888,3305,1248,2695,4,0,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,193871,485285,0,NA,118,14,395,373,11333,0,0,3,NA,12060,27685,147627,51420,14058,3683,993,340381,372208,34692,7089,440828,375402,4242,3,NA,NA,11,NA,2713,NA,1,"03020203",5880,0,0,972,6,224,1,5641,0,NA,2463,NA,NA,NA,5,0,2,NA,0,3,NA,0,NA,74,NA,NA,76813,509,21,NA,1,NA,NA,43,NA,0,NA,39,NA,111,2,260432,NA,68,NA,0,NA,NA,20565,1690,81,37,251,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,1173018,202846,167576,0,NA,35,104,651,0,3916,40,0,0,NA,19725,52628,138626,42907,11902,4253,3045,25748,812135,61989,45160,359498,1082033,206901,220,NA,NA,24,NA,82,NA,0,"03020204",5296,0,0,508,0,874,7,151,0,NA,1,NA,NA,NA,1,1,0,NA,0,98,NA,3,NA,0,NA,NA,46717,78,4,NA,0,NA,NA,5,NA,0,NA,1,NA,155,0,80726,NA,178,NA,3,NA,NA,3232,2798,32,126,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,952501,50042,64791,0,NA,6,1,61,0,2384,0,0,0,NA,28586,38661,85586,51979,11326,2011,21695,5325,354211,24544,26154,193860,617090,105339,8,NA,NA,70,NA,155,NA,0,"03020301",11377,0,0,5,0,3,3,9,0,NA,0,NA,NA,NA,0,0,0,NA,0,11,NA,0,NA,0,NA,NA,9949,1,1,NA,0,NA,NA,0,NA,0,NA,28,NA,7,0,18906,NA,238,NA,5,NA,NA,1494,7046,2,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,300022,449720,0,NA,272,61,2393,2,28014,23,NA,73,0,49991,23839,168570,52982,9314,2297,2016,99951,978768,126176,152100,793368,983061,14847,2838,NA,NA,244,NA,39,NA,68,"03030006",19582,0,0,1417,17,261,4,505,0,NA,138,NA,NA,NA,25,19,NA,NA,NA,146,NA,0,NA,6,NA,NA,78846,3811,NA,NA,76,NA,NA,NA,NA,0,NA,593,0,23,0,160891,NA,141,NA,3,0,NA,17069,5045,3,0,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0,348053,332403,0,NA,548,21,3888,1,18064,0,NA,36,0,87869,20524,140535,61380,15867,4806,2663,45279,1128555,109359,161926,714211,1612060,22861,662,NA,NA,144,NA,67,NA,0,"03030007",2629,0,0,603,0,627,2,812,0,NA,40,NA,NA,NA,218,5,NA,NA,NA,22,NA,0,NA,11,NA,NA,89235,570,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,256,1,71434,NA,381,NA,0,0,NA,11583,1302,9,1,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,205421,77782,68993,1,NA,19,17,1407,2,6326,0,NA,11,0,28942,82499,111529,65799,17681,5089,4450,22407,912503,22640,75158,494253,856831,70983,828,NA,NA,11,NA,11,NA,0,"03030005",14928,0,0,92,0,56,1,3,0,NA,6,NA,NA,NA,1,2,NA,NA,NA,190,NA,0,NA,0,NA,NA,9000,18,NA,NA,1,NA,NA,NA,NA,0,NA,461,0,4,0,12558,NA,195,NA,0,0,NA,3405,4719,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
