"layer","zone","Background","Corn","Soybeans","Barley","Spring Wheat","Rye","Oats","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Potatoes","Clover/Wildflowers","Fallow/Idle Cropland","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Blueberries","Winter Wheat","Christmas Trees","Radishes","Canola","Misc Vegs & Fruits","HUC","Apples","Cranberries","Sorghum","Sweet Corn","Sod/Grass Seed","Dry Beans","Other Crops","Squash","Pumpkins","Triticale","Millet","Cabbage","Gourds","Sunflower","Dbl Crop Corn/Soybeans","Tobacco","Durum Wheat","Tomatoes","Peaches","Grapes","Pears","Peppers","Strawberries","Eggplants","Other Tree Crops","Pop or Orn Corn","Onions","Peas","Plums","Herbs","Carrots","Asparagus","Greens","Other Small Grains","Aquaculture","Lettuce","Caneberries","Dbl Crop Barley/Corn","Walnuts","Dbl Crop WinWht/Corn","Dbl Crop Oats/Corn","Dbl Crop WinWht/Soybeans","Speltz","Cucumbers","Vetch","Cherries","Nectarines","Watermelons","Dbl Crop Barley/Soybeans","Sweet Potatoes","Dbl Crop Soybeans/Oats","Cauliflower","Dbl Crop WinWht/Sorghum","Cotton","Dbl Crop Barley/Sorghum","Turnips","Rape Seed","Cantaloupes","Switchgrass","Sugarbeets","Peanuts","Dbl Crop WinWht/Cotton","Dbl Crop Soybeans/Cotton","Pecans","Rice","Sugarcane","Olives","Oranges","Citrus","Celery","Hops","Camelina","Mint","Apricots","Flaxseed","Mustard","Almonds","Garlic","Safflower","Lentils","Perennial Ice/Snow ","Honeydew Melons","Pistachios","Dbl Crop Lettuce/Cotton","Dbl Crop Durum Wht/Sorghum","Dbl Crop Lettuce/Durum Wht","Dbl Crop Lettuce/Cantaloupe","Dbl Crop Lettuce/Barley","Pomegranates"
1,6,0,5919,1895,NA,NA,NA,66,NA,23007,NA,NA,2,52555,46360,148243,28330,8073,1514,3123,9688,982018,240061,437637,415127,496189,23895,NA,14,33,NA,NA,NA,NA,"03170008",NA,NA,88,190,2049,NA,21,NA,NA,NA,22,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,22,NA,NA,NA,NA,0,12,6510,NA,NA,NA,NA,NA,3171,NA,0,49,NA,2,25326,NA,NA,NA,NA,NA,NA,37475,1502,0,5013,NA,NA,NA,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,1210,3517,NA,NA,NA,0,NA,21636,NA,NA,0,69,43215,150606,38615,19240,8606,1173,523672,560565,286579,406964,341630,203720,1504,NA,12,10,NA,NA,NA,NA,"03170001",NA,NA,0,0,2,NA,0,NA,NA,NA,135,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,56,NA,NA,NA,NA,5,0,151,NA,NA,NA,NA,NA,2,NA,1,0,NA,0,25,NA,NA,NA,NA,NA,NA,39,0,0,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,0,451,912,NA,NA,NA,0,NA,14685,NA,NA,0,347,55094,248908,74496,27337,10534,12395,221614,1718156,755841,811663,636210,644026,4032,NA,1697,17,NA,NA,NA,NA,"03170005",NA,NA,55,22,15,NA,0,NA,NA,NA,489,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,256,NA,53,NA,NA,NA,NA,0,1,142,NA,NA,NA,NA,NA,503,NA,0,1,NA,1,6244,NA,NA,NA,NA,NA,NA,5857,5,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,3233795,831,617,NA,NA,NA,45,NA,6247,NA,NA,0,11432,130300,357054,191405,71888,21567,45012,925,1127523,18635,765576,461800,1479214,244989,NA,321,2,NA,NA,NA,NA,"03170009",NA,NA,200,21,930,NA,12,NA,NA,NA,21,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,116,NA,6,NA,NA,NA,NA,13,101,945,NA,NA,NA,NA,NA,79,NA,0,46,NA,6,5585,NA,NA,NA,NA,NA,NA,8795,1712,0,2464,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,12191,3292,9178,NA,NA,0,NA,0,17783,NA,NA,NA,377,108693,253744,67623,21460,5485,20553,12456,1234161,131272,1058266,603825,1532645,131882,NA,2,27,NA,NA,NA,NA,"03180004",NA,NA,105,NA,6412,NA,0,NA,NA,NA,289,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,39,NA,NA,NA,NA,4,NA,NA,NA,NA,8,30,732,NA,NA,NA,NA,NA,4,28,0,78,NA,51,59,NA,NA,NA,NA,NA,NA,4051,995,0,1,0,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0,8472,56150,NA,NA,3,NA,0,45962,NA,NA,NA,431,164839,374625,181657,89799,29495,2084,636733,1291045,667614,546844,848266,725810,5411,NA,2,86,NA,NA,NA,NA,"03180002",NA,NA,23,NA,5,NA,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,16,NA,NA,NA,NA,3,NA,NA,NA,NA,1,0,2471,NA,NA,NA,NA,NA,92,0,0,0,NA,2,10127,NA,NA,NA,NA,NA,NA,1018,10,33,16,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,5478,12742,NA,NA,5,NA,0,24481,NA,NA,NA,194,30812,151693,23013,4823,1000,6400,262758,1078693,519195,517664,533677,326533,2696,NA,6,39,NA,NA,NA,NA,"03180003",NA,NA,52,NA,149,NA,0,NA,NA,NA,14,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,17,NA,NA,NA,NA,2,NA,NA,NA,NA,3,0,2941,NA,NA,NA,NA,NA,170,0,1,0,NA,80,492,NA,NA,NA,NA,NA,NA,1070,12,25,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,2793,15611,NA,NA,42,NA,3,180456,NA,NA,NA,1835,43893,346822,39565,17468,4744,1128,1280691,1769804,586323,589266,1216567,976792,6452,NA,0,559,NA,NA,NA,NA,"03180001",NA,NA,146,NA,132,NA,0,NA,NA,NA,61,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,NA,1,NA,NA,NA,NA,203,NA,NA,NA,NA,730,0,1981,NA,NA,NA,NA,NA,12,0,69,0,NA,0,4162,NA,NA,NA,NA,NA,NA,143,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,7727,9767,NA,NA,0,NA,0,28824,NA,NA,NA,191,30412,185399,39187,11018,3510,17666,77540,872027,278609,819612,713445,371070,1535,NA,30,217,NA,NA,NA,NA,"03180005",NA,NA,83,NA,146,NA,9,NA,NA,NA,171,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56,NA,NA,NA,NA,0,NA,NA,NA,NA,249,100,7970,NA,NA,NA,NA,NA,52,580,0,339,NA,154,229,NA,NA,NA,NA,NA,NA,209,207,0,2,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1935360,1,0,0,0,0,0,0,17,NA,0,0,0,288272,69624,7754,2177,756,169,1159228,1078368,814200,227200,25321,823205,14872,NA,0,0,0,NA,0,NA,"04010101",NA,0,0,0,NA,0,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,11126,1204,360,3,138,22,680,10001,108799,NA,3,158,450,273936,242314,72510,52191,22280,125412,1905138,321186,535274,440633,88428,3905036,325201,NA,0,13,0,NA,670,NA,"04010201",NA,0,2,0,NA,0,3368,NA,NA,0,207,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,3062,7215,6451,788,495,1557,6622,19592,105384,NA,1,729,77,72014,222672,21528,11208,2215,2119,2684183,473631,490822,147732,357922,623108,40525,NA,0,821,0,NA,0,NA,"04010301",NA,0,28,1,NA,68,33,NA,NA,6,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,1162,24267,7880,60,253,660,10560,19900,61532,NA,97,393,793,83816,124560,13823,3556,894,785,2129258,120571,406609,37039,72380,590072,33307,NA,1,389,1,NA,0,NA,"04010302",NA,1,183,9,NA,290,1,NA,NA,8,0,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,7,0,0,0,0,27,384,5223,NA,0,21,2,142509,40482,4430,1674,569,3020,508024,213310,219613,156739,26367,923557,37826,NA,0,0,0,NA,0,NA,"04010202",NA,0,0,0,NA,0,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,162,39,0,0,0,0,0,85,2131,NA,0,0,0,17219,56126,22984,12719,3058,4361,679561,154014,314974,92262,8921,381772,16505,NA,0,0,0,NA,0,NA,"04010102",NA,0,0,0,NA,0,1,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,13,53,711,305,189,8,1633,104,97300,NA,1,83,525,162656,93696,12051,2210,436,948,1793451,539658,594199,6601,53070,616725,16044,NA,NA,2633,0,NA,NA,NA,"04020102",41,NA,0,NA,0,5,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0,751,28,966,766,109,5433,36,61909,NA,4,0,1061,31058,38967,7740,930,88,785,1046594,219208,259102,6837,28653,381120,8786,NA,NA,49,0,NA,NA,NA,"04020104",2,NA,0,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,173,394,109,325,201,127,1630,541,9923,NA,322,40,338,56067,85241,23120,11837,5028,2563,1411069,168319,413349,5655,41967,374048,3125,NA,NA,2,1,NA,NA,NA,"04020105",0,NA,61,NA,0,0,NA,NA,NA,NA,110,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,459,835,199,176,36,140,2032,8018,28874,NA,170,66,1642,62273,82646,18510,3062,726,6435,1390452,418937,98331,12835,116332,976840,79608,NA,NA,9,361,NA,NA,NA,"04020201",4,NA,141,NA,1,49,NA,NA,NA,NA,127,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,48,1,32,6,0,0,125,7,13059,NA,0,0,9,63729,69098,8737,1637,343,18668,1799785,103877,254561,1656,8890,547383,18850,NA,NA,1,0,NA,NA,NA,"04020101",0,NA,0,NA,0,1,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,773,138,20,303,253,1,1016,0,56091,NA,161,0,679,101656,74893,31600,11948,4143,3552,1728016,182852,398457,2701,35958,497494,10451,NA,NA,63,0,NA,NA,NA,"04020103",0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,5,9,0,3,0,5,24,103,648,NA,0,4,70,2425,6638,581,16,0,72,187050,34462,1783,59,13342,58469,2431,NA,NA,1,1,NA,NA,NA,"04020203",0,NA,0,NA,21,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,0,154,5,110,43,4391,229,590,11469,NA,2,0,371,18273,43951,10606,1953,415,1273,675805,117057,1889,1882,56051,1270669,112796,NA,NA,7,10,NA,NA,NA,"04020202",2,NA,1,NA,26,18,NA,NA,NA,NA,0,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,1924,169,225,34,35,1029,1968,58557,0,159,2036,448,76400,93915,13930,2188,972,1111,1488361,207903,187451,4777,45264,818924,19351,NA,0,97,1,0,NA,0,"04030106",13,0,124,0,0,2,0,0,0,3,0,0,NA,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,0,0,18,0,0,0,0,0,NA,0,NA,0,0,NA,0,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0,52,3,4,752,812,509,210,3708,0,1264,4,159,116093,50165,6692,913,93,1335,947556,72296,231348,2922,26508,616595,2786,NA,0,3,0,0,NA,0,"04030107",0,0,1078,0,0,0,0,0,0,0,1,0,NA,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,982,916728,420613,876,49,1437,44270,612559,59341,4,85,110,2289,26629,167931,197018,67887,19677,12735,331514,712,12627,2219,983095,473515,113976,NA,0,174238,14,2,NA,0,"04030101",257,1,1092,589,72,23921,5,1,10,2332,0,45,NA,8,15,NA,NA,0,NA,0,6,0,3,NA,NA,0,0,15168,0,0,169,0,0,NA,9,NA,1,10,NA,107,0,692,0,0,1,14,NA,NA,NA,NA,1,1,554,NA,NA,NA,NA,NA,0,2731,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,25718,284624,93094,360,1,206,25744,209518,26737,2,5,256,787,21496,80035,66118,11417,2409,6014,180186,1162,24149,2726,566847,400204,8618,NA,0,76730,1,111,NA,0,"04030102",39,0,38,30,12,22019,0,0,0,3602,0,12,NA,517,0,NA,NA,14,NA,0,145,1,41,NA,NA,0,1,14,0,7,34,1,0,NA,0,NA,0,0,NA,903,44,21,0,0,0,1352,NA,NA,NA,NA,1,2,12,NA,NA,NA,NA,NA,0,1326,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,1658,305087,146837,23,1,717,7204,235051,13975,5,51,106,2049,29334,141712,251182,120491,49574,6791,138542,206,490,665,261791,79215,22113,NA,0,45851,6,0,NA,0,"04030204",54,1,76,44,74,1722,0,0,2,866,0,31,NA,5,0,NA,NA,17,NA,0,0,5,12,NA,NA,0,0,305,0,54,8,1,0,NA,0,NA,0,0,NA,298,1,24,0,1,0,0,NA,NA,NA,NA,59,2,3,NA,NA,NA,NA,NA,0,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,1049,170110,95376,34,1,158,3266,89410,18267,0,24,3,570,4892,47332,21273,5235,989,1407,199220,1618,764,1296,103883,143016,28309,NA,0,18562,1,0,NA,0,"04030103",11,0,77,23,78,929,0,0,0,34,0,16,NA,243,0,NA,NA,7,NA,8,0,1,29,NA,NA,0,0,23,0,3,5,49,0,NA,0,NA,2,0,NA,19,0,35,0,0,0,0,NA,NA,NA,NA,14,2,46,NA,NA,NA,NA,NA,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,74,199261,74424,324,2,451,4515,112510,26358,15,3078,155,2210,64518,115688,17825,5180,1438,993,1046898,55183,15889,5476,129639,804227,52385,NA,0,16056,4,0,NA,0,"04030104",1,0,308,55,68,8610,1,0,1,213,0,39,NA,26,0,NA,NA,4,NA,1,0,0,67,NA,NA,0,0,119,0,446,303,51,0,NA,0,NA,1,0,NA,38,1,6,0,0,0,0,NA,NA,NA,NA,3,5,62,NA,NA,NA,NA,NA,0,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,252,185330,55571,64,0,778,4992,105418,36902,1,1742,615,2408,80841,138342,22656,9228,2306,1607,1416261,28651,25240,10423,140657,1144462,75564,NA,9,12069,2,0,NA,0,"04030105",6,0,247,703,39,3372,3,13,51,305,0,75,NA,171,0,NA,NA,74,NA,0,0,75,28,NA,NA,0,0,489,0,103,21,64,1,NA,0,NA,1,0,NA,927,0,38,0,0,5,0,NA,NA,NA,NA,3,51,33,NA,NA,NA,NA,NA,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,350,41713,2263,5243,67,977,6459,91194,53186,0,352,324,5347,7679,92208,27752,4041,1026,956,631539,74604,101567,2393,61045,1714019,5006,NA,0,874,98,0,NA,0,"04030109",1,0,580,0,0,6,0,0,0,0,91,0,NA,147,0,NA,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,1,0,0,2,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,39,51666,10944,3707,910,2912,11328,96852,85202,0,1549,708,4962,135604,230322,49766,14360,5739,4106,2799045,120058,246297,21337,178005,2463052,54010,NA,0,2377,60,0,NA,0,"04030108",5,0,1832,11,6,516,0,0,1,439,409,3,NA,20,0,NA,NA,1,NA,1,0,7,0,NA,NA,0,0,17,0,74,0,1,0,NA,0,NA,1,0,NA,115,0,0,4,0,3,4,NA,NA,NA,NA,0,3,0,NA,NA,NA,NA,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,212,5521,225,240,106,573,4134,28089,19293,0,3004,926,1801,49229,83482,20269,6387,2760,42235,658461,221002,272015,9506,64895,1170882,3303,NA,0,22,0,0,NA,0,"04030110",0,0,325,0,0,11,0,0,0,0,341,0,NA,72,0,NA,NA,0,NA,0,0,0,0,NA,NA,0,0,1,0,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,5,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,2259,1239,23,170,20,21,2112,24396,24774,0,39,616,2799,3580,61420,22924,9567,2246,3164,542021,55625,36441,7138,37681,999780,7863,NA,0,16,0,0,NA,0,"04030111",1,0,40,0,0,64,0,0,0,0,17,0,NA,231,0,NA,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,70,0,0,5,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,3679,1518,505,124,1241,55,1349,31737,15378,0,46,22,4884,21477,50366,11472,1442,61,4757,374997,159260,48071,5400,68051,834258,24619,NA,0,158,12,0,NA,0,"04030112",17,0,34,1,59,4208,0,0,0,0,0,0,NA,70,0,NA,NA,0,NA,27,1,0,0,NA,NA,0,0,0,2,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,294,0,0,117,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,1,129,172,5,257,239,809,2028,25427,0,0,2,4140,182627,99498,22847,3441,791,3649,1014893,394991,33104,12543,205296,1834352,393796,NA,0,19,16,0,NA,0,"04030113",12,0,25,0,2,194,0,0,0,0,0,0,NA,13,0,NA,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,7,0,0,187,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,15,1032,776,94,68,70,310,1979,3648,40923,0,0,39,2171,60861,38964,19914,3796,581,18582,366533,110552,5032,706,68643,802779,41105,NA,0,31,13,0,NA,0,"04030114",0,0,90,0,94,259,0,0,0,0,0,0,NA,17,0,NA,NA,0,NA,0,0,0,4,NA,NA,0,0,0,2,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,98,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,3,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
