"layer","zone","Background","Corn","Soybeans","Barley","Spring Wheat","Winter Wheat","Rye","Oats","Canola","Other Hay/Non Alfalfa","Buckwheat","Potatoes","Peas","Clover/Wildflowers","Fallow/Idle Cropland","Apples","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Blueberries","Alfalfa","Sweet Corn","Mustard","Christmas Trees","Squash","Cranberries","HUC","Misc Vegs & Fruits","Sod/Grass Seed","Peppers","Other Crops","Sorghum","Tobacco","Dry Beans","Tomatoes","Peaches","Grapes","Strawberries","Pumpkins","Durum Wheat","Sunflower","Cucumbers","Cabbage","Eggplants","Herbs","Other Tree Crops","Carrots","Greens","Aquaculture","Pears","Dbl Crop WinWht/Soybeans","Triticale","Sweet Potatoes","Onions","Cherries","Garlic","Plums","Dbl Crop WinWht/Corn","Dbl Crop Barley/Corn","Celery","Radishes","Dbl Crop Oats/Corn","Dbl Crop Soybeans/Oats","Nectarines","Asparagus","Speltz","Dbl Crop Barley/Soybeans","Cotton","Peanuts","Millet","Dbl Crop WinWht/Sorghum","Sugarbeets","Watermelons","Switchgrass","Cantaloupes","Lettuce","Rape Seed","Dbl Crop Corn/Soybeans","Dbl Crop Barley/Sorghum","Pop or Orn Corn","Hops","Turnips","Rice","Dbl Crop Soybeans/Cotton","Pecans","Dbl Crop WinWht/Cotton","Flaxseed","Caneberries","Olives","Sugarcane","Citrus","Oranges","Cauliflower","Camelina","Vetch","Walnuts","Gourds","Mint","Apricots","Safflower","Lentils","Perennial Ice/Snow ","Other Small Grains","Pistachios","Dbl Crop Durum Wht/Sorghum","Honeydew Melons","Dbl Crop Lettuce/Durum Wht","Dbl Crop Lettuce/Cotton","Almonds","Dbl Crop Lettuce/Cantaloupe","Dbl Crop Lettuce/Barley","Pomegranates"
1,10,NA,672248,594725,2,0,8798,0,11,0,6124,0,1,0,24,106,1,4433,93350,33622,11296,3447,727,127009,127,0,84,123351,192,83,NA,0,5821,0,NA,0,0,NA,"05120205",0,46,0,2,17,1,0,1,0,0,0,1,NA,0,0,0,NA,0,NA,NA,0,0,NA,34110,1,NA,NA,NA,NA,NA,108,7,NA,NA,0,NA,NA,0,0,491,NA,NA,2,0,NA,0,0,0,NA,NA,125,0,119,NA,3,0,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,NA,673016,580265,12,0,8061,0,18,0,9585,0,0,0,40,165,0,20208,123706,33046,11948,4164,1279,536459,3087,1,601,271525,12,58,NA,0,3656,0,NA,0,0,NA,"05120206",0,8,0,100,55,7,0,11,0,2,0,47,NA,4,0,29,NA,0,NA,NA,0,0,NA,50372,16,NA,NA,NA,NA,NA,1496,102,NA,NA,7,NA,NA,0,34,1421,NA,NA,0,0,NA,38,0,7,NA,NA,3,0,190,NA,0,0,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,NA,1657628,1668687,0,35,56159,117,63,6,17250,60,31,0,428,2233,0,50461,376570,103521,16443,6596,2228,1034156,144,0,2,847289,53723,1080,NA,13,4546,17,NA,0,0,NA,"05120114",17,47,0,0,2689,352,0,0,0,0,0,337,NA,2,0,0,NA,0,NA,NA,0,8,NA,241980,0,NA,NA,NA,NA,NA,396,0,NA,NA,0,NA,NA,0,0,83,NA,NA,0,83,NA,0,0,0,NA,NA,15864,0,2675,NA,0,8,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,NA,1151151,902057,0,0,8579,1,9,0,3166,0,593,0,29,1942,8,123930,236631,47810,10637,4156,1074,572830,177,0,17,339880,44996,6823,NA,0,3045,1206,NA,0,193,NA,"05120113",0,115,0,0,3929,12,0,0,0,0,3,1703,NA,0,0,0,NA,2,NA,NA,0,0,NA,294780,0,NA,NA,NA,NA,NA,338,1,NA,NA,0,NA,NA,1,0,131,NA,NA,1,2,NA,7853,0,2779,NA,NA,4623,0,35,NA,0,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,225,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,NA,486138,544693,4,0,3187,0,62,0,12753,0,0,0,40,235,0,24057,145641,25182,9968,4072,1104,1489784,14523,5,6679,478431,8,491,NA,0,1840,0,NA,0,0,NA,"05120207",0,211,0,1,41,57,1,18,0,2,0,3,NA,0,0,11,NA,0,NA,NA,0,0,NA,31758,1,NA,NA,NA,NA,NA,476,4,NA,NA,5,NA,NA,0,2,16,NA,NA,0,0,NA,473,7,16,NA,NA,19,0,295,NA,0,0,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,15,NA,818483,584281,0,0,36760,56,739,0,1480,0,24,0,4,1198,0,10354,108929,19968,4483,1845,2132,184517,86,0,556,128637,1913,169,NA,0,11264,2,NA,0,0,NA,"05120105",0,6,7,0,3,0,0,2175,0,0,0,202,NA,0,0,0,NA,161,NA,NA,0,0,NA,624,0,NA,NA,NA,NA,NA,770,0,NA,NA,4,NA,NA,0,0,3,NA,NA,0,0,NA,180,1,0,NA,NA,1,0,3257,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,16,NA,910393,762427,0,0,24159,11,41,0,2551,0,9,0,15,143,0,7561,150311,66595,21272,9937,534,185096,27,0,1745,156748,3586,555,NA,0,7204,0,NA,0,0,NA,"05120107",0,83,13,0,0,0,0,1148,0,0,0,18,NA,0,0,0,NA,28,NA,NA,0,0,NA,123,0,NA,NA,NA,NA,NA,3,0,NA,NA,51,NA,NA,0,0,1,NA,NA,0,0,NA,1,0,0,NA,NA,0,0,3625,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,17,NA,888799,732399,0,0,18099,2,31,0,11377,0,55,0,62,276,0,8085,132411,30886,8567,3993,790,317332,113,0,151,171987,1785,152,NA,0,5970,0,NA,0,0,NA,"05120110",0,45,0,1,2,0,0,22,0,0,0,10,NA,0,0,0,NA,61,NA,NA,0,0,NA,844,0,NA,NA,NA,NA,NA,5,20,NA,NA,0,NA,NA,0,0,1,NA,NA,0,0,NA,0,1,0,NA,NA,4,0,308,NA,1,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,18,NA,930430,747398,4,0,8137,2,12,0,22663,0,93,0,235,3066,7,96491,236251,34682,13154,4965,7025,1871417,12388,10,2064,718034,965,4786,NA,0,3935,1083,NA,0,0,NA,"05120202",0,29,0,61,1714,0,0,0,1,0,2,847,NA,1,0,0,NA,16,NA,NA,0,0,NA,82000,0,NA,NA,NA,NA,NA,172,3,NA,NA,3,NA,NA,2,0,57,NA,NA,1,101,NA,6611,37,115,NA,NA,642,0,3731,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,19,NA,839102,801659,11,0,24489,4,90,0,19718,0,10,1,5,359,0,32156,163646,31652,6514,2501,2954,1026816,11701,35,280,474193,142,3066,NA,0,6797,14,NA,0,0,NA,"05120203",0,6,0,11,200,0,0,4,0,0,0,6,NA,1,0,0,NA,21,NA,NA,0,0,NA,27350,0,NA,NA,NA,NA,NA,118,4,NA,NA,0,NA,NA,0,0,92,NA,NA,2,1,NA,12,3,6,NA,NA,184,0,234,NA,23,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,20,NA,1036726,922727,32,0,17104,1,89,0,10499,0,1,9,74,399,23,22684,236921,109729,39439,12473,1519,461024,790,3,795,427387,318,781,NA,0,8438,0,NA,0,0,NA,"05120204",0,11,0,2,197,1,1,161,0,0,0,85,NA,0,0,0,NA,0,NA,NA,0,0,NA,42591,14,NA,NA,NA,NA,NA,159,0,NA,NA,0,NA,NA,0,0,391,NA,NA,1,0,NA,1,8,0,NA,NA,4,0,371,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,21,NA,1562211,1373160,0,0,23600,110,94,0,7390,0,3250,0,42,1365,8,155338,345824,124035,26719,9711,6747,1339337,11812,37,146,701334,18893,5693,NA,4,6140,1602,NA,0,0,NA,"05120111",0,20,0,0,541,18,0,0,0,0,30,1005,NA,0,1,0,NA,98,NA,NA,0,1,NA,93646,0,NA,NA,NA,NA,NA,78,0,NA,NA,0,NA,NA,235,0,231,NA,NA,1,201,NA,10409,13,39,NA,NA,1900,0,3601,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,22,NA,635930,726706,0,0,7449,0,10,0,9232,61,31,0,87,1813,0,15411,149204,41545,2710,495,550,576655,93,1,0,683638,4081,175,NA,0,481,0,NA,0,0,NA,"05120115",4,19,0,0,3779,98,0,0,0,0,0,3397,NA,0,0,0,NA,0,NA,NA,0,0,NA,166531,0,NA,NA,NA,NA,NA,19,0,NA,NA,0,NA,NA,0,0,319,NA,NA,0,345,NA,0,0,0,NA,NA,25040,42,43,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,342,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,23,NA,525865,603209,0,0,27042,0,79,0,3207,111,8,0,3,205,0,18989,89768,14029,2740,1351,382,179776,266,0,2349,119335,1546,1522,NA,0,7537,0,NA,0,0,NA,"05120102",0,0,0,0,0,3,84,424,3,0,0,3,NA,0,0,0,NA,0,NA,NA,0,0,NA,61,0,NA,NA,NA,NA,NA,4,0,NA,NA,0,NA,NA,0,0,39,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,11966,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,24,NA,2355497,2308182,0,0,41108,5,166,0,8382,103,1693,0,235,834,1,41211,370446,155484,23393,6430,3323,958445,38,2,6,607163,13474,823,NA,46,3734,1972,NA,0,0,NA,"05120112",1,31,0,0,445,21,0,1,0,0,0,43,NA,1,0,0,NA,0,NA,NA,0,0,NA,102687,0,NA,NA,NA,NA,NA,95,0,NA,NA,0,NA,NA,0,0,430,NA,NA,0,41,NA,643,0,0,NA,NA,2421,8,598,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,14,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,6213,6770,NA,NA,41,0,0,0,68678,NA,NA,0,0,25,3,55330,117027,43041,8397,2523,1083,1528795,56439,4928,258,389854,50,6,NA,NA,2,0,NA,NA,NA,NA,"05130106",0,71,NA,55,21,1353,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2284,NA,NA,NA,NA,NA,NA,39,0,NA,NA,0,0,NA,NA,NA,0,2,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,75761,96653,NA,NA,1210,7,2,1,23019,NA,NA,0,0,487,0,7991,96039,27057,7063,1751,1132,963553,78691,27060,53756,749135,5886,22,NA,NA,39,0,NA,NA,NA,NA,"05130107",17,382,NA,14978,148,0,1,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,33271,NA,NA,NA,NA,NA,NA,571,11,NA,NA,14,0,NA,NA,NA,0,7,NA,0,1,NA,0,0,NA,NA,NA,2,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,33336,38921,NA,NA,2066,0,0,0,87774,NA,NA,1,0,1332,6,99684,253007,95368,25354,6460,6055,2692776,215049,114556,67516,1415357,1127,33,NA,NA,41,0,NA,NA,NA,NA,"05130108",0,785,NA,558,233,145,39,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,10409,NA,NA,NA,NA,NA,NA,2951,0,NA,NA,4,1,NA,NA,NA,19,11,NA,0,4,NA,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,18795,20602,NA,NA,254,0,0,0,28985,NA,NA,0,0,21,0,95233,199737,71079,20634,9291,1838,1184488,100349,29261,20157,1011953,236,383,NA,NA,16,0,NA,NA,NA,NA,"05130201",0,209,NA,5,182,1024,0,0,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,21244,NA,NA,NA,NA,NA,NA,3,7,NA,NA,0,0,NA,NA,NA,588,22,NA,0,6,NA,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,5903,12416,NA,NA,85,0,0,0,8140,NA,NA,0,0,28,0,25424,255562,171643,67561,41148,209,870898,77561,22578,2714,290677,5134,661,NA,NA,0,0,NA,NA,NA,NA,"05130202",0,12,NA,0,74,104,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,4125,NA,NA,NA,NA,NA,NA,3,0,NA,NA,0,2,NA,NA,NA,542,0,NA,0,1,NA,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,25654,27793,NA,NA,1031,51,15,17,34283,NA,NA,0,0,273,0,67823,229992,167839,49516,19013,3910,721521,285417,82603,57391,895365,1056,105,NA,NA,257,7,NA,NA,NA,NA,"05130203",0,140,NA,48,657,60,0,0,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,18396,NA,NA,NA,NA,NA,NA,276,0,NA,NA,0,118,NA,NA,NA,0,2123,NA,0,6,NA,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,17365,31185,NA,NA,241,2,5,0,28261,NA,NA,0,0,196,0,5690,168471,75573,24331,6559,297,1316177,74084,21254,6368,707491,1929,118,NA,NA,78,1,NA,NA,NA,NA,"05130204",0,339,NA,1,14,54,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,8891,NA,NA,NA,NA,NA,NA,182,0,NA,NA,1,8,NA,NA,NA,0,4,NA,0,8,NA,0,1,NA,NA,NA,0,NA,2,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,4493,1555,NA,NA,94,0,43,0,13120,NA,NA,0,0,49,0,21862,180608,37700,10184,2046,6051,2697405,22012,502755,8048,470664,65,10,NA,NA,84,8,NA,NA,NA,NA,"05130104",0,0,NA,0,0,6,20,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,45,0,NA,NA,2,0,NA,NA,NA,1,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,10518,7123,NA,NA,52,0,0,0,73515,NA,NA,0,0,37,0,122185,120695,37251,6315,1173,4246,1792966,15863,50657,620,480284,8,0,NA,NA,22,0,NA,NA,NA,NA,"05130105",0,11,NA,4,12,109,20,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1333,NA,NA,NA,NA,NA,NA,160,0,NA,NA,0,0,NA,NA,NA,4,1,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,NA,503714,169953,NA,NA,846,4,12,2,209934,NA,NA,0,28,98,0,263156,245852,34332,13729,6795,3960,3684703,84234,130,1283,1037795,65569,3725,NA,NA,2331,0,NA,NA,NA,NA,"05130205",0,49,NA,0,853,6415,0,53,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,375735,NA,NA,NA,NA,NA,NA,389,20,NA,NA,0,14,NA,NA,NA,129,6,NA,7,70,NA,0,0,NA,NA,NA,68,NA,986,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,NA,788089,161650,NA,NA,4940,0,46,1743,123279,NA,NA,0,4,22,0,6730,279992,69116,24045,10898,1571,1008828,45379,335,230,910346,4503,373,NA,NA,3714,0,NA,NA,NA,NA,"05130206",0,511,NA,0,670,11326,0,14,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,713263,NA,NA,NA,NA,NA,NA,609,287,NA,NA,42,14,NA,NA,NA,10694,6,NA,6,35,NA,8,0,NA,NA,NA,15,NA,13,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,NA,4379,1714,NA,NA,35,0,0,0,43568,NA,NA,0,0,0,0,7998,111293,44896,7698,1476,2843,1341650,1802,163844,195,463101,0,0,NA,NA,175,1,NA,NA,NA,NA,"05130102",0,0,NA,34,3,298,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,191,NA,NA,NA,NA,NA,NA,40,0,NA,NA,0,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,NA,99489,84140,NA,NA,654,0,0,0,249775,NA,NA,0,2,7,0,209018,233720,63753,16768,5311,3837,3168898,14650,62779,488,1172035,4,3,NA,NA,1667,7,NA,NA,NA,NA,"05130103",0,2,NA,28,0,210,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,24840,NA,NA,NA,NA,NA,NA,4017,1,NA,NA,5,13,NA,NA,NA,341,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,NA,3830,1332,NA,NA,6,0,0,0,51791,NA,NA,0,28,39,0,44583,353722,149378,39925,6490,24895,4833887,6602,257715,939,933904,24,1,NA,NA,34,4,NA,NA,NA,NA,"05130101",0,0,NA,15,0,25,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,42,0,NA,NA,0,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,147828,139629,124,NA,2025,0,4,0,190288,NA,0,1,9,135,NA,30641,304984,145492,59353,33098,4238,1661549,61464,5588,206,1353052,49978,221,NA,NA,4755,45,NA,NA,0,NA,"05140102",0,383,NA,26,85,1825,1,0,2,0,0,0,NA,3,0,0,NA,0,0,NA,NA,0,NA,30418,NA,NA,NA,NA,NA,NA,625,3,NA,NA,0,109,NA,0,NA,0,NA,NA,3,0,NA,0,0,0,NA,NA,11,0,90,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,347769,257192,1,NA,5336,0,263,0,85759,NA,0,0,38,269,NA,83248,243723,24406,10117,3306,8681,2789185,63001,294,2967,1454302,6221,492,NA,NA,7160,0,NA,NA,0,NA,"05140104",0,9,NA,2,11,1563,0,0,0,2,27,68,NA,1,0,35,NA,0,0,NA,NA,0,NA,54327,NA,NA,NA,NA,NA,NA,356,16,NA,NA,115,0,NA,0,NA,491,NA,NA,0,95,NA,6,6,0,NA,NA,19,0,11865,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,526956,458767,4,NA,2502,1,64,0,52887,NA,0,0,18,5057,NA,139592,203287,37066,16617,8209,1284,1802104,29463,74,558,640930,17488,4935,NA,NA,761,84,NA,NA,0,NA,"05140201",0,27,NA,85,926,1091,0,0,152,0,0,3,NA,0,0,0,NA,0,1,NA,NA,0,NA,64045,NA,NA,NA,NA,NA,NA,782,223,NA,NA,0,0,NA,1,NA,711,NA,NA,1,283,NA,15,3,0,NA,NA,7,0,364,NA,1,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,848279,525239,0,NA,3413,2,2,0,39777,NA,5,0,13,5310,NA,145363,188721,94019,42673,18562,1487,535027,8943,6,95,289025,60041,17687,NA,NA,1240,220,NA,NA,0,NA,"05140202",0,40,NA,0,2015,249,0,0,5,0,1,205,NA,2,0,0,NA,1,0,NA,NA,0,NA,151632,NA,NA,NA,NA,NA,NA,236,17,NA,NA,0,222,NA,0,NA,164,NA,NA,0,39,NA,188,1,137,NA,NA,22,0,2038,NA,0,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,622962,552785,0,NA,3519,0,3,1221,10899,NA,0,0,135,5529,NA,49539,180809,64643,7227,1810,2554,1084135,31208,121,1,647683,13695,1655,NA,NA,115,0,NA,NA,4,NA,"05140204",6,0,NA,0,3352,350,0,67,0,0,0,110,NA,0,0,0,NA,0,0,NA,NA,1,NA,101656,NA,NA,NA,NA,NA,NA,22,0,NA,NA,0,0,NA,0,NA,129,NA,NA,0,24,NA,0,0,0,NA,NA,215,28,28,NA,0,6,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,130522,196352,0,NA,1892,51,145,0,31246,NA,0,2,48,233,NA,113967,295688,192713,105203,57127,6199,1670978,42903,71,334,755395,4456,224,NA,NA,2279,0,NA,NA,0,NA,"05140101",0,180,NA,9,14,703,55,17,25,0,2,0,NA,2,0,0,NA,0,0,NA,NA,0,NA,20243,NA,NA,NA,NA,NA,NA,146,2,NA,NA,6,25,NA,0,NA,12,NA,NA,0,0,NA,3,5,0,NA,NA,1,0,1307,NA,0,0,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,137767,91965,5,NA,982,38,40,6,262526,NA,0,0,9,46,NA,11074,142873,20904,10807,4663,707,2247708,79814,8158,434,1057788,33518,129,NA,NA,2767,0,NA,NA,0,NA,"05140103",0,9,NA,80,2,547,1,0,0,0,0,0,NA,22,0,0,NA,0,1,NA,NA,0,NA,50646,NA,NA,NA,NA,NA,NA,3179,90,NA,NA,0,17,NA,0,NA,54,NA,NA,0,0,NA,0,0,0,NA,NA,1107,0,879,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,288238,220606,0,NA,530,2,4,0,138846,NA,0,0,117,23,NA,26118,82744,9733,4174,1887,1260,1397770,53958,9,1037,328557,51664,37397,NA,NA,151,0,NA,NA,0,NA,"05140205",0,1,NA,0,1497,992,0,3,0,0,0,0,NA,0,0,0,NA,0,1,NA,NA,0,NA,64087,NA,NA,NA,NA,NA,NA,102,3,NA,NA,1,0,NA,0,NA,8,NA,NA,14,4,NA,0,0,0,NA,NA,14,0,1620,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,223028,193798,0,NA,299,21,0,0,91423,NA,0,0,151,436,NA,113171,110434,14420,2305,853,3067,1548117,90350,195,52,523451,26737,9245,NA,NA,817,1,NA,NA,0,NA,"05140203",0,0,NA,0,717,5,0,189,0,0,0,2,NA,26,0,0,NA,0,0,NA,NA,0,NA,50907,NA,NA,NA,NA,NA,NA,7,0,NA,NA,0,1,NA,0,NA,1,NA,NA,8,185,NA,0,0,0,NA,NA,19,9,3145,NA,0,4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,NA,284851,346177,0,NA,875,0,37,0,24288,NA,6,0,18,1725,NA,148489,159151,60725,14601,5774,2708,787425,9230,0,28,589139,64877,17306,NA,NA,202,0,NA,NA,90,NA,"05140206",119,1,NA,1,633,93,0,117,0,0,0,63,NA,1,2,0,NA,0,0,NA,NA,0,NA,137352,NA,NA,NA,NA,NA,NA,41,0,NA,NA,0,56,NA,0,NA,23,NA,NA,0,72,NA,1,0,0,NA,NA,186,10,253,NA,0,29,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
